settlement_period,ssp,sbp,price_used,asset,action,power_mw,soc,energy_mwh
1,121.62,121.62,0.0,Battery_1,hold,0.0,10.0,2.0
2,121.07,121.07,0.0,Battery_1,hold,0.0,10.0,2.0
3,119.48,119.48,0.0,Battery_1,hold,0.0,10.0,2.0
4,119.48,119.48,0.0,Battery_1,hold,0.0,10.0,2.0
5,113.23,113.23,0.0,Battery_1,hold,0.0,10.0,2.0
6,116.1,116.1,0.0,Battery_1,hold,0.0,10.0,2.0
7,96.5,96.5,96.5,Battery_1,charge,1.22,12.8,2.55
8,96.5,96.5,96.5,Battery_1,charge,3.0,19.5,3.9
9,96.15,96.15,96.15,Battery_1,charge,3.0,26.2,5.25
10,96.11,96.11,96.11,Battery_1,charge,3.0,33.0,6.6
11,96.11,96.11,96.11,Battery_1,charge,3.0,39.8,7.95
12,96.11,96.11,96.11,Battery_1,charge,3.0,46.5,9.3
13,96.11,96.11,96.11,Battery_1,charge,3.0,53.2,10.65
14,96.2,96.2,96.2,Battery_1,charge,3.0,60.0,12.0
15,127.5,127.5,127.5,Battery_1,discharge,3.0,51.7,10.33
16,169.69,169.69,169.69,Battery_1,discharge,3.0,43.3,8.67
17,157.13,157.13,157.13,Battery_1,discharge,3.0,35.0,7.0
18,153.67,153.67,153.67,Battery_1,discharge,3.0,26.7,5.33
19,165.0,165.0,165.0,Battery_1,discharge,3.0,18.3,3.67
20,144.99,144.99,144.99,Battery_1,discharge,3.0,10.0,2.0
21,112.96,112.96,0.0,Battery_1,hold,0.0,10.0,2.0
22,102.59,102.59,0.0,Battery_1,hold,0.0,10.0,2.0
23,98.56,98.56,0.0,Battery_1,hold,0.0,10.0,2.0
24,96.1,96.1,96.1,Battery_1,charge,3.0,16.8,3.35
25,94.5,94.5,94.5,Battery_1,charge,3.0,23.5,4.7
26,91.38,91.38,91.38,Battery_1,charge,3.0,30.2,6.05
27,90.5,90.5,90.5,Battery_1,charge,3.0,37.0,7.4
28,92.16,92.16,92.16,Battery_1,charge,3.0,43.8,8.75
29,96.25,96.25,96.25,Battery_1,charge,3.0,50.5,10.1
30,96.1,96.1,96.1,Battery_1,charge,3.0,57.2,11.45
31,96.1,96.1,96.1,Battery_1,charge,3.0,64.0,12.8
32,96.21,96.21,96.21,Battery_1,charge,3.0,70.8,14.15
33,96.25,96.25,96.25,Battery_1,charge,3.0,77.5,15.5
