settlementDate,settlementPeriod,solar_mw,wind_offshore_mw,wind_onshore_mw,wind_total_mw,renewable_total_mw
2025-01-02,1,0.0,7366.606,3673.36,11039.966,11039.966
2025-01-02,2,0.0,7366.606,3673.36,11039.966,11039.966
2025-01-02,3,0.0,7121.537,3750.467,10872.004,10872.004
2025-01-02,4,0.0,7121.537,3750.467,10872.004,10872.004
2025-01-02,5,0.0,6736.488,3838.432,10574.92,10574.92
2025-01-02,6,0.0,6736.488,3838.432,10574.92,10574.92
2025-01-02,7,0.0,6723.536,3885.569,10609.105,10609.105
2025-01-02,8,0.0,6723.536,3885.569,10609.105,10609.105
2025-01-02,9,0.0,6718.515,3989.51,10708.025,10708.025
2025-01-02,10,0.0,6718.515,3989.51,10708.025,10708.025
2025-01-02,11,0.0,7418.955,4092.124,11511.079,11511.079
2025-01-02,12,0.0,7418.955,4092.124,11511.079,11511.079
2025-01-02,13,0.0,7739.466,4122.932,11862.398,11862.398
2025-01-02,14,0.0,7739.466,4122.932,11862.398,11862.398
2025-01-02,15,0.0,7907.141,4139.161,12046.302,12046.302
2025-01-02,16,0.0,7907.141,4139.161,12046.302,12046.302
2025-01-02,17,188.0,7902.334,4181.924,12084.258,12272.258
2025-01-02,18,609.0,7902.334,4181.924,12084.258,12693.258
2025-01-02,19,1300.0,7784.974,4174.374,11959.348,13259.348
2025-01-02,20,2154.0,7784.974,4174.374,11959.348,14113.348
2025-01-02,21,3033.0,7977.526,3667.847,11645.373,14678.373
2025-01-02,22,3802.0,7977.526,3667.847,11645.373,15447.373
2025-01-02,23,4346.0,8126.511,3357.666,11484.177,15830.177
2025-01-02,24,4611.0,8126.511,3357.666,11484.177,16095.177
2025-01-02,25,4576.0,8351.051,3274.651,11625.702,16201.702
2025-01-02,26,4278.0,8351.051,3274.651,11625.702,15903.702
2025-01-02,27,3763.0,8683.942,3272.95,11956.892,15719.892
2025-01-02,28,3068.0,8683.942,3272.95,11956.892,15024.892
2025-01-02,29,2240.0,8992.111,3127.374,12119.485,14359.485
2025-01-02,30,1384.0,8992.111,3127.374,12119.485,13503.485
2025-01-02,31,625.0,8983.913,3034.582,12018.495,12643.495
2025-01-02,32,121.0,8983.913,3034.582,12018.495,12139.495
2025-01-02,33,0.0,9055.852,3287.26,12343.112,12343.112
2025-01-02,34,0.0,9055.852,3287.26,12343.112,12343.112
2025-01-02,35,0.0,8812.772,3607.65,12420.422,12420.422
2025-01-02,36,0.0,8812.772,3607.65,12420.422,12420.422
2025-01-02,37,0.0,8848.021,3867.966,12715.987,12715.987
2025-01-02,38,0.0,8848.021,3867.966,12715.987,12715.987
2025-01-02,39,0.0,8855.262,4215.816,13071.078,13071.078
2025-01-02,40,0.0,8855.262,4215.816,13071.078,13071.078
2025-01-02,41,0.0,8908.369,4801.904,13710.273,13710.273
2025-01-02,42,0.0,8908.369,4801.904,13710.273,13710.273
2025-01-02,43,0.0,8941.581,5442.123,14383.704,14383.704
2025-01-02,44,0.0,8941.581,5442.123,14383.704,14383.704
2025-01-02,45,0.0,8999.387,6022.897,15022.284,15022.284
2025-01-02,46,0.0,8999.387,6022.897,15022.284,15022.284
2025-01-02,47,0.0,9027.784,6535.131,15562.915,15562.915
2025-01-02,48,0.0,9027.784,6535.131,15562.915,15562.915
