settlement_period,price,asset,action,power_mw,soc,energy_mwh
1,123.22,Battery_1,hold,0.0,50.0,10.0
2,125.25,Battery_1,hold,0.0,50.0,10.0
3,125.88,Battery_1,discharge,2.4,43.3,8.67
4,129.32,Battery_1,discharge,4.0,32.2,6.44
5,133.17,Battery_1,discharge,4.0,21.1,4.22
6,123.88,Battery_1,hold,0.0,21.1,4.22
7,119.73,Battery_1,hold,0.0,21.1,4.22
8,117.5,Battery_1,hold,0.0,21.1,4.22
9,114.69,Battery_1,hold,0.0,21.1,4.22
10,117.71,Battery_1,hold,0.0,21.1,4.22
11,128.82,Battery_1,discharge,4.0,10.0,2.0
12,125.2,Battery_1,hold,0.0,10.0,2.0
13,118.54,Battery_1,hold,0.0,10.0,2.0
14,121.91,Battery_1,hold,0.0,10.0,2.0
15,104.31,Battery_1,hold,0.0,10.0,2.0
16,102.62,Battery_1,hold,0.0,10.0,2.0
17,91.27,Battery_1,hold,0.0,10.0,2.0
18,88.13,Battery_1,hold,0.0,10.0,2.0
19,86.15,Battery_1,hold,0.0,10.0,2.0
20,87.08,Battery_1,hold,0.0,10.0,2.0
21,80.42,Battery_1,charge,3.56,18.0,3.6
22,77.57,Battery_1,charge,4.0,27.0,5.4
23,78.6,Battery_1,charge,4.0,36.0,7.2
24,77.8,Battery_1,charge,4.0,45.0,9.0
25,80.19,Battery_1,charge,4.0,54.0,10.8
26,79.05,Battery_1,charge,4.0,63.0,12.6
27,79.75,Battery_1,charge,4.0,72.0,14.4
28,78.45,Battery_1,charge,4.0,81.0,16.2
29,80.71,Battery_1,hold,0.0,81.0,16.2
30,80.2,Battery_1,charge,4.0,90.0,18.0
31,95.75,Battery_1,hold,0.0,90.0,18.0
32,94.54,Battery_1,hold,0.0,90.0,18.0
33,94.36,Battery_1,hold,0.0,90.0,18.0
34,99.78,Battery_1,hold,0.0,90.0,18.0
35,150.63,Battery_1,hold,0.0,90.0,18.0
36,161.28,Battery_1,hold,0.0,90.0,18.0
37,202.06,Battery_1,discharge,4.0,78.9,15.78
38,208.79,Battery_1,discharge,4.0,67.8,13.56
39,238.78,Battery_1,discharge,4.0,56.7,11.33
40,239.51,Battery_1,discharge,4.0,45.6,9.11
41,204.86,Battery_1,discharge,4.0,34.4,6.89
42,218.7,Battery_1,discharge,4.0,23.3,4.67
43,167.15,Battery_1,discharge,4.0,12.2,2.44
44,162.02,Battery_1,discharge,0.8,10.0,2.0
45,155.71,Battery_1,hold,0.0,10.0,2.0
46,135.72,Battery_1,hold,0.0,10.0,2.0
47,122.46,Battery_1,hold,0.0,10.0,2.0
48,124.31,Battery_1,hold,0.0,10.0,2.0
