settlement_period,ssp,sbp,price_used,asset,action,power_mw,soc,energy_mwh
1,134.7,134.7,134.7,Battery_1,charge,3.0,16.8,3.35
2,122.48,122.48,122.48,Battery_1,charge,3.0,23.5,4.7
3,137.46,137.46,0.0,Battery_1,hold,0.0,23.5,4.7
4,135.16,135.16,135.16,Battery_1,charge,3.0,30.2,6.05
5,133.03,133.03,133.03,Battery_1,charge,3.0,37.0,7.4
6,135.54,135.54,135.54,Battery_1,charge,3.0,43.8,8.75
7,144.61,144.61,0.0,Battery_1,hold,0.0,43.8,8.75
8,144.98,144.98,0.0,Battery_1,hold,0.0,43.8,8.75
9,137.57,137.57,0.0,Battery_1,hold,0.0,43.8,8.75
10,151.72,151.72,0.0,Battery_1,hold,0.0,43.8,8.75
11,158.4,158.4,0.0,Battery_1,hold,0.0,43.8,8.75
12,168.63,168.63,168.63,Battery_1,discharge,3.0,35.4,7.08
13,153.75,153.75,0.0,Battery_1,hold,0.0,35.4,7.08
14,161.24,161.24,0.0,Battery_1,hold,0.0,35.4,7.08
15,125.8,125.8,125.8,Battery_1,charge,3.0,42.2,8.43
16,168.0,168.0,168.0,Battery_1,discharge,2.22,36.0,7.2
17,109.81,109.81,109.81,Battery_1,charge,3.0,42.8,8.55
18,136.12,136.12,0.0,Battery_1,hold,0.0,42.8,8.55
19,138.94,138.94,0.0,Battery_1,hold,0.0,42.8,8.55
20,139.06,139.06,0.0,Battery_1,hold,0.0,42.8,8.55
21,145.0,145.0,0.0,Battery_1,hold,0.0,42.8,8.55
22,149.0,149.0,0.0,Battery_1,hold,0.0,42.8,8.55
23,116.06,116.06,116.06,Battery_1,charge,3.0,49.5,9.9
24,149.0,149.0,0.0,Battery_1,hold,0.0,49.5,9.9
25,110.68,110.68,110.68,Battery_1,charge,3.0,56.2,11.25
26,106.73,106.73,106.73,Battery_1,charge,3.0,63.0,12.6
27,149.0,149.0,0.0,Battery_1,hold,0.0,63.0,12.6
28,102.0,102.0,102.0,Battery_1,charge,3.0,69.8,13.95
29,102.0,102.0,102.0,Battery_1,charge,3.0,76.5,15.3
30,102.0,102.0,102.0,Battery_1,charge,3.0,83.2,16.65
31,102.0,102.0,102.0,Battery_1,charge,3.0,90.0,18.0
32,149.0,149.0,0.0,Battery_1,hold,0.0,90.0,18.0
33,177.0,177.0,0.0,Battery_1,hold,0.0,90.0,18.0
34,206.0,206.0,206.0,Battery_1,discharge,3.0,81.7,16.33
35,220.0,220.0,220.0,Battery_1,discharge,3.0,73.3,14.67
36,220.0,220.0,220.0,Battery_1,discharge,3.0,65.0,13.0
37,220.0,220.0,220.0,Battery_1,discharge,3.0,56.7,11.33
38,220.0,220.0,220.0,Battery_1,discharge,3.0,48.3,9.67
39,156.38,156.38,156.38,Battery_1,charge,3.0,55.1,11.02
40,250.0,250.0,250.0,Battery_1,discharge,3.0,46.8,9.35
41,200.0,200.0,200.0,Battery_1,discharge,3.0,38.4,7.68
42,200.0,200.0,200.0,Battery_1,discharge,3.0,30.1,6.02
43,196.04,196.04,196.04,Battery_1,discharge,3.0,21.7,4.35
44,194.0,194.0,194.0,Battery_1,discharge,1.23,18.3,3.67
45,178.12,178.12,0.0,Battery_1,hold,0.0,18.3,3.67
46,165.75,165.75,0.0,Battery_1,hold,0.0,18.3,3.67
47,185.68,185.68,0.0,Battery_1,hold,0.0,18.3,3.67
48,196.11,196.11,196.11,Battery_1,discharge,3.0,10.0,2.0
1,134.7,134.7,134.7,Battery_2,charge,7.5,13.4,13.38
2,122.48,122.48,122.48,Battery_2,charge,7.5,16.8,16.75
3,137.46,137.46,137.46,Battery_2,charge,7.5,20.1,20.12
4,135.16,135.16,135.16,Battery_2,charge,7.5,23.5,23.5
5,133.03,133.03,133.03,Battery_2,charge,7.5,26.9,26.88
6,135.54,135.54,135.54,Battery_2,charge,7.5,30.2,30.25
7,144.61,144.61,0.0,Battery_2,hold,0.0,30.2,30.25
8,144.98,144.98,0.0,Battery_2,hold,0.0,30.2,30.25
9,137.57,137.57,137.57,Battery_2,charge,7.5,33.6,33.62
10,151.72,151.72,0.0,Battery_2,hold,0.0,33.6,33.62
11,158.4,158.4,0.0,Battery_2,hold,0.0,33.6,33.62
12,168.63,168.63,0.0,Battery_2,hold,0.0,33.6,33.62
13,153.75,153.75,0.0,Battery_2,hold,0.0,33.6,33.62
14,161.24,161.24,0.0,Battery_2,hold,0.0,33.6,33.62
15,125.8,125.8,125.8,Battery_2,charge,7.5,37.0,37.0
16,168.0,168.0,0.0,Battery_2,hold,0.0,37.0,37.0
17,109.81,109.81,109.81,Battery_2,charge,7.5,40.4,40.38
18,136.12,136.12,136.12,Battery_2,charge,7.5,43.8,43.75
19,138.94,138.94,138.94,Battery_2,charge,2.13,44.7,44.71
20,139.06,139.06,0.0,Battery_2,hold,0.0,44.7,44.71
