settlement_period,ssp,sbp,price_used,asset,action,power_mw,soc,energy_mwh
1,106.85,106.85,0.0,Battery_1,hold,0.0,10.0,2.0
2,125.0,125.0,0.0,Battery_1,hold,0.0,10.0,2.0
3,125.0,125.0,0.0,Battery_1,hold,0.0,10.0,2.0
4,129.18,129.18,0.0,Battery_1,hold,0.0,10.0,2.0
5,93.82,93.82,93.82,Battery_1,charge,3.0,16.8,3.35
6,126.34,126.34,126.34,Battery_1,discharge,1.44,12.8,2.55
7,94.86,94.86,94.86,Battery_1,charge,3.0,19.5,3.9
8,96.3,96.3,96.3,Battery_1,charge,3.0,26.2,5.25
9,124.94,124.94,0.0,Battery_1,hold,0.0,26.2,5.25
10,94.95,94.95,94.95,Battery_1,charge,3.0,33.0,6.6
11,93.21,93.21,93.21,Battery_1,charge,3.0,39.8,7.95
12,98.0,98.0,98.0,Battery_1,charge,3.0,46.5,9.3
13,98.6,98.6,98.6,Battery_1,charge,3.0,53.2,10.65
14,138.9,138.9,138.9,Battery_1,discharge,3.0,44.9,8.98
15,80.99,80.99,80.99,Battery_1,charge,3.0,51.7,10.33
16,154.0,154.0,154.0,Battery_1,discharge,3.0,43.3,8.67
17,139.0,139.0,139.0,Battery_1,discharge,3.0,35.0,7.0
18,154.0,154.0,154.0,Battery_1,discharge,3.0,26.7,5.33
19,143.58,143.58,143.58,Battery_1,discharge,3.0,18.3,3.67
20,140.49,140.49,140.49,Battery_1,discharge,3.0,10.0,2.0
21,120.0,120.0,0.0,Battery_1,hold,0.0,10.0,2.0
22,85.5,85.5,85.5,Battery_1,charge,3.0,16.8,3.35
23,85.3,85.3,85.3,Battery_1,charge,3.0,23.5,4.7
24,125.0,125.0,0.0,Battery_1,hold,0.0,23.5,4.7
25,85.5,85.5,85.5,Battery_1,charge,3.0,30.2,6.05
26,87.55,87.55,87.55,Battery_1,charge,3.0,37.0,7.4
27,102.16,102.16,0.0,Battery_1,hold,0.0,37.0,7.4
28,85.3,85.3,85.3,Battery_1,charge,3.0,43.8,8.75
29,101.46,101.46,0.0,Battery_1,hold,0.0,43.8,8.75
30,125.0,125.0,0.0,Battery_1,hold,0.0,43.8,8.75
31,125.0,125.0,0.0,Battery_1,hold,0.0,43.8,8.75
32,125.0,125.0,0.0,Battery_1,hold,0.0,43.8,8.75
33,125.0,125.0,125.0,Battery_1,discharge,1.44,39.8,7.95
34,91.73,91.73,91.73,Battery_1,charge,3.0,46.5,9.3
35,97.73,97.73,97.73,Battery_1,charge,3.0,53.2,10.65
36,175.0,175.0,175.0,Battery_1,discharge,3.0,44.9,8.98
37,114.11,114.11,0.0,Battery_1,hold,0.0,44.9,8.98
38,195.0,195.0,195.0,Battery_1,discharge,3.0,36.6,7.32
39,120.7,120.7,0.0,Battery_1,hold,0.0,36.6,7.32
40,175.65,175.65,175.65,Battery_1,discharge,3.0,28.3,5.65
41,144.0,144.0,144.0,Battery_1,discharge,3.0,19.9,3.98
42,112.71,112.71,0.0,Battery_1,hold,0.0,19.9,3.98
43,111.08,111.08,0.0,Battery_1,hold,0.0,19.9,3.98
44,99.09,99.09,99.09,Battery_1,charge,3.0,26.7,5.33
45,153.61,153.61,153.61,Battery_1,discharge,3.0,18.3,3.67
46,127.58,127.58,127.58,Battery_1,discharge,3.0,10.0,2.0
47,101.49,101.49,0.0,Battery_1,hold,0.0,10.0,2.0
48,94.58,94.58,0.0,Battery_1,hold,0.0,10.0,2.0
1,106.85,106.85,0.0,Battery_2,hold,0.0,10.0,10.0
2,125.0,125.0,0.0,Battery_2,hold,0.0,10.0,10.0
3,125.0,125.0,0.0,Battery_2,hold,0.0,10.0,10.0
4,129.18,129.18,0.0,Battery_2,hold,0.0,10.0,10.0
5,93.82,93.82,93.82,Battery_2,charge,7.5,13.4,13.38
6,126.34,126.34,126.34,Battery_2,discharge,3.6,11.4,11.38
7,94.86,94.86,94.86,Battery_2,charge,7.5,14.8,14.75
8,96.3,96.3,96.3,Battery_2,charge,7.5,18.1,18.12
9,124.94,124.94,0.0,Battery_2,hold,0.0,18.1,18.12
10,94.95,94.95,94.95,Battery_2,charge,7.5,21.5,21.5
11,93.21,93.21,93.21,Battery_2,charge,7.5,24.9,24.88
12,98.0,98.0,98.0,Battery_2,charge,7.5,28.2,28.25
13,98.6,98.6,98.6,Battery_2,charge,7.5,31.6,31.62
14,138.9,138.9,138.9,Battery_2,discharge,7.5,27.5,27.46
15,80.99,80.99,80.99,Battery_2,charge,7.5,30.8,30.83
16,154.0,154.0,154.0,Battery_2,discharge,7.5,26.7,26.67
17,139.0,139.0,139.0,Battery_2,discharge,7.5,22.5,22.5
18,154.0,154.0,154.0,Battery_2,discharge,7.5,18.3,18.33
19,143.58,143.58,143.58,Battery_2,discharge,7.5,14.2,14.17
20,140.49,140.49,140.49,Battery_2,discharge,7.5,10.0,10.0
21,120.0,120.0,0.0,Battery_2,hold,0.0,10.0,10.0
22,85.5,85.5,85.5,Battery_2,charge,7.5,13.4,13.38
23,85.3,85.3,85.3,Battery_2,charge,7.5,16.8,16.75
24,125.0,125.0,125.0,Battery_2,discharge,3.6,14.8,14.75
25,85.5,85.5,85.5,Battery_2,charge,7.5,18.1,18.12
