settlement_period,price,asset,action,power_mw,soc,energy_mwh,settle_price,settle_price_discharge,settle_price_charge
1,96.80000481101717,Battery_1,discharge,4.0,38.9,7.78,4.17,-0.7300000000000004,5.07
2,94.09438481845265,Battery_1,discharge,4.0,27.8,5.56,1.21,-3.6900000000000004,2.11
3,91.67407297335208,Battery_1,discharge,4.0,16.7,3.33,-1.14,-6.04,-0.23999999999999988
4,91.60185662521477,Battery_1,hold,0.0,16.7,3.33,-1.69,-6.59,-0.7899999999999999
5,91.39386610101474,Battery_1,hold,0.0,16.7,3.33,-1.78,-6.680000000000001,-0.88
6,91.2860257217921,Battery_1,hold,0.0,16.7,3.33,0.05,-4.8500000000000005,0.9500000000000001
7,83.40418550973428,Battery_1,hold,0.0,16.7,3.33,-0.63,-5.53,0.27
8,82.87128621574165,Battery_1,hold,0.0,16.7,3.33,-0.46,-5.36,0.44
9,83.34282930827462,Battery_1,hold,0.0,16.7,3.33,-0.44,-5.340000000000001,0.46
10,81.6556152046186,Battery_1,hold,0.0,16.7,3.33,0.61,-4.29,1.51
11,90.92479251586424,Battery_1,hold,0.0,16.7,3.33,10.35,5.449999999999999,11.25
12,91.66658117226424,Battery_1,discharge,2.4,10.0,2.0,20.49,15.589999999999998,21.389999999999997
13,90.3178334319371,Battery_1,hold,0.0,10.0,2.0,11.61,6.709999999999999,12.51
14,91.07614095314565,Battery_1,hold,0.0,10.0,2.0,10.56,5.66,11.46
15,77.09906759070205,Battery_1,hold,0.0,10.0,2.0,7.92,3.0199999999999996,8.82
16,75.21902778022664,Battery_1,hold,0.0,10.0,2.0,9.36,4.459999999999999,10.26
17,43.80673056836588,Battery_1,hold,0.0,10.0,2.0,7.78,2.88,8.68
18,35.83421700985241,Battery_1,hold,0.0,10.0,2.0,13.67,8.77,14.57
19,9.732216211502589,Battery_1,hold,0.0,10.0,2.0,3.07,-1.8300000000000005,3.9699999999999998
20,-0.06346003499464814,Battery_1,charge,4.0,19.0,3.8,1.12,-3.7800000000000002,2.02
21,-4.8653020690772735,Battery_1,charge,4.0,28.0,5.6,0.11,-4.79,1.01
22,-11.27474697809879,Battery_1,charge,4.0,37.0,7.4,-0.87,-5.7700000000000005,0.030000000000000027
23,-17.68365517257658,Battery_1,charge,4.0,46.0,9.2,-2.86,-7.76,-1.96
24,-13.951435824941626,Battery_1,charge,4.0,55.0,11.0,-2.81,-7.710000000000001,-1.9100000000000001
25,-10.542159001850337,Battery_1,charge,4.0,64.0,12.8,-3.82,-8.72,-2.92
26,-6.211228468879966,Battery_1,charge,4.0,73.0,14.6,-4.52,-9.42,-3.6199999999999997
27,-2.390599078071915,Battery_1,charge,4.0,82.0,16.4,-3.23,-8.13,-2.33
28,0.880121750925781,Battery_1,charge,3.56,90.0,18.0,-4.99,-9.89,-4.09
29,13.857018635108275,Battery_1,hold,0.0,90.0,18.0,-7.19,-12.09,-6.29
30,23.21520375414967,Battery_1,hold,0.0,90.0,18.0,-11.88,-16.78,-10.98
31,45.066711295320175,Battery_1,hold,0.0,90.0,18.0,-16.34,-21.240000000000002,-15.44
32,61.52048356096964,Battery_1,hold,0.0,90.0,18.0,-12.14,-17.04,-11.24
33,88.14197072854404,Battery_1,hold,0.0,90.0,18.0,-19.03,-23.93,-18.130000000000003
34,110.34993337268409,Battery_1,hold,0.0,90.0,18.0,38.19,33.29,39.089999999999996
35,145.86804837545776,Battery_1,hold,0.0,90.0,18.0,103.7,98.8,104.60000000000001
36,163.12901578182795,Battery_1,discharge,0.8,87.8,17.56,134.16,129.26,135.06
37,174.88043828640653,Battery_1,discharge,4.0,76.7,15.33,175.57,170.67,176.47
38,183.4648163230906,Battery_1,discharge,4.0,65.6,13.11,179.7,174.79999999999998,180.6
39,190.79738265414917,Battery_1,discharge,4.0,54.4,10.89,187.71,182.81,188.61
40,187.9889286349351,Battery_1,discharge,4.0,43.3,8.67,195.65,190.75,196.55
41,178.88644446424132,Battery_1,discharge,4.0,32.2,6.44,196.91,192.01,197.81
42,172.10416654398185,Battery_1,discharge,4.0,21.1,4.22,195.13,190.23,196.03
43,163.53872009909435,Battery_1,discharge,4.0,10.0,2.0,197.83,192.93,198.73000000000002
44,158.81200068576726,Battery_1,hold,0.0,10.0,2.0,192.91,188.01,193.81
45,152.31563080051413,Battery_1,hold,0.0,10.0,2.0,180.27,175.37,181.17000000000002
46,146.96932093856898,Battery_1,hold,0.0,10.0,2.0,161.54,156.64,162.44
47,140.67372418356186,Battery_1,hold,0.0,10.0,2.0,162.19,157.29,163.09
48,136.43692889902294,Battery_1,hold,0.0,10.0,2.0,151.09,146.19,151.99
1,96.80000481101717,Battery_2,discharge,12.5,43.1,43.06,4.17,-0.7300000000000004,5.07
2,94.09438481845265,Battery_2,discharge,12.5,36.1,36.11,1.21,-3.6900000000000004,2.11
3,91.67407297335208,Battery_2,discharge,12.5,29.2,29.17,-1.14,-6.04,-0.23999999999999988
4,91.60185662521477,Battery_2,discharge,12.5,22.2,22.22,-1.69,-6.59,-0.7899999999999999
5,91.39386610101474,Battery_2,discharge,9.5,16.9,16.94,-1.78,-6.680000000000001,-0.88
6,91.2860257217921,Battery_2,hold,0.0,16.9,16.94,0.05,-4.8500000000000005,0.9500000000000001
7,83.40418550973428,Battery_2,hold,0.0,16.9,16.94,-0.63,-5.53,0.27
8,82.87128621574165,Battery_2,hold,0.0,16.9,16.94,-0.46,-5.36,0.44
9,83.34282930827462,Battery_2,hold,0.0,16.9,16.94,-0.44,-5.340000000000001,0.46
10,81.6556152046186,Battery_2,hold,0.0,16.9,16.94,0.61,-4.29,1.51
11,90.92479251586424,Battery_2,hold,0.0,16.9,16.94,10.35,5.449999999999999,11.25
12,91.66658117226424,Battery_2,discharge,12.5,10.0,10.0,20.49,15.589999999999998,21.389999999999997
