settlement_period,ssp,sbp,price_used,asset,action,power_mw,soc,energy_mwh,ssp_settle,sbp_settle
1,125.1,125.1,0.0,Battery_1,hold,0.0,10.0,2.0,120.19999999999999,126.0
2,125.1,125.1,125.1,Battery_1,charge,3.0,16.8,3.35,120.19999999999999,126.0
3,125.11,125.11,125.11,Battery_1,charge,3.0,23.5,4.7,120.21,126.01
4,125.1,125.1,125.1,Battery_1,charge,3.0,30.2,6.05,120.19999999999999,126.0
5,122.34,122.34,122.34,Battery_1,charge,3.0,37.0,7.4,117.44,123.24000000000001
6,125.11,125.11,125.11,Battery_1,charge,3.0,43.8,8.75,120.21,126.01
7,238.0,238.0,238.0,Battery_1,charge,3.0,50.5,10.1,233.1,238.9
8,141.32,141.32,141.32,Battery_1,charge,3.0,57.2,11.45,136.42,142.22
9,114.43,114.43,114.43,Battery_1,charge,3.0,64.0,12.8,109.53,115.33000000000001
10,130.0,130.0,130.0,Battery_1,charge,3.0,70.8,14.15,125.1,130.9
11,238.0,238.0,0.0,Battery_1,hold,0.0,70.8,14.15,233.1,238.9
12,125.3,125.3,0.0,Battery_1,hold,0.0,70.8,14.15,120.39999999999999,126.2
13,238.0,238.0,0.0,Battery_1,hold,0.0,70.8,14.15,233.1,238.9
14,238.0,238.0,0.0,Battery_1,hold,0.0,70.8,14.15,233.1,238.9
15,238.0,238.0,238.0,Battery_1,discharge,3.0,62.4,12.48,233.1,238.9
16,238.0,238.0,238.0,Battery_1,discharge,3.0,54.1,10.82,233.1,238.9
17,158.94,158.94,158.94,Battery_1,discharge,3.0,45.8,9.15,154.04,159.84
18,238.0,238.0,238.0,Battery_1,discharge,3.0,37.4,7.48,233.1,238.9
19,238.0,238.0,238.0,Battery_1,discharge,3.0,29.1,5.82,233.1,238.9
20,238.0,238.0,0.0,Battery_1,hold,0.0,29.1,5.82,233.1,238.9
21,145.0,145.0,0.0,Battery_1,hold,0.0,29.1,5.82,140.1,145.9
22,189.0,189.0,0.0,Battery_1,hold,0.0,29.1,5.82,184.1,189.9
23,132.06,132.06,0.0,Battery_1,hold,0.0,29.1,5.82,127.16,132.96
24,126.0,126.0,126.0,Battery_1,charge,3.0,35.8,7.17,121.1,126.9
25,181.0,181.0,181.0,Battery_1,charge,3.0,42.6,8.52,176.1,181.9
26,189.0,189.0,189.0,Battery_1,charge,0.15,42.9,8.58,184.1,189.9
27,239.0,239.0,0.0,Battery_1,hold,0.0,42.9,8.58,234.1,239.9
28,189.0,189.0,0.0,Battery_1,hold,0.0,42.9,8.58,184.1,189.9
29,126.0,126.0,126.0,Battery_1,charge,3.0,49.7,9.93,121.1,126.9
30,137.46,137.46,137.46,Battery_1,charge,3.0,56.4,11.28,132.56,138.36
31,126.0,126.0,126.0,Battery_1,charge,3.0,63.2,12.63,121.1,126.9
32,125.4,125.4,125.4,Battery_1,charge,3.0,69.9,13.98,120.5,126.30000000000001
33,119.0,119.0,119.0,Battery_1,charge,3.0,76.7,15.33,114.1,119.9
34,126.0,126.0,0.0,Battery_1,hold,0.0,76.7,15.33,121.1,126.9
35,139.6,139.6,139.6,Battery_1,discharge,3.0,68.3,13.67,134.7,140.5
36,141.89,141.89,141.89,Battery_1,discharge,3.0,60.0,12.0,136.98999999999998,142.79
37,176.75,176.75,176.75,Battery_1,discharge,3.0,51.7,10.33,171.85,177.65
38,235.0,235.0,235.0,Battery_1,discharge,3.0,43.3,8.67,230.1,235.9
39,155.72,155.72,155.72,Battery_1,discharge,3.0,35.0,7.0,150.82,156.62
40,154.8,154.8,154.8,Battery_1,discharge,3.0,26.7,5.33,149.9,155.70000000000002
