settlement_period,ssp,sbp,price_used,asset,action,power_mw,soc,energy_mwh
1,11.11,11.11,11.11,Battery_1,charge,3.0,16.8,3.35
2,12.37,12.37,12.37,Battery_1,charge,0.7,18.3,3.67
3,52.0,52.0,52.0,Battery_1,discharge,3.0,10.0,2.0
4,-4.73,-4.73,-4.73,Battery_1,charge,3.0,16.8,3.35
5,-6.22,-6.22,-6.22,Battery_1,charge,3.0,23.5,4.7
6,-8.59,-8.59,-8.59,Battery_1,charge,3.0,30.2,6.05
7,-26.68,-26.68,-26.68,Battery_1,charge,3.0,37.0,7.4
8,-9.56,-9.56,-9.56,Battery_1,charge,3.0,43.8,8.75
9,-8.56,-8.56,-8.56,Battery_1,charge,3.0,50.5,10.1
10,-5.56,-5.56,-5.56,Battery_1,charge,3.0,57.2,11.45
11,2.12,2.12,2.12,Battery_1,discharge,3.0,48.9,9.78
12,-2.66,-2.66,-2.66,Battery_1,discharge,3.0,40.6,8.12
13,8.81,8.81,8.81,Battery_1,discharge,3.0,32.2,6.45
14,10.2,10.2,10.2,Battery_1,discharge,3.0,23.9,4.78
15,10.93,10.93,10.93,Battery_1,discharge,3.0,15.6,3.12
16,-2.73,-2.73,-2.73,Battery_1,charge,1.22,10.0,2.0
17,-28.66,-28.66,-28.66,Battery_1,charge,3.0,16.8,3.35
18,-43.79,-43.79,-43.79,Battery_1,charge,3.0,23.5,4.7
19,-43.79,-43.79,-43.79,Battery_1,charge,3.0,30.2,6.05
20,-70.0,-70.0,-70.0,Battery_1,charge,3.0,37.0,7.4
21,-43.79,-43.79,-43.79,Battery_1,charge,3.0,43.8,8.75
22,-43.86,-43.86,-43.86,Battery_1,charge,3.0,50.5,10.1
23,-43.79,-43.79,-43.79,Battery_1,charge,3.0,57.2,11.45
24,-46.31,-46.31,-46.31,Battery_1,charge,3.0,64.0,12.8
25,-30.0,-30.0,-30.0,Battery_1,charge,3.0,70.8,14.15
26,-13.87,-13.87,-13.87,Battery_1,charge,0.26,63.0,12.6
27,-43.79,-43.79,-43.79,Battery_1,charge,3.0,69.8,13.95
28,-29.01,-29.01,-29.01,Battery_1,charge,3.0,76.5,15.3
29,-95.0,-95.0,-95.0,Battery_1,charge,3.0,83.2,16.65
30,-54.7,-54.7,-54.7,Battery_1,charge,3.0,90.0,18.0
31,-10.5,-10.5,-10.5,Battery_1,charge,3.0,90.0,18.0
32,-0.46,-0.46,-0.46,Battery_1,charge,3.0,90.0,18.0
33,-0.46,-0.46,-0.46,Battery_1,charge,3.0,90.0,18.0
34,35.0,35.0,0.0,Battery_1,hold,0.0,90.0,18.0
35,50.0,50.0,0.0,Battery_1,hold,0.0,90.0,18.0
36,70.1,70.1,70.1,Battery_1,discharge,1.8,85.0,17.0
37,70.1,70.1,70.1,Battery_1,discharge,3.0,76.7,15.33
38,70.1,70.1,70.1,Battery_1,discharge,3.0,68.3,13.67
39,119.5,119.5,119.5,Battery_1,discharge,3.0,60.0,12.0
40,119.5,119.5,119.5,Battery_1,discharge,3.0,51.7,10.33
41,119.5,119.5,119.5,Battery_1,discharge,3.0,43.3,8.67
42,75.79,75.79,75.79,Battery_1,discharge,3.0,35.0,7.0
43,119.5,119.5,119.5,Battery_1,discharge,3.0,26.7,5.33
44,70.1,70.1,70.1,Battery_1,discharge,3.0,18.3,3.67
45,70.0,70.0,0.0,Battery_1,hold,0.0,18.3,3.67
46,70.21,70.21,70.21,Battery_1,discharge,3.0,10.0,2.0
1,11.11,11.11,11.11,Battery_2,charge,7.5,13.4,13.38
2,12.37,12.37,12.37,Battery_2,charge,1.76,14.2,14.17
3,52.0,52.0,52.0,Battery_2,discharge,7.5,10.0,10.0
4,-4.73,-4.73,-4.73,Battery_2,charge,7.5,13.4,13.38
5,-6.22,-6.22,-6.22,Battery_2,charge,7.5,16.8,16.75
6,-8.59,-8.59,-8.59,Battery_2,charge,7.5,20.1,20.12
7,-26.68,-26.68,-26.68,Battery_2,charge,7.5,23.5,23.5
8,-9.56,-9.56,-9.56,Battery_2,charge,7.5,26.9,26.88
9,-8.56,-8.56,-8.56,Battery_2,charge,7.5,30.2,30.25
10,-5.56,-5.56,-5.56,Battery_2,charge,7.5,33.6,33.62
11,2.12,2.12,2.12,Battery_2,discharge,7.5,29.5,29.46
12,-2.66,-2.66,-2.66,Battery_2,charge,7.5,32.8,32.83
13,8.81,8.81,8.81,Battery_2,discharge,7.5,28.7,28.67
14,10.2,10.2,10.2,Battery_2,discharge,7.5,24.5,24.5
15,10.93,10.93,10.93,Battery_2,discharge,7.5,20.3,20.33
16,-2.73,-2.73,-2.73,Battery_2,charge,7.5,23.7,23.71
17,-28.66,-28.66,-28.66,Battery_2,charge,7.5,27.1,27.08
18,-43.79,-43.79,-43.79,Battery_2,charge,7.5,30.5,30.46
19,-43.79,-43.79,-43.79,Battery_2,charge,7.5,33.8,33.83
20,-70.0,-70.0,-70.0,Battery_2,charge,7.5,37.2,37.21
21,-43.79,-43.79,-43.79,Battery_2,charge,7.5,40.6,40.58
22,-43.86,-43.86,-43.86,Battery_2,charge,7.5,44.0,43.96
23,-43.79,-43.79,-43.79,Battery_2,charge,7.5,47.3,47.33
24,-46.31,-46.31,-46.31,Battery_2,charge,7.5,50.7,50.71
25,-30.0,-30.0,-30.0,Battery_2,charge,7.5,54.1,54.08
26,-13.87,-13.87,-13.87,Battery_2,charge,7.5,57.5,57.46
27,-43.79,-43.79,-43.79,Battery_2,charge,7.5,60.8,60.83
28,-29.01,-29.01,-29.01,Battery_2,charge,7.5,64.2,64.21
29,-95.0,-95.0,-95.0,Battery_2,charge,7.5,67.6,67.58
30,-54.7,-54.7,-54.7,Battery_2,charge,7.5,71.0,70.96
31,-10.5,-10.5,-10.5,Battery_2,charge,7.5,74.3,74.33
32,-0.46,-0.46,-0.46,Battery_2,charge,7.5,77.7,77.71
33,-0.46,-0.46,-0.46,Battery_2,charge,7.5,81.1,81.08
34,35.0,35.0,35.0,Battery_2,discharge,7.5,76.9,76.92
