settlement_period,ssp,sbp,price_used,asset,action,power_mw,soc,energy_mwh
1,129.08,129.08,0.0,Battery_1,hold,0.0,10.0,2.0
2,113.77,113.77,113.77,Battery_1,charge,3.0,16.8,3.35
3,127.06,127.06,0.0,Battery_1,hold,0.0,16.8,3.35
4,124.0,124.0,0.0,Battery_1,hold,0.0,16.8,3.35
5,111.91,111.91,111.91,Battery_1,charge,3.0,23.5,4.7
6,86.7,86.7,86.7,Battery_1,charge,3.0,30.2,6.05
7,116.0,116.0,116.0,Battery_1,charge,3.0,37.0,7.4
8,117.23,117.23,117.23,Battery_1,charge,3.0,43.8,8.75
9,93.02,93.02,93.02,Battery_1,charge,3.0,50.5,10.1
10,120.39,120.39,120.39,Battery_1,charge,3.0,57.2,11.45
11,137.58,137.58,0.0,Battery_1,hold,0.0,57.2,11.45
12,139.26,139.26,0.0,Battery_1,hold,0.0,57.2,11.45
13,154.95,154.95,154.95,Battery_1,discharge,3.0,48.9,9.78
14,181.0,181.0,181.0,Battery_1,discharge,3.0,40.6,8.12
15,143.98,143.98,0.0,Battery_1,hold,0.0,40.6,8.12
16,160.0,160.0,160.0,Battery_1,discharge,3.0,32.2,6.45
17,184.95,184.95,184.95,Battery_1,discharge,3.0,23.9,4.78
18,85.11,85.11,85.11,Battery_1,charge,3.0,30.7,6.13
19,62.04,62.04,62.04,Battery_1,charge,3.0,37.4,7.48
20,43.08,43.08,43.08,Battery_1,charge,3.0,44.2,8.83
21,155.75,155.75,155.75,Battery_1,discharge,3.0,35.8,7.17
22,156.0,156.0,156.0,Battery_1,discharge,3.0,27.5,5.5
23,156.0,156.0,156.0,Battery_1,discharge,3.0,19.2,3.83
24,149.0,149.0,0.0,Battery_1,hold,0.0,19.2,3.83
25,47.82,47.82,47.82,Battery_1,charge,3.0,25.9,5.18
26,61.0,61.0,61.0,Battery_1,charge,3.0,32.7,6.53
27,33.89,33.89,33.89,Battery_1,charge,3.0,39.4,7.88
28,16.0,16.0,16.0,Battery_1,charge,3.0,46.2,9.23
29,16.0,16.0,16.0,Battery_1,charge,3.0,52.9,10.58
30,16.0,16.0,16.0,Battery_1,charge,3.0,59.7,11.93
31,82.67,82.67,82.67,Battery_1,charge,3.0,66.4,13.28
32,149.0,149.0,0.0,Battery_1,hold,0.0,66.4,13.28
33,149.0,149.0,149.0,Battery_1,discharge,0.03,66.3,13.27
34,191.0,191.0,191.0,Battery_1,discharge,3.0,58.0,11.6
35,90.55,90.55,90.55,Battery_1,charge,3.0,64.8,12.95
36,98.0,98.0,98.0,Battery_1,charge,3.0,71.5,14.3
37,117.05,117.05,117.05,Battery_1,charge,3.0,78.2,15.65
38,118.96,118.96,118.96,Battery_1,charge,3.0,85.0,17.0
39,130.0,130.0,0.0,Battery_1,hold,0.0,85.0,17.0
40,195.0,195.0,195.0,Battery_1,discharge,3.0,76.7,15.33
41,194.95,194.95,194.95,Battery_1,discharge,3.0,68.3,13.67
42,178.31,178.31,178.31,Battery_1,discharge,3.0,60.0,12.0
43,195.0,195.0,195.0,Battery_1,discharge,3.0,51.7,10.33
44,189.0,189.0,189.0,Battery_1,discharge,3.0,43.3,8.67
45,189.0,189.0,189.0,Battery_1,discharge,3.0,35.0,7.0
46,189.0,189.0,189.0,Battery_1,discharge,3.0,26.7,5.33
