settlement_period,ssp,sbp,price_used,asset,action,power_mw,soc,energy_mwh,ssp_settle,sbp_settle
1,-3.26,-3.26,-3.26,Battery_1,charge,3.0,16.8,3.35,-8.16,-2.36
2,-2.04,-2.04,-2.04,Battery_1,charge,3.0,23.5,4.7,-6.94,-1.1400000000000001
3,-0.36,-0.36,-0.36,Battery_1,charge,3.0,30.2,6.05,-5.260000000000001,0.54
4,-2.24,-2.24,-2.24,Battery_1,charge,3.0,37.0,7.4,-7.140000000000001,-1.3400000000000003
5,-0.25,-0.25,-0.25,Battery_1,charge,3.0,43.8,8.75,-5.15,0.65
6,-0.2,-0.2,-0.2,Battery_1,charge,3.0,50.5,10.1,-5.1000000000000005,0.7
7,1.14,1.14,1.14,Battery_1,charge,3.0,57.2,11.45,-3.7600000000000007,2.04
8,2.56,2.56,0.0,Battery_1,hold,0.0,57.2,11.45,-2.3400000000000003,3.46
9,1.06,1.06,1.06,Battery_1,charge,3.0,64.0,12.8,-3.8400000000000003,1.96
10,-13.62,-13.62,-13.62,Battery_1,charge,3.0,70.8,14.15,-18.52,-12.719999999999999
11,2.18,2.18,0.0,Battery_1,hold,0.0,70.8,14.15,-2.72,3.08
12,3.91,3.91,0.0,Battery_1,hold,0.0,70.8,14.15,-0.9900000000000002,4.8100000000000005
13,6.78,6.78,0.0,Battery_1,hold,0.0,70.8,14.15,1.88,7.680000000000001
14,-6.48,-6.48,-6.48,Battery_1,charge,3.0,77.5,15.5,-11.38,-5.58
15,11.09,11.09,11.09,Battery_1,discharge,3.0,69.2,13.83,6.1899999999999995,11.99
16,14.49,14.49,14.49,Battery_1,discharge,3.0,60.8,12.17,9.59,15.39
17,10.95,10.95,10.95,Battery_1,discharge,3.0,52.5,10.5,6.049999999999999,11.85
18,12.51,12.51,12.51,Battery_1,discharge,3.0,44.2,8.83,7.609999999999999,13.41
19,8.61,8.61,8.61,Battery_1,discharge,2.94,36.0,7.2,3.709999999999999,9.51
20,5.96,5.96,0.0,Battery_1,hold,0.0,36.0,7.2,1.0599999999999996,6.86
21,5.52,5.52,0.0,Battery_1,hold,0.0,36.0,7.2,0.6199999999999992,6.42
22,4.17,4.17,0.0,Battery_1,hold,0.0,36.0,7.2,-0.7300000000000004,5.07
23,2.99,2.99,0.0,Battery_1,hold,0.0,36.0,7.2,-1.9100000000000001,3.89
24,0.75,0.75,0.75,Battery_1,charge,3.0,42.8,8.55,-4.15,1.65
25,1.53,1.53,1.53,Battery_1,charge,3.0,49.5,9.9,-3.37,2.43
26,-13.62,-13.62,-13.62,Battery_1,charge,3.0,56.2,11.25,-18.52,-12.719999999999999
27,-14.3,-14.3,-14.3,Battery_1,charge,3.0,63.0,12.6,-19.200000000000003,-13.4
28,-2.19,-2.19,-2.19,Battery_1,charge,3.0,69.8,13.95,-7.09,-1.29
29,-1.47,-1.47,-1.47,Battery_1,charge,3.0,76.5,15.3,-6.37,-0.57
30,-12.62,-12.62,-12.62,Battery_1,charge,3.0,83.2,16.65,-17.52,-11.719999999999999
31,2.05,2.05,2.05,Battery_1,charge,3.0,90.0,18.0,-2.8500000000000005,2.9499999999999997
32,60.0,60.0,60.0,Battery_1,discharge,3.0,81.7,16.33,55.1,60.9
33,-13.62,-13.62,-13.62,Battery_1,charge,3.0,88.4,17.68,-18.52,-12.719999999999999
34,49.7,49.7,49.7,Battery_1,discharge,3.0,80.1,16.02,44.800000000000004,50.6
35,62.62,62.62,62.62,Battery_1,discharge,3.0,71.8,14.35,57.72,63.519999999999996
36,51.58,51.58,51.58,Battery_1,discharge,3.0,63.4,12.68,46.68,52.48
37,127.19,127.19,127.19,Battery_1,discharge,3.0,55.1,11.02,122.28999999999999,128.09
38,168.0,168.0,168.0,Battery_1,discharge,3.0,46.8,9.35,163.1,168.9
39,120.24,120.24,120.24,Battery_1,discharge,3.0,38.4,7.68,115.33999999999999,121.14
40,118.35,118.35,118.35,Battery_1,discharge,3.0,30.1,6.02,113.44999999999999,119.25
41,21.85,21.85,21.85,Battery_1,charge,3.0,36.8,7.37,16.950000000000003,22.75
42,84.28,84.28,84.28,Battery_1,discharge,3.0,28.5,5.7,79.38,85.18
43,85.84,85.84,85.84,Battery_1,discharge,3.0,20.2,4.03,80.94,86.74000000000001
44,81.7,81.7,81.7,Battery_1,discharge,3.0,11.8,2.37,76.8,82.60000000000001
45,35.5,35.5,35.5,Battery_1,discharge,0.66,10.0,2.0,30.6,36.4
46,-6.36,-6.36,-6.36,Battery_1,charge,3.0,16.8,3.35,-11.260000000000002,-5.46
47,-5.07,-5.07,-5.07,Battery_1,charge,3.0,23.5,4.7,-9.97,-4.17
48,7.12,7.12,7.12,Battery_1,discharge,3.0,15.2,3.03,2.2199999999999998,8.02
1,-3.26,-3.26,-3.26,Battery_2,charge,7.5,13.4,13.38,-8.16,-2.36
2,-2.04,-2.04,-2.04,Battery_2,charge,7.5,16.8,16.75,-6.94,-1.1400000000000001
3,-0.36,-0.36,-0.36,Battery_2,charge,7.5,20.1,20.12,-5.260000000000001,0.54
4,-2.24,-2.24,-2.24,Battery_2,charge,7.5,23.5,23.5,-7.140000000000001,-1.3400000000000003
5,-0.25,-0.25,-0.25,Battery_2,charge,7.5,26.9,26.88,-5.15,0.65
6,-0.2,-0.2,-0.2,Battery_2,charge,7.5,30.2,30.25,-5.1000000000000005,0.7
7,1.14,1.14,1.14,Battery_2,charge,7.5,33.6,33.62,-3.7600000000000007,2.04
8,2.56,2.56,2.56,Battery_2,charge,7.41,37.0,36.96,-2.3400000000000003,3.46
9,1.06,1.06,1.06,Battery_2,charge,7.5,40.3,40.33,-3.8400000000000003,1.96
10,-13.62,-13.62,-13.62,Battery_2,charge,7.5,43.7,43.71,-18.52,-12.719999999999999
11,2.18,2.18,2.18,Battery_2,charge,7.5,47.1,47.08,-2.72,3.08
12,3.91,3.91,0.0,Battery_2,hold,0.0,47.1,47.08,-0.9900000000000002,4.8100000000000005
13,6.78,6.78,0.0,Battery_2,hold,0.0,47.1,47.08,1.88,7.680000000000001
14,-6.48,-6.48,-6.48,Battery_2,charge,7.5,50.5,50.46,-11.38,-5.58
15,11.09,11.09,11.09,Battery_2,discharge,7.5,46.3,46.29,6.1899999999999995,11.99
16,14.49,14.49,14.49,Battery_2,discharge,7.5,42.1,42.12,9.59,15.39
17,10.95,10.95,10.95,Battery_2,discharge,7.5,38.0,37.96,6.049999999999999,11.85
18,12.51,12.51,12.51,Battery_2,discharge,7.5,33.8,33.79,7.609999999999999,13.41
19,8.61,8.61,0.0,Battery_2,hold,0.0,33.8,33.79,3.709999999999999,9.51
20,5.96,5.96,0.0,Battery_2,hold,0.0,33.8,33.79,1.0599999999999996,6.86
21,5.52,5.52,0.0,Battery_2,hold,0.0,33.8,33.79,0.6199999999999992,6.42
22,4.17,4.17,0.0,Battery_2,hold,0.0,33.8,33.79,-0.7300000000000004,5.07
23,2.99,2.99,0.0,Battery_2,hold,0.0,33.8,33.79,-1.9100000000000001,3.89
24,0.75,0.75,0.75,Battery_2,charge,7.5,37.2,37.17,-4.15,1.65
25,1.53,1.53,1.53,Battery_2,charge,7.5,40.5,40.54,-3.37,2.43
26,-13.62,-13.62,-13.62,Battery_2,charge,7.5,43.9,43.92,-18.52,-12.719999999999999
27,-14.3,-14.3,-14.3,Battery_2,charge,7.5,47.3,47.29,-19.200000000000003,-13.4
28,-2.19,-2.19,-2.19,Battery_2,charge,7.5,50.7,50.67,-7.09,-1.29
29,-1.47,-1.47,-1.47,Battery_2,charge,7.5,54.0,54.04,-6.37,-0.57
30,-12.62,-12.62,-12.62,Battery_2,charge,7.5,57.4,57.42,-17.52,-11.719999999999999
