settlement_period,ssp,sbp,price_used,asset,action,power_mw,soc,energy_mwh
1,149.08,149.08,0.0,Battery_1,hold,0.0,10.0,2.0
2,135.16,135.16,0.0,Battery_1,hold,0.0,10.0,2.0
3,155.75,155.75,0.0,Battery_1,hold,0.0,10.0,2.0
4,114.66,114.66,0.0,Battery_1,hold,0.0,10.0,2.0
5,95.72,95.72,95.72,Battery_1,charge,3.0,16.8,3.35
6,95.73,95.73,95.73,Battery_1,charge,3.0,23.5,4.7
7,133.56,133.56,133.56,Battery_1,discharge,3.0,15.2,3.03
8,67.12,67.12,67.12,Battery_1,charge,3.0,21.9,4.38
9,129.6,129.6,129.6,Battery_1,discharge,1.29,18.3,3.67
10,128.61,128.61,0.0,Battery_1,hold,0.0,18.3,3.67
11,128.98,128.98,0.0,Battery_1,hold,0.0,18.3,3.67
12,130.0,130.0,130.0,Battery_1,discharge,3.0,10.0,2.0
13,127.97,127.97,0.0,Battery_1,hold,0.0,10.0,2.0
14,92.22,92.22,92.22,Battery_1,charge,3.0,16.8,3.35
15,90.88,90.88,90.88,Battery_1,charge,3.0,23.5,4.7
16,175.0,175.0,175.0,Battery_1,discharge,3.0,15.2,3.03
17,120.0,120.0,0.0,Battery_1,hold,0.0,15.2,3.03
18,125.3,125.3,125.3,Battery_1,discharge,1.86,10.0,2.0
19,79.2,79.2,79.2,Battery_1,charge,3.0,16.8,3.35
20,79.3,79.3,79.3,Battery_1,charge,3.0,23.5,4.7
21,79.3,79.3,79.3,Battery_1,charge,3.0,30.2,6.05
22,79.36,79.36,79.36,Battery_1,charge,2.56,36.0,7.2
23,78.55,78.55,78.55,Battery_1,charge,3.0,42.8,8.55
24,74.6,74.6,74.6,Battery_1,charge,3.0,49.5,9.9
25,79.99,79.99,0.0,Battery_1,hold,0.0,49.5,9.9
26,75.9,75.9,75.9,Battery_1,charge,3.0,56.2,11.25
27,76.49,76.49,76.49,Battery_1,charge,3.0,63.0,12.6
28,76.0,76.0,76.0,Battery_1,charge,3.0,69.8,13.95
29,76.0,76.0,76.0,Battery_1,charge,3.0,76.5,15.3
30,74.93,74.93,74.93,Battery_1,charge,3.0,83.2,16.65
31,78.1,78.1,78.1,Battery_1,charge,3.0,90.0,18.0
32,79.4,79.4,0.0,Battery_1,hold,0.0,90.0,18.0
33,79.4,79.4,0.0,Battery_1,hold,0.0,90.0,18.0
34,81.0,81.0,0.0,Battery_1,hold,0.0,90.0,18.0
35,89.0,89.0,0.0,Battery_1,hold,0.0,90.0,18.0
36,82.4,82.4,0.0,Battery_1,hold,0.0,90.0,18.0
