settlement_period,price,asset,action,power_mw,soc,energy_mwh
1,123.22,Battery_1,discharge,2.4,43.3,8.67
2,125.25,Battery_1,discharge,4.0,32.2,6.44
3,124.81,Battery_1,discharge,4.0,21.1,4.22
4,119.72,Battery_1,hold,0.0,21.1,4.22
5,119.02,Battery_1,hold,0.0,21.1,4.22
6,113.42,Battery_1,hold,0.0,21.1,4.22
7,110.93,Battery_1,hold,0.0,21.1,4.22
8,108.52,Battery_1,hold,0.0,21.1,4.22
9,112.65,Battery_1,hold,0.0,21.1,4.22
10,109.48,Battery_1,hold,0.0,21.1,4.22
11,120.13,Battery_1,hold,0.0,21.1,4.22
12,120.78,Battery_1,hold,0.0,21.1,4.22
13,117.26,Battery_1,hold,0.0,21.1,4.22
14,124.8,Battery_1,discharge,4.0,10.0,2.0
15,99.63,Battery_1,hold,0.0,10.0,2.0
16,100.56,Battery_1,hold,0.0,10.0,2.0
17,93.22,Battery_1,hold,0.0,10.0,2.0
18,97.77,Battery_1,hold,0.0,10.0,2.0
19,89.95,Battery_1,hold,0.0,10.0,2.0
20,96.65,Battery_1,hold,0.0,10.0,2.0
21,87.68,Battery_1,charge,4.0,19.0,3.8
22,87.18,Battery_1,charge,4.0,28.0,5.6
23,83.58,Battery_1,charge,4.0,37.0,7.4
24,90.38,Battery_1,hold,0.0,37.0,7.4
25,86.09,Battery_1,charge,4.0,46.0,9.2
26,88.67,Battery_1,charge,4.0,55.0,11.0
27,85.55,Battery_1,charge,4.0,64.0,12.8
28,89.28,Battery_1,charge,1.63,67.7,13.53
29,93.45,Battery_1,hold,0.0,67.7,13.53
30,87.02,Battery_1,charge,4.0,76.7,15.33
31,100.02,Battery_1,hold,0.0,76.7,15.33
32,94.1,Battery_1,hold,0.0,76.7,15.33
33,99.4,Battery_1,hold,0.0,76.7,15.33
34,95.38,Battery_1,hold,0.0,76.7,15.33
35,95.23,Battery_1,hold,0.0,76.7,15.33
36,99.5,Battery_1,hold,0.0,76.7,15.33
37,122.12,Battery_1,discharge,4.0,65.6,13.11
38,115.52,Battery_1,discharge,4.0,54.4,10.89
39,122.26,Battery_1,discharge,4.0,43.3,8.67
40,115.25,Battery_1,discharge,4.0,32.2,6.44
41,119.37,Battery_1,discharge,4.0,21.1,4.22
