settlement_period,ssp,sbp,price_used,asset,action,power_mw,soc,energy_mwh,ssp_settle,sbp_settle
16,203.99,203.99,203.99,Battery_2,discharge,7.5,18.3,18.33,199.09,204.89000000000001
17,217.0,217.0,217.0,Battery_2,discharge,7.5,14.2,14.17,212.1,217.9
18,217.0,217.0,217.0,Battery_2,discharge,7.5,10.0,10.0,212.1,217.9
19,56.97,56.97,56.97,Battery_2,charge,7.5,13.4,13.38,52.07,57.87
20,50.0,50.0,50.0,Battery_2,charge,7.5,16.8,16.75,45.1,50.9
21,31.91,31.91,31.91,Battery_2,charge,7.5,20.1,20.12,27.009999999999998,32.81
22,26.0,26.0,26.0,Battery_2,charge,7.5,23.5,23.5,21.1,26.9
23,21.43,21.43,21.43,Battery_2,charge,7.5,26.9,26.88,16.53,22.33
24,31.19,31.19,31.19,Battery_2,charge,7.5,30.2,30.25,26.29,32.09
25,108.49,108.49,108.49,Battery_2,charge,7.5,33.6,33.62,103.58999999999999,109.39
26,206.5,206.5,206.5,Battery_2,discharge,7.5,29.5,29.46,201.6,207.4
27,38.52,38.52,38.52,Battery_2,charge,7.5,32.8,32.83,33.620000000000005,39.42
28,29.03,29.03,29.03,Battery_2,charge,7.5,36.2,36.21,24.130000000000003,29.93
29,85.0,85.0,85.0,Battery_2,charge,7.5,39.6,39.58,80.1,85.9
30,85.0,85.0,85.0,Battery_2,charge,7.5,43.0,42.96,80.1,85.9
31,207.95,207.95,207.95,Battery_2,discharge,7.5,38.8,38.79,203.04999999999998,208.85
32,206.5,206.5,206.5,Battery_2,discharge,7.5,34.6,34.62,201.6,207.4
33,206.5,206.5,206.5,Battery_2,discharge,7.5,30.5,30.46,201.6,207.4
34,137.11,137.11,137.11,Battery_2,charge,7.5,33.8,33.83,132.21,138.01000000000002
35,209.0,209.0,209.0,Battery_2,discharge,7.5,29.7,29.67,204.1,209.9
36,268.1,268.1,268.1,Battery_2,discharge,7.5,25.5,25.5,263.20000000000005,269.0
37,270.0,270.0,270.0,Battery_2,discharge,7.5,21.3,21.33,265.1,270.9
38,160.38,160.38,0.0,Battery_2,hold,0.0,21.3,21.33,155.48,161.28
39,170.0,170.0,0.0,Battery_2,hold,0.0,21.3,21.33,165.1,170.9
40,255.73,255.73,255.73,Battery_2,discharge,7.5,17.2,17.17,250.82999999999998,256.63
41,229.11,229.11,229.11,Battery_2,discharge,7.5,13.0,13.0,224.21,230.01000000000002
42,196.26,196.26,196.26,Battery_2,discharge,5.4,10.0,10.0,191.35999999999999,197.16
43,132.51,132.51,0.0,Battery_2,hold,0.0,10.0,10.0,127.60999999999999,133.41
44,132.51,132.51,0.0,Battery_2,hold,0.0,10.0,10.0,127.60999999999999,133.41
45,132.55,132.55,0.0,Battery_2,hold,0.0,10.0,10.0,127.65,133.45000000000002
46,53.85,53.85,53.85,Battery_2,charge,1.76,10.8,10.79,48.95,54.75
47,45.54,45.54,45.54,Battery_2,charge,7.5,14.2,14.17,40.64,46.44
48,100.0,100.0,100.0,Battery_2,discharge,7.5,10.0,10.0,95.1,100.9
1,218.25,218.25,0.0,Battery_3,hold,0.0,10.0,20.0,213.35,219.15
2,217.75,217.75,0.0,Battery_3,hold,0.0,10.0,20.0,212.85,218.65
3,145.27,145.27,145.27,Battery_3,charge,15.0,13.4,26.75,140.37,146.17000000000002
4,214.0,214.0,0.0,Battery_3,hold,0.0,13.4,26.75,209.1,214.9
5,217.5,217.5,217.5,Battery_3,discharge,12.15,10.0,20.0,212.6,218.4
6,137.0,137.0,137.0,Battery_3,charge,15.0,13.4,26.75,132.1,137.9
7,217.0,217.0,217.0,Battery_3,discharge,12.15,10.0,20.0,212.1,217.9
8,143.38,143.38,143.38,Battery_3,charge,15.0,13.4,26.75,138.48,144.28
9,138.61,138.61,138.61,Battery_3,charge,15.0,16.8,33.5,133.71,139.51000000000002
10,137.0,137.0,137.0,Battery_3,charge,15.0,20.1,40.25,132.1,137.9
11,125.7,125.7,125.7,Battery_3,charge,15.0,23.5,47.0,120.8,126.60000000000001
12,136.24,136.24,136.24,Battery_3,charge,15.0,26.9,53.75,131.34,137.14000000000001
13,202.02,202.02,202.02,Battery_3,discharge,15.0,22.7,45.42,197.12,202.92000000000002
14,149.56,149.56,149.56,Battery_3,charge,15.0,26.1,52.17,144.66,150.46
15,201.15,201.15,201.15,Battery_3,discharge,12.9,22.5,45.0,196.25,202.05
16,203.99,203.99,203.99,Battery_3,discharge,15.0,18.3,36.67,199.09,204.89000000000001
17,217.0,217.0,217.0,Battery_3,discharge,15.0,14.2,28.33,212.1,217.9
18,217.0,217.0,217.0,Battery_3,discharge,15.0,10.0,20.0,212.1,217.9
19,56.97,56.97,56.97,Battery_3,charge,15.0,13.4,26.75,52.07,57.87
20,50.0,50.0,50.0,Battery_3,charge,15.0,16.8,33.5,45.1,50.9
21,31.91,31.91,31.91,Battery_3,charge,15.0,20.1,40.25,27.009999999999998,32.81
22,26.0,26.0,26.0,Battery_3,charge,15.0,23.5,47.0,21.1,26.9
23,21.43,21.43,21.43,Battery_3,charge,15.0,26.9,53.75,16.53,22.33
24,31.19,31.19,31.19,Battery_3,charge,15.0,30.2,60.5,26.29,32.09
25,108.49,108.49,108.49,Battery_3,charge,15.0,33.6,67.25,103.58999999999999,109.39
26,206.5,206.5,206.5,Battery_3,discharge,15.0,29.5,58.92,201.6,207.4
27,38.52,38.52,38.52,Battery_3,charge,15.0,32.8,65.67,33.620000000000005,39.42
28,29.03,29.03,29.03,Battery_3,charge,15.0,36.2,72.42,24.130000000000003,29.93
29,85.0,85.0,85.0,Battery_3,charge,15.0,39.6,79.17,80.1,85.9
30,85.0,85.0,85.0,Battery_3,charge,15.0,43.0,85.92,80.1,85.9
31,207.95,207.95,207.95,Battery_3,discharge,15.0,38.8,77.58,203.04999999999998,208.85
32,206.5,206.5,206.5,Battery_3,discharge,15.0,34.6,69.25,201.6,207.4
33,206.5,206.5,206.5,Battery_3,discharge,15.0,30.5,60.92,201.6,207.4
34,137.11,137.11,137.11,Battery_3,charge,15.0,33.8,67.67,132.21,138.01000000000002
35,209.0,209.0,209.0,Battery_3,discharge,15.0,29.7,59.33,204.1,209.9
36,268.1,268.1,268.1,Battery_3,discharge,15.0,25.5,51.0,263.20000000000005,269.0
37,270.0,270.0,270.0,Battery_3,discharge,15.0,21.3,42.67,265.1,270.9
38,160.38,160.38,0.0,Battery_3,hold,0.0,21.3,42.67,155.48,161.28
39,170.0,170.0,0.0,Battery_3,hold,0.0,21.3,42.67,165.1,170.9
40,255.73,255.73,255.73,Battery_3,discharge,15.0,17.2,34.33,250.82999999999998,256.63
41,229.11,229.11,229.11,Battery_3,discharge,15.0,13.0,26.0,224.21,230.01000000000002
42,196.26,196.26,196.26,Battery_3,discharge,10.8,10.0,20.0,191.35999999999999,197.16
43,132.51,132.51,0.0,Battery_3,hold,0.0,10.0,20.0,127.60999999999999,133.41
44,132.51,132.51,0.0,Battery_3,hold,0.0,10.0,20.0,127.60999999999999,133.41
45,132.55,132.55,0.0,Battery_3,hold,0.0,10.0,20.0,127.65,133.45000000000002
46,53.85,53.85,53.85,Battery_3,charge,3.52,10.8,21.58,48.95,54.75
47,45.54,45.54,45.54,Battery_3,charge,15.0,14.2,28.33,40.64,46.44
48,100.0,100.0,100.0,Battery_3,discharge,15.0,10.0,20.0,95.1,100.9
1,218.25,218.25,0.0,Battery_4,hold,0.0,10.0,8.0,213.35,219.15
2,217.75,217.75,0.0,Battery_4,hold,0.0,10.0,8.0,212.85,218.65
3,145.27,145.27,145.27,Battery_4,charge,6.0,13.4,10.7,140.37,146.17000000000002
4,214.0,214.0,0.0,Battery_4,hold,0.0,13.4,10.7,209.1,214.9
5,217.5,217.5,217.5,Battery_4,discharge,4.86,10.0,8.0,212.6,218.4
6,137.0,137.0,137.0,Battery_4,charge,6.0,13.4,10.7,132.1,137.9
7,217.0,217.0,217.0,Battery_4,discharge,4.86,10.0,8.0,212.1,217.9
8,143.38,143.38,143.38,Battery_4,charge,6.0,13.4,10.7,138.48,144.28
9,138.61,138.61,138.61,Battery_4,charge,6.0,16.8,13.4,133.71,139.51000000000002
10,137.0,137.0,137.0,Battery_4,charge,6.0,20.1,16.1,132.1,137.9
11,125.7,125.7,125.7,Battery_4,charge,6.0,23.5,18.8,120.8,126.60000000000001
12,136.24,136.24,136.24,Battery_4,charge,6.0,26.9,21.5,131.34,137.14000000000001
13,202.02,202.02,202.02,Battery_4,discharge,6.0,22.7,18.17,197.12,202.92000000000002
14,149.56,149.56,149.56,Battery_4,charge,6.0,26.1,20.87,144.66,150.46
15,201.15,201.15,201.15,Battery_4,discharge,5.16,22.5,18.0,196.25,202.05
16,203.99,203.99,203.99,Battery_4,discharge,6.0,18.3,14.67,199.09,204.89000000000001
17,217.0,217.0,217.0,Battery_4,discharge,6.0,14.2,11.33,212.1,217.9
18,217.0,217.0,217.0,Battery_4,discharge,6.0,10.0,8.0,212.1,217.9
19,56.97,56.97,56.97,Battery_4,charge,6.0,13.4,10.7,52.07,57.87
20,50.0,50.0,50.0,Battery_4,charge,6.0,16.8,13.4,45.1,50.9
21,31.91,31.91,31.91,Battery_4,charge,6.0,20.1,16.1,27.009999999999998,32.81
22,26.0,26.0,26.0,Battery_4,charge,6.0,23.5,18.8,21.1,26.9
23,21.43,21.43,21.43,Battery_4,charge,6.0,26.9,21.5,16.53,22.33
24,31.19,31.19,31.19,Battery_4,charge,6.0,30.2,24.2,26.29,32.09
25,108.49,108.49,108.49,Battery_4,charge,6.0,33.6,26.9,103.58999999999999,109.39
26,206.5,206.5,206.5,Battery_4,discharge,6.0,29.5,23.57,201.6,207.4
27,38.52,38.52,38.52,Battery_4,charge,6.0,32.8,26.27,33.620000000000005,39.42
28,29.03,29.03,29.03,Battery_4,charge,6.0,36.2,28.97,24.130000000000003,29.93
29,85.0,85.0,85.0,Battery_4,charge,6.0,39.6,31.67,80.1,85.9
30,85.0,85.0,85.0,Battery_4,charge,6.0,43.0,34.37,80.1,85.9
31,207.95,207.95,207.95,Battery_4,discharge,6.0,38.8,31.03,203.04999999999998,208.85
32,206.5,206.5,206.5,Battery_4,discharge,6.0,34.6,27.7,201.6,207.4
33,206.5,206.5,206.5,Battery_4,discharge,6.0,30.5,24.37,201.6,207.4
34,137.11,137.11,137.11,Battery_4,charge,6.0,33.8,27.07,132.21,138.01000000000002
35,209.0,209.0,209.0,Battery_4,discharge,6.0,29.7,23.73,204.1,209.9
36,268.1,268.1,268.1,Battery_4,discharge,6.0,25.5,20.4,263.20000000000005,269.0
37,270.0,270.0,270.0,Battery_4,discharge,6.0,21.3,17.07,265.1,270.9
38,160.38,160.38,0.0,Battery_4,hold,0.0,21.3,17.07,155.48,161.28
39,170.0,170.0,0.0,Battery_4,hold,0.0,21.3,17.07,165.1,170.9
40,255.73,255.73,255.73,Battery_4,discharge,6.0,17.2,13.73,250.82999999999998,256.63
41,229.11,229.11,229.11,Battery_4,discharge,6.0,13.0,10.4,224.21,230.01000000000002
42,196.26,196.26,196.26,Battery_4,discharge,4.32,10.0,8.0,191.35999999999999,197.16
43,132.51,132.51,0.0,Battery_4,hold,0.0,10.0,8.0,127.60999999999999,133.41
44,132.51,132.51,0.0,Battery_4,hold,0.0,10.0,8.0,127.60999999999999,133.41
45,132.55,132.55,0.0,Battery_4,hold,0.0,10.0,8.0,127.65,133.45000000000002
46,53.85,53.85,53.85,Battery_4,charge,1.41,10.8,8.63,48.95,54.75
47,45.54,45.54,45.54,Battery_4,charge,6.0,14.2,11.33,40.64,46.44
48,100.0,100.0,100.0,Battery_4,discharge,6.0,10.0,8.0,95.1,100.9
1,218.25,218.25,0.0,Battery_5,hold,0.0,10.0,16.0,213.35,219.15
2,217.75,217.75,0.0,Battery_5,hold,0.0,10.0,16.0,212.85,218.65
3,145.27,145.27,145.27,Battery_5,charge,12.0,13.4,21.4,140.37,146.17000000000002
4,214.0,214.0,0.0,Battery_5,hold,0.0,13.4,21.4,209.1,214.9
5,217.5,217.5,217.5,Battery_5,discharge,9.72,10.0,16.0,212.6,218.4
6,137.0,137.0,137.0,Battery_5,charge,12.0,13.4,21.4,132.1,137.9
7,217.0,217.0,217.0,Battery_5,discharge,9.72,10.0,16.0,212.1,217.9
8,143.38,143.38,143.38,Battery_5,charge,12.0,13.4,21.4,138.48,144.28
9,138.61,138.61,138.61,Battery_5,charge,12.0,16.8,26.8,133.71,139.51000000000002
10,137.0,137.0,137.0,Battery_5,charge,12.0,20.1,32.2,132.1,137.9
11,125.7,125.7,125.7,Battery_5,charge,12.0,23.5,37.6,120.8,126.60000000000001
12,136.24,136.24,136.24,Battery_5,charge,12.0,26.9,43.0,131.34,137.14000000000001
13,202.02,202.02,202.02,Battery_5,discharge,12.0,22.7,36.33,197.12,202.92000000000002
14,149.56,149.56,149.56,Battery_5,charge,12.0,26.1,41.73,144.66,150.46
15,201.15,201.15,201.15,Battery_5,discharge,10.32,22.5,36.0,196.25,202.05
16,203.99,203.99,203.99,Battery_5,discharge,12.0,18.3,29.33,199.09,204.89000000000001
17,217.0,217.0,217.0,Battery_5,discharge,12.0,14.2,22.67,212.1,217.9
18,217.0,217.0,217.0,Battery_5,discharge,12.0,10.0,16.0,212.1,217.9
19,56.97,56.97,56.97,Battery_5,charge,12.0,13.4,21.4,52.07,57.87
20,50.0,50.0,50.0,Battery_5,charge,12.0,16.8,26.8,45.1,50.9
21,31.91,31.91,31.91,Battery_5,charge,12.0,20.1,32.2,27.009999999999998,32.81
22,26.0,26.0,26.0,Battery_5,charge,12.0,23.5,37.6,21.1,26.9
23,21.43,21.43,21.43,Battery_5,charge,12.0,26.9,43.0,16.53,22.33
24,31.19,31.19,31.19,Battery_5,charge,12.0,30.2,48.4,26.29,32.09
25,108.49,108.49,108.49,Battery_5,charge,12.0,33.6,53.8,103.58999999999999,109.39
26,206.5,206.5,206.5,Battery_5,discharge,12.0,29.5,47.13,201.6,207.4
27,38.52,38.52,38.52,Battery_5,charge,12.0,32.8,52.53,33.620000000000005,39.42
28,29.03,29.03,29.03,Battery_5,charge,12.0,36.2,57.93,24.130000000000003,29.93
29,85.0,85.0,85.0,Battery_5,charge,12.0,39.6,63.33,80.1,85.9
30,85.0,85.0,85.0,Battery_5,charge,12.0,43.0,68.73,80.1,85.9
31,207.95,207.95,207.95,Battery_5,discharge,12.0,38.8,62.07,203.04999999999998,208.85
32,206.5,206.5,206.5,Battery_5,discharge,12.0,34.6,55.4,201.6,207.4
33,206.5,206.5,206.5,Battery_5,discharge,12.0,30.5,48.73,201.6,207.4
34,137.11,137.11,137.11,Battery_5,charge,12.0,33.8,54.13,132.21,138.01000000000002
35,209.0,209.0,209.0,Battery_5,discharge,12.0,29.7,47.47,204.1,209.9
36,268.1,268.1,268.1,Battery_5,discharge,12.0,25.5,40.8,263.20000000000005,269.0
37,270.0,270.0,270.0,Battery_5,discharge,12.0,21.3,34.13,265.1,270.9
38,160.38,160.38,0.0,Battery_5,hold,0.0,21.3,34.13,155.48,161.28
39,170.0,170.0,0.0,Battery_5,hold,0.0,21.3,34.13,165.1,170.9
40,255.73,255.73,255.73,Battery_5,discharge,12.0,17.2,27.47,250.82999999999998,256.63
41,229.11,229.11,229.11,Battery_5,discharge,12.0,13.0,20.8,224.21,230.01000000000002
42,196.26,196.26,196.26,Battery_5,discharge,8.64,10.0,16.0,191.35999999999999,197.16
43,132.51,132.51,0.0,Battery_5,hold,0.0,10.0,16.0,127.60999999999999,133.41
44,132.51,132.51,0.0,Battery_5,hold,0.0,10.0,16.0,127.60999999999999,133.41
45,132.55,132.55,0.0,Battery_5,hold,0.0,10.0,16.0,127.65,133.45000000000002
46,53.85,53.85,53.85,Battery_5,charge,2.81,10.8,17.27,48.95,54.75
47,45.54,45.54,45.54,Battery_5,charge,12.0,14.2,22.67,40.64,46.44
48,100.0,100.0,100.0,Battery_5,discharge,12.0,10.0,16.0,95.1,100.9
