settlementDate,settlementPeriod,startTime,createdDateTime,systemSellPrice,systemBuyPrice,bsadDefaulted,priceDerivationCode,reserveScarcityPrice,netImbalanceVolume,sellPriceAdjustment,buyPriceAdjustment,replacementPrice,replacementPriceReferenceVolume,totalAcceptedOfferVolume,totalAcceptedBidVolume,totalAdjustmentSellVolume,totalAdjustmentBuyVolume,totalSystemTaggedAcceptedOfferVolume,totalSystemTaggedAcceptedBidVolume,totalSystemTaggedAdjustmentSellVolume,totalSystemTaggedAdjustmentBuyVolume
2024-08-19,1,2024-08-18T23:00:00Z,2024-08-19T23:44:19Z,98.0,98.0,False,P,0.0,13.333333333333334,0.0,0.0,,,458.0833333333333,-564.8916666666667,0.0,120.0,457.0833333333333,-564.8916666666667,,120.0
2024-08-19,2,2024-08-18T23:30:00Z,2024-08-20T00:14:26Z,72.33,72.33,False,P,0.0,213.925,0.0,0.0,72.33,0.0,430.0,-336.075,0.0,120.0,429.0,-336.075,,120.0
2024-08-19,3,2024-08-19T00:00:00Z,2024-08-20T00:44:27Z,75.0,75.0,False,P,0.0,352.3333333333333,0.0,0.0,75.0,0.0,430.0,-197.69166666666666,0.0,120.0,429.0,-197.69166666666666,,120.0
2024-08-19,4,2024-08-19T00:30:00Z,2024-08-20T01:14:26Z,77.41,77.41,False,P,0.0,185.83043643055555,0.0,0.0,77.41,0.0,430.03373031944443,-364.2612302361111,0.0,120.0,429.03373031944443,-364.2612302361111,,120.0
2024-08-19,5,2024-08-19T01:00:00Z,2024-08-20T01:44:23Z,96.0,96.0,False,P,0.0,121.64166666666667,0.0,0.0,96.0,1.0,430.00416666666666,-475.5708333333333,0.0,167.1,429.16888792915614,-475.5708333333333,,166.93527873751052
2024-08-19,6,2024-08-19T01:30:00Z,2024-08-20T02:14:38Z,98.0,98.0,False,P,0.0,18.866737222222223,0.0,0.0,,,479.8367958333333,-580.9586724801667,0.0,120.0,478.8367958333333,-580.9586724801667,,120.0
2024-08-19,7,2024-08-19T02:00:00Z,2024-08-20T02:44:25Z,87.89,87.89,False,P,0.0,2.6791666666666667,0.0,0.0,,,457.875,-394.29583333333335,-250.0,189.0,457.875,-394.29583333333335,-250.0,188.0
2024-08-19,8,2024-08-19T02:30:00Z,2024-08-20T03:14:26Z,66.14,66.14,False,N,0.0,-60.65872796296296,0.0,0.0,,,478.02904068287035,-408.658727962963,-250.0,120.0,478.02904068287035,-408.658727962963,-249.0,120.0
2024-08-19,9,2024-08-19T03:00:00Z,2024-08-20T03:44:24Z,68.88,68.88,False,N,0.0,-62.99074074074074,0.0,0.0,,,552.925925925926,-336.4611111111111,-400.0,120.0,552.925925925926,-336.4611111111111,-399.0,120.0
2024-08-19,10,2024-08-19T03:30:00Z,2024-08-20T04:14:25Z,68.88,68.88,False,N,0.0,-131.07770796296296,0.0,0.0,,,495.80562537037036,-346.90215314814816,-400.0,120.0,495.80562537037036,-346.90215314814816,-399.0,120.0
2024-08-19,11,2024-08-19T04:00:00Z,2024-08-20T04:44:26Z,98.0,98.0,False,P,0.0,186.96908472222222,0.0,0.0,,,586.3939497222223,-519.5250647222222,0.0,120.0,585.3939497222223,-519.5250647222222,,120.0
2024-08-19,12,2024-08-19T04:30:00Z,2024-08-20T05:14:24Z,98.0,98.0,False,P,0.0,69.10126466630592,0.0,0.0,,,591.4267061111111,-642.3945686670274,0.0,120.0,590.4267061111111,-642.3945686670274,,120.0
2024-08-19,13,2024-08-19T05:00:00Z,2024-08-20T05:44:24Z,98.0,98.0,False,P,0.0,229.6174918237563,0.0,0.0,,,753.4482687878788,-644.2444888454356,0.0,120.0,752.4482687878788,-644.2444888454356,,120.0
2024-08-19,14,2024-08-19T05:30:00Z,2024-08-20T06:14:26Z,98.0,98.0,False,P,0.0,302.58566460526316,0.0,0.0,,,838.1308417171717,-655.6491920614035,0.0,120.0,837.1308417171717,-655.6491920614035,,120.0
2024-08-19,15,2024-08-19T06:00:00Z,2024-08-20T06:44:24Z,98.0,98.0,False,P,0.0,125.37365599875807,0.0,0.0,,,918.9816370834393,-793.266126357344,0.0,0.0,917.9816370834393,-793.266126357344,,
2024-08-19,16,2024-08-19T06:30:00Z,2024-08-20T07:14:21Z,102.0,102.0,False,P,0.0,269.90378847222223,0.0,0.0,,,1030.3931295833333,-760.4666400992063,0.0,0.0,1029.3931295833333,-760.4666400992063,,
2024-08-19,17,2024-08-19T07:00:00Z,2024-08-20T07:44:33Z,102.0,102.0,False,P,0.0,131.0389367476852,0.0,0.0,,,1084.019830474537,-834.0226085763888,-125.0,6.05,1083.019830474537,-834.0226085763888,-125.0,6.05
2024-08-19,18,2024-08-19T07:30:00Z,2024-08-20T08:14:20Z,102.0,102.0,False,P,0.0,375.54443603174605,0.0,0.0,,,1338.3172450858428,-857.2651625,-125.0,20.0,1337.3172450858428,-857.2651625,-125.0,20.0
2024-08-19,19,2024-08-19T08:00:00Z,2024-08-20T08:44:29Z,102.0,102.0,False,P,0.0,388.6035982619048,0.0,0.0,,,1625.916101734127,-887.2891978055555,-350.0,0.0,1624.916101734127,-887.2891978055555,-350.0,
2024-08-19,20,2024-08-19T08:30:00Z,2024-08-20T09:14:26Z,102.0,102.0,False,P,0.0,548.808690014245,0.0,0.0,,,1651.560690014245,-781.7566642592593,-350.0,29.198,1650.560690014245,-781.7566642592593,-350.0,29.198
2024-08-19,21,2024-08-19T09:00:00Z,2024-08-20T09:44:31Z,104.5,104.5,False,P,0.0,652.9954379256119,0.0,0.0,,,1540.7849819253295,-690.6464829025027,-200.0,2.802,1539.7849819253295,-690.6464829025027,-200.0,2.802
2024-08-19,22,2024-08-19T09:30:00Z,2024-08-20T10:14:24Z,104.5,104.5,False,P,0.0,704.3399641169109,0.0,0.0,,,1503.844881616911,-599.3779660277778,-200.0,0.0,1502.844881616911,-599.3779660277778,-200.0,
2024-08-19,23,2024-08-19T10:00:00Z,2024-08-20T10:44:28Z,102.0,102.0,False,P,0.0,245.61149008547008,0.0,0.0,,,1131.6376045299146,-761.0713705555555,-125.0,0.0,1130.6376045299146,-761.0713705555555,-125.0,
2024-08-19,24,2024-08-19T10:30:00Z,2024-08-20T11:14:31Z,96.0,96.0,False,P,0.0,154.2614290433178,0.0,0.0,,,1092.7083333399103,-813.4917177146465,-125.0,0.0,1091.7083333399103,-813.4917177146465,-125.0,
2024-08-19,25,2024-08-19T11:00:00Z,2024-08-20T11:44:25Z,52.26,52.26,False,N,0.0,-212.91333791666668,0.0,0.0,,,1064.0,-1152.3008379166668,-125.0,0.0,1064.0,-1151.3008379166668,-125.0,
2024-08-19,26,2024-08-19T11:30:00Z,2024-08-20T12:14:25Z,52.26,52.26,False,N,0.0,-146.59083451940035,0.0,0.0,,,1029.7085859722222,-1057.1140871582893,-125.0,5.673,1029.7085859722222,-1056.1140871582893,-125.0,5.673
2024-08-19,27,2024-08-19T12:00:00Z,2024-08-20T12:44:28Z,94.9,94.9,False,P,0.0,395.0370848765432,0.0,0.0,,,1271.279321468254,-758.1747921472663,-125.0,6.777,1270.279321468254,-758.1747921472663,-125.0,6.777
2024-08-19,28,2024-08-19T12:30:00Z,2024-08-20T13:14:30Z,94.9,94.9,False,P,0.0,201.41854069444443,0.0,0.0,,,1008.1732175925926,-681.7304176388889,-125.0,0.0,1007.1732175925926,-681.7304176388889,-125.0,
2024-08-19,29,2024-08-19T13:00:00Z,2024-08-20T13:44:31Z,94.9,94.9,False,P,0.0,126.13958333333333,0.0,0.0,,,912.3159722222222,-786.68875,0.0,0.0,911.3159722222222,-786.68875,,
2024-08-19,30,2024-08-19T13:30:00Z,2024-08-20T14:14:30Z,94.7,94.7,False,P,0.0,43.44375347648333,0.0,0.0,,,934.2529255897731,-914.1466721132898,0.0,23.2,933.2529255897731,-914.1466721132898,,23.2
2024-08-19,31,2024-08-19T14:00:00Z,2024-08-20T14:44:27Z,45.0,45.0,False,N,0.0,-36.61632618654716,0.0,0.0,,,996.0388810356751,-1032.7885405555555,0.0,0.0,996.0388810356751,-1031.7885405555555,,
2024-08-19,32,2024-08-19T14:30:00Z,2024-08-20T15:14:27Z,15.0,15.0,False,N,0.0,-107.39717174459427,0.0,0.0,,,998.4846952670545,-1105.8818670116486,0.0,0.0,998.4846952670545,-1104.8818670116486,,
2024-08-19,33,2024-08-19T15:00:00Z,2024-08-20T15:44:25Z,12.5,12.5,False,N,0.0,-66.34907888577217,0.0,0.0,,,915.5530716518623,-982.6354838709677,0.0,0.0,915.5530716518623,-981.6354838709677,,
2024-08-19,34,2024-08-19T15:30:00Z,2024-08-20T16:14:28Z,12.5,12.5,False,N,0.0,-158.5037686393311,0.0,0.0,,,1053.7850859836847,-1212.4888546230159,0.0,0.0,1053.7850859836847,-1211.4888546230159,,
2024-08-19,35,2024-08-19T16:00:00Z,2024-08-20T16:44:25Z,90.56674020930403,90.56674020930403,False,P,0.0,345.3772241602225,0.0,0.0,,,1361.9325247936508,-1516.5511564945393,0.0,500.0,1361.9325247936508,-1516.5511564945393,,499.0
2024-08-19,36,2024-08-19T16:30:00Z,2024-08-20T17:14:24Z,87.43,87.43,False,P,0.0,79.57432831349206,0.0,0.0,,,1500.7718253968253,-1921.3308304166667,0.0,500.0,1500.7718253968253,-1921.3308304166667,,499.0
2024-08-19,37,2024-08-19T17:00:00Z,2024-08-20T17:44:23Z,109.51,109.51,False,P,0.0,58.846641878306876,0.0,0.0,,,1433.7489460185186,-2224.9439704673723,0.0,850.0,1433.7489460185186,-2224.9439704673723,,849.0
2024-08-19,38,2024-08-19T17:30:00Z,2024-08-20T18:14:27Z,50.0,50.0,False,N,0.0,-284.52952112739115,0.0,0.0,,,1290.0053418981481,-2424.9295213588725,0.0,850.0,1290.0053418981481,-2423.9295213588725,,850.0
2024-08-19,39,2024-08-19T18:00:00Z,2024-08-20T18:44:30Z,50.55,50.55,False,N,0.0,-252.64109035296576,0.0,0.0,,,1300.7666666666667,-3003.5813320196326,0.0,1450.0,1300.7666666666667,-3002.5813320196326,,1450.0
2024-08-19,40,2024-08-19T18:30:00Z,2024-08-20T19:14:29Z,55.0,55.0,False,N,0.0,-14.225248304843305,0.0,0.0,,,1292.5,-2760.675248304843,0.0,1453.95,1292.5,-2759.675248304843,,1453.95
2024-08-19,41,2024-08-19T19:00:00Z,2024-08-20T19:44:27Z,110.0,110.0,False,P,0.0,177.17768477920228,0.0,0.0,,,1290.0,-2579.9370929985753,0.0,1466.717,1289.0,-2579.9370929985753,,1466.717
2024-08-19,42,2024-08-19T19:30:00Z,2024-08-20T20:14:23Z,110.0,110.0,False,P,0.0,114.03483208809993,0.0,0.0,,,1296.5234432234433,-2632.6226239056073,0.0,1450.0,1295.5234432234433,-2632.6226239056073,,1450.0
2024-08-19,43,2024-08-19T20:00:00Z,2024-08-20T20:44:26Z,97.5,97.5,False,P,0.0,282.064643998779,0.0,0.0,,,1588.2285388876678,-2482.3058725,0.0,1176.05,1588.2285388876678,-2482.3058725,,1175.05
2024-08-19,44,2024-08-19T20:30:00Z,2024-08-20T21:14:25Z,50.0,50.0,False,N,0.0,-134.35000519345516,0.0,0.0,,,1489.7014316781874,-2624.112548368976,0.0,1000.0,1489.7014316781874,-2623.112548368976,,1000.0
2024-08-19,45,2024-08-19T21:00:00Z,2024-08-20T21:44:24Z,73.28,73.28,False,N,0.0,-287.13097824397823,0.0,0.0,73.28,0.0,1239.4513247863247,-2539.80816017316,0.0,1013.523,1239.4513247863247,-2538.80816017316,,1013.523
2024-08-19,46,2024-08-19T21:30:00Z,2024-08-20T22:14:29Z,85.32,85.32,False,P,0.0,247.8416956644764,0.0,0.0,,,1370.4196833077458,-2216.100248779968,0.0,1093.81,1370.4196833077458,-2216.100248779968,,1092.81
2024-08-19,47,2024-08-19T22:00:00Z,2024-08-20T22:44:27Z,58.29,58.29,False,N,0.0,-120.7932619047619,0.0,0.0,58.29,0.0,1538.3973214285713,-2028.15,0.0,369.049,1538.3973214285713,-2027.15,,369.049
2024-08-19,48,2024-08-19T22:30:00Z,2024-08-20T23:14:30Z,102.5,102.5,False,P,0.0,646.7321769444444,0.0,0.0,,,1645.275,-1548.2374897222223,0.0,549.778,1644.275,-1548.2374897222223,,549.778
