settlement_period,price,asset,action,power_mw,soc,energy_mwh,settle_price,settle_price_discharge,settle_price_charge
1,133.37806456646464,Battery_1,hold,0.0,50.0,10.0,157.3,152.4,158.20000000000002
2,132.3547920651518,Battery_1,hold,0.0,50.0,10.0,145.96,141.06,146.86
3,132.25931728959068,Battery_1,hold,0.0,50.0,10.0,138.2,133.29999999999998,139.1
4,131.53432492047781,Battery_1,hold,0.0,50.0,10.0,143.68,138.78,144.58
5,129.899504636387,Battery_1,charge,4.0,59.0,11.8,137.86,132.96,138.76000000000002
6,127.28514635909451,Battery_1,charge,4.0,68.0,13.6,136.55,131.65,137.45000000000002
7,126.18245397314766,Battery_1,charge,4.0,77.0,15.4,148.62,143.72,149.52
8,124.71396053116659,Battery_1,charge,4.0,86.0,17.2,141.32,136.42,142.22
9,132.30833301648693,Battery_1,hold,0.0,86.0,17.2,138.05,133.15,138.95000000000002
10,131.2135182628748,Battery_1,hold,0.0,86.0,17.2,134.98,130.07999999999998,135.88
11,156.417481530502,Battery_1,hold,0.0,86.0,17.2,151.5,146.6,152.4
12,167.52662923163166,Battery_1,discharge,0.48,84.7,16.93,157.0,152.1,157.9
13,184.8583494807892,Battery_1,discharge,4.0,73.6,14.71,167.58,162.68,168.48000000000002
14,199.97109857771144,Battery_1,discharge,4.0,62.4,12.49,181.97,177.07,182.87
15,201.56953220017886,Battery_1,discharge,4.0,51.3,10.27,194.74,189.84,195.64000000000001
16,208.48514800002812,Battery_1,discharge,4.0,40.2,8.04,203.75,198.85,204.65
17,191.41905969095788,Battery_1,discharge,4.0,29.1,5.82,198.55,193.65,199.45000000000002
18,179.9364851649558,Battery_1,discharge,4.0,18.0,3.6,201.36,196.46,202.26000000000002
19,160.30702324523762,Battery_1,hold,0.0,18.0,3.6,201.31,196.41,202.21
20,153.99248701507508,Battery_1,hold,0.0,18.0,3.6,190.64,185.73999999999998,191.54
21,144.2322978926507,Battery_1,hold,0.0,18.0,3.6,186.07,181.17,186.97
22,136.66752135896732,Battery_1,hold,0.0,18.0,3.6,185.3,180.4,186.20000000000002
23,128.3992154025343,Battery_1,charge,4.0,27.0,5.4,160.64,155.73999999999998,161.54
24,125.41371528263434,Battery_1,charge,4.0,36.0,7.2,151.11,146.21,152.01000000000002
25,122.98243073487154,Battery_1,charge,4.0,45.0,9.0,148.23,143.32999999999998,149.13
26,120.9152852244322,Battery_1,charge,4.0,54.0,10.8,151.37,146.47,152.27
27,122.14811965346576,Battery_1,charge,4.0,63.0,12.6,161.96,157.06,162.86
28,119.14982154402401,Battery_1,charge,4.0,72.0,14.4,158.59,153.69,159.49
29,120.07466053205368,Battery_1,charge,4.0,81.0,16.2,149.28,144.38,150.18
30,124.63781140818774,Battery_1,charge,4.0,90.0,18.0,148.28,143.38,149.18
31,133.01827367435055,Battery_1,hold,0.0,90.0,18.0,145.73,140.82999999999998,146.63
32,142.8158120237074,Battery_1,hold,0.0,90.0,18.0,145.05,140.15,145.95000000000002
33,159.85392275585556,Battery_1,hold,0.0,90.0,18.0,141.2,136.29999999999998,142.1
34,163.31191429390566,Battery_1,hold,0.0,90.0,18.0,151.77,146.87,152.67000000000002
35,188.95935617282709,Battery_1,discharge,0.8,87.8,17.56,200.43,195.53,201.33
36,200.5654330045259,Battery_1,discharge,4.0,76.7,15.33,203.05,198.15,203.95000000000002
37,216.84699693374472,Battery_1,discharge,4.0,65.6,13.11,207.07,202.17,207.97
38,219.94022006634603,Battery_1,discharge,4.0,54.4,10.89,206.43,201.53,207.33
39,216.40927721666063,Battery_1,discharge,4.0,43.3,8.67,205.18,200.28,206.08
40,216.93265153668546,Battery_1,discharge,4.0,32.2,6.44,201.97,197.07,202.87
41,215.214057534826,Battery_1,discharge,4.0,21.1,4.22,197.03,192.13,197.93
42,207.509558465219,Battery_1,discharge,4.0,10.0,2.0,193.44,188.54,194.34
43,182.33692326857303,Battery_1,hold,0.0,10.0,2.0,182.5,177.6,183.4
44,173.1009124889046,Battery_1,hold,0.0,10.0,2.0,162.85,157.95,163.75
45,154.8969478078474,Battery_1,hold,0.0,10.0,2.0,165.9,161.0,166.8
46,145.8655746465863,Battery_1,hold,0.0,10.0,2.0,156.16,151.26,157.06
47,139.63037765387705,Battery_1,hold,0.0,10.0,2.0,139.3,134.4,140.20000000000002
48,134.92572200970608,Battery_1,hold,0.0,10.0,2.0,142.42,137.51999999999998,143.32
1,133.37806456646464,Battery_2,hold,0.0,50.0,50.0,157.3,152.4,158.20000000000002
2,132.3547920651518,Battery_2,hold,0.0,50.0,50.0,145.96,141.06,146.86
3,132.25931728959068,Battery_2,hold,0.0,50.0,50.0,138.2,133.29999999999998,139.1
4,131.53432492047781,Battery_2,hold,0.0,50.0,50.0,143.68,138.78,144.58
5,129.899504636387,Battery_2,charge,12.5,55.6,55.62,137.86,132.96,138.76000000000002
6,127.28514635909451,Battery_2,charge,12.5,61.3,61.25,136.55,131.65,137.45000000000002
7,126.18245397314766,Battery_2,charge,12.5,66.9,66.88,148.62,143.72,149.52
8,124.71396053116659,Battery_2,charge,12.5,72.5,72.5,141.32,136.42,142.22
9,132.30833301648693,Battery_2,hold,0.0,72.5,72.5,138.05,133.15,138.95000000000002
10,131.2135182628748,Battery_2,charge,8.02,76.1,76.11,134.98,130.07999999999998,135.88
11,156.417481530502,Battery_2,hold,0.0,76.1,76.11,151.5,146.6,152.4
12,167.52662923163166,Battery_2,hold,0.0,76.1,76.11,157.0,152.1,157.9
13,184.8583494807892,Battery_2,discharge,12.5,69.2,69.17,167.58,162.68,168.48000000000002
14,199.97109857771144,Battery_2,discharge,12.5,62.2,62.22,181.97,177.07,182.87
15,201.56953220017886,Battery_2,discharge,12.5,55.3,55.28,194.74,189.84,195.64000000000001
16,208.48514800002812,Battery_2,discharge,12.5,48.3,48.33,203.75,198.85,204.65
17,191.41905969095788,Battery_2,discharge,12.5,41.4,41.39,198.55,193.65,199.45000000000002
18,179.9364851649558,Battery_2,discharge,12.5,34.4,34.44,201.36,196.46,202.26000000000002
19,160.30702324523762,Battery_2,hold,0.0,34.4,34.44,201.31,196.41,202.21
20,153.99248701507508,Battery_2,hold,0.0,34.4,34.44,190.64,185.73999999999998,191.54
21,144.2322978926507,Battery_2,hold,0.0,34.4,34.44,186.07,181.17,186.97
22,136.66752135896732,Battery_2,hold,0.0,34.4,34.44,185.3,180.4,186.20000000000002
23,128.3992154025343,Battery_2,charge,12.5,40.1,40.07,160.64,155.73999999999998,161.54
24,125.41371528263434,Battery_2,charge,12.5,45.7,45.69,151.11,146.21,152.01000000000002
25,122.98243073487154,Battery_2,charge,12.5,51.3,51.32,148.23,143.32999999999998,149.13
26,120.9152852244322,Battery_2,charge,12.5,56.9,56.94,151.37,146.47,152.27
27,122.14811965346576,Battery_2,charge,12.5,62.6,62.57,161.96,157.06,162.86
28,119.14982154402401,Battery_2,charge,12.5,68.2,68.19,158.59,153.69,159.49
29,120.07466053205368,Battery_2,charge,12.5,73.8,73.82,149.28,144.38,150.18
30,124.63781140818774,Battery_2,charge,12.5,79.4,79.44,148.28,143.38,149.18
31,133.01827367435055,Battery_2,hold,0.0,79.4,79.44,145.73,140.82999999999998,146.63
32,142.8158120237074,Battery_2,hold,0.0,79.4,79.44,145.05,140.15,145.95000000000002
33,159.85392275585556,Battery_2,hold,0.0,79.4,79.44,141.2,136.29999999999998,142.1
34,163.31191429390566,Battery_2,hold,0.0,79.4,79.44,151.77,146.87,152.67000000000002
35,188.95935617282709,Battery_2,discharge,12.5,72.5,72.5,200.43,195.53,201.33
36,200.5654330045259,Battery_2,discharge,12.5,65.6,65.56,203.05,198.15,203.95000000000002
37,216.84699693374472,Battery_2,discharge,12.5,58.6,58.61,207.07,202.17,207.97
38,219.94022006634603,Battery_2,discharge,12.5,51.7,51.67,206.43,201.53,207.33
39,216.40927721666063,Battery_2,discharge,12.5,44.7,44.72,205.18,200.28,206.08
40,216.93265153668546,Battery_2,discharge,12.5,37.8,37.78,201.97,197.07,202.87
41,215.214057534826,Battery_2,discharge,12.5,30.8,30.83,197.03,192.13,197.93
42,207.509558465219,Battery_2,discharge,12.5,23.9,23.89,193.44,188.54,194.34
43,182.33692326857303,Battery_2,discharge,12.5,16.9,16.94,182.5,177.6,183.4
44,173.1009124889046,Battery_2,discharge,12.5,10.0,10.0,162.85,157.95,163.75
45,154.8969478078474,Battery_2,hold,0.0,10.0,10.0,165.9,161.0,166.8
46,145.8655746465863,Battery_2,hold,0.0,10.0,10.0,156.16,151.26,157.06
47,139.63037765387705,Battery_2,hold,0.0,10.0,10.0,139.3,134.4,140.20000000000002
48,134.92572200970608,Battery_2,hold,0.0,10.0,10.0,142.42,137.51999999999998,143.32
1,133.37806456646464,Battery_3,hold,0.0,50.0,100.0,157.3,152.4,158.20000000000002
2,132.3547920651518,Battery_3,hold,0.0,50.0,100.0,145.96,141.06,146.86
3,132.25931728959068,Battery_3,hold,0.0,50.0,100.0,138.2,133.29999999999998,139.1
4,131.53432492047781,Battery_3,hold,0.0,50.0,100.0,143.68,138.78,144.58
5,129.899504636387,Battery_3,charge,25.0,55.6,111.25,137.86,132.96,138.76000000000002
6,127.28514635909451,Battery_3,charge,25.0,61.3,122.5,136.55,131.65,137.45000000000002
7,126.18245397314766,Battery_3,charge,25.0,66.9,133.75,148.62,143.72,149.52
8,124.71396053116659,Battery_3,charge,25.0,72.5,145.0,141.32,136.42,142.22
9,132.30833301648693,Battery_3,hold,0.0,72.5,145.0,138.05,133.15,138.95000000000002
10,131.2135182628748,Battery_3,charge,16.05,76.1,152.22,134.98,130.07999999999998,135.88
11,156.417481530502,Battery_3,hold,0.0,76.1,152.22,151.5,146.6,152.4
12,167.52662923163166,Battery_3,hold,0.0,76.1,152.22,157.0,152.1,157.9
13,184.8583494807892,Battery_3,discharge,25.0,69.2,138.33,167.58,162.68,168.48000000000002
14,199.97109857771144,Battery_3,discharge,25.0,62.2,124.44,181.97,177.07,182.87
15,201.56953220017886,Battery_3,discharge,25.0,55.3,110.56,194.74,189.84,195.64000000000001
16,208.48514800002812,Battery_3,discharge,25.0,48.3,96.67,203.75,198.85,204.65
17,191.41905969095788,Battery_3,discharge,25.0,41.4,82.78,198.55,193.65,199.45000000000002
18,179.9364851649558,Battery_3,discharge,25.0,34.4,68.89,201.36,196.46,202.26000000000002
19,160.30702324523762,Battery_3,hold,0.0,34.4,68.89,201.31,196.41,202.21
20,153.99248701507508,Battery_3,hold,0.0,34.4,68.89,190.64,185.73999999999998,191.54
21,144.2322978926507,Battery_3,hold,0.0,34.4,68.89,186.07,181.17,186.97
22,136.66752135896732,Battery_3,hold,0.0,34.4,68.89,185.3,180.4,186.20000000000002
23,128.3992154025343,Battery_3,charge,25.0,40.1,80.14,160.64,155.73999999999998,161.54
24,125.41371528263434,Battery_3,charge,25.0,45.7,91.39,151.11,146.21,152.01000000000002
25,122.98243073487154,Battery_3,charge,25.0,51.3,102.64,148.23,143.32999999999998,149.13
26,120.9152852244322,Battery_3,charge,25.0,56.9,113.89,151.37,146.47,152.27
27,122.14811965346576,Battery_3,charge,25.0,62.6,125.14,161.96,157.06,162.86
28,119.14982154402401,Battery_3,charge,25.0,68.2,136.39,158.59,153.69,159.49
29,120.07466053205368,Battery_3,charge,25.0,73.8,147.64,149.28,144.38,150.18
30,124.63781140818774,Battery_3,charge,25.0,79.4,158.89,148.28,143.38,149.18
31,133.01827367435055,Battery_3,hold,0.0,79.4,158.89,145.73,140.82999999999998,146.63
32,142.8158120237074,Battery_3,hold,0.0,79.4,158.89,145.05,140.15,145.95000000000002
33,159.85392275585556,Battery_3,hold,0.0,79.4,158.89,141.2,136.29999999999998,142.1
34,163.31191429390566,Battery_3,hold,0.0,79.4,158.89,151.77,146.87,152.67000000000002
35,188.95935617282709,Battery_3,discharge,25.0,72.5,145.0,200.43,195.53,201.33
36,200.5654330045259,Battery_3,discharge,25.0,65.6,131.11,203.05,198.15,203.95000000000002
37,216.84699693374472,Battery_3,discharge,25.0,58.6,117.22,207.07,202.17,207.97
38,219.94022006634603,Battery_3,discharge,25.0,51.7,103.33,206.43,201.53,207.33
39,216.40927721666063,Battery_3,discharge,25.0,44.7,89.44,205.18,200.28,206.08
40,216.93265153668546,Battery_3,discharge,25.0,37.8,75.56,201.97,197.07,202.87
41,215.214057534826,Battery_3,discharge,25.0,30.8,61.67,197.03,192.13,197.93
42,207.509558465219,Battery_3,discharge,25.0,23.9,47.78,193.44,188.54,194.34
43,182.33692326857303,Battery_3,discharge,25.0,16.9,33.89,182.5,177.6,183.4
44,173.1009124889046,Battery_3,discharge,25.0,10.0,20.0,162.85,157.95,163.75
45,154.8969478078474,Battery_3,hold,0.0,10.0,20.0,165.9,161.0,166.8
46,145.8655746465863,Battery_3,hold,0.0,10.0,20.0,156.16,151.26,157.06
47,139.63037765387705,Battery_3,hold,0.0,10.0,20.0,139.3,134.4,140.20000000000002
48,134.92572200970608,Battery_3,hold,0.0,10.0,20.0,142.42,137.51999999999998,143.32
1,133.37806456646464,Battery_4,hold,0.0,50.0,40.0,157.3,152.4,158.20000000000002
2,132.3547920651518,Battery_4,hold,0.0,50.0,40.0,145.96,141.06,146.86
3,132.25931728959068,Battery_4,hold,0.0,50.0,40.0,138.2,133.29999999999998,139.1
4,131.53432492047781,Battery_4,hold,0.0,50.0,40.0,143.68,138.78,144.58
5,129.899504636387,Battery_4,charge,10.0,55.6,44.5,137.86,132.96,138.76000000000002
6,127.28514635909451,Battery_4,charge,10.0,61.3,49.0,136.55,131.65,137.45000000000002
7,126.18245397314766,Battery_4,charge,10.0,66.9,53.5,148.62,143.72,149.52
