settlementDate,settlementPeriod,startTime,publishTime,nationalDemand,transmissionSystemDemand
2025-06-02,1,2025-06-01T23:00:00Z,2025-06-01T11:47:00Z,18600,20379
2025-06-02,2,2025-06-01T23:30:00Z,2025-06-01T11:47:00Z,18333,19778
2025-06-02,3,2025-06-02T00:00:00Z,2025-06-01T11:47:00Z,18160,19014
2025-06-02,4,2025-06-02T00:30:00Z,2025-06-01T11:47:00Z,18160,19014
2025-06-02,5,2025-06-02T01:00:00Z,2025-06-01T11:47:00Z,17938,18724
2025-06-02,6,2025-06-02T01:30:00Z,2025-06-01T11:47:00Z,17649,18435
2025-06-02,7,2025-06-02T02:00:00Z,2025-06-01T11:47:00Z,17437,18158
2025-06-02,8,2025-06-02T02:30:00Z,2025-06-01T11:47:00Z,17419,18140
2025-06-02,9,2025-06-02T03:00:00Z,2025-06-01T11:47:00Z,17220,18289
2025-06-02,10,2025-06-02T03:30:00Z,2025-06-01T11:47:00Z,17273,18342
2025-06-02,11,2025-06-02T04:00:00Z,2025-06-01T11:47:00Z,17654,19067
2025-06-02,12,2025-06-02T04:30:00Z,2025-06-01T11:47:00Z,18241,19654
2025-06-02,13,2025-06-02T05:00:00Z,2025-06-01T11:47:00Z,19966,20829
2025-06-02,14,2025-06-02T05:30:00Z,2025-06-01T11:47:00Z,20975,21838
2025-06-02,15,2025-06-02T06:00:00Z,2025-06-01T11:47:00Z,22304,22804
2025-06-02,16,2025-06-02T06:30:00Z,2025-06-01T11:47:00Z,22920,23420
2025-06-02,17,2025-06-02T07:00:00Z,2025-06-01T11:47:00Z,23320,23820
2025-06-02,18,2025-06-02T07:30:00Z,2025-06-01T11:47:00Z,23069,23569
2025-06-02,19,2025-06-02T08:00:00Z,2025-06-01T11:47:00Z,23096,23596
2025-06-02,20,2025-06-02T08:30:00Z,2025-06-01T11:47:00Z,22663,23163
2025-06-02,21,2025-06-02T09:00:00Z,2025-06-01T11:47:00Z,21926,22426
2025-06-02,22,2025-06-02T09:30:00Z,2025-06-01T11:47:00Z,21441,21941
2025-06-02,23,2025-06-02T10:00:00Z,2025-06-01T11:47:00Z,21102,21602
2025-06-02,24,2025-06-02T10:30:00Z,2025-06-01T11:47:00Z,20879,21379
2025-06-02,25,2025-06-02T11:00:00Z,2025-06-01T11:47:00Z,21000,21500
2025-06-02,26,2025-06-02T11:30:00Z,2025-06-01T11:47:00Z,20442,20942
2025-06-02,27,2025-06-02T12:00:00Z,2025-06-01T11:47:00Z,19980,20480
2025-06-02,28,2025-06-02T12:30:00Z,2025-06-01T11:47:00Z,19751,20251
2025-06-02,29,2025-06-02T13:00:00Z,2025-06-01T11:47:00Z,19530,20030
2025-06-02,30,2025-06-02T13:30:00Z,2025-06-01T11:47:00Z,19600,20100
2025-06-02,31,2025-06-02T14:00:00Z,2025-06-01T11:47:00Z,19671,20171
2025-06-02,32,2025-06-02T14:30:00Z,2025-06-01T11:47:00Z,20000,20500
2025-06-02,33,2025-06-02T15:00:00Z,2025-06-01T11:47:00Z,20586,21345
2025-06-02,34,2025-06-02T15:30:00Z,2025-06-01T11:47:00Z,21418,22177
2025-06-02,35,2025-06-02T16:00:00Z,2025-06-01T11:47:00Z,22520,23717
2025-06-02,36,2025-06-02T16:30:00Z,2025-06-01T11:47:00Z,23415,24612
2025-06-02,37,2025-06-02T17:00:00Z,2025-06-01T11:47:00Z,24013,25527
2025-06-02,38,2025-06-02T17:30:00Z,2025-06-01T11:47:00Z,24436,25950
2025-06-02,39,2025-06-02T18:00:00Z,2025-06-01T11:47:00Z,24860,26490
2025-06-02,40,2025-06-02T18:30:00Z,2025-06-01T11:47:00Z,24900,26530
2025-06-02,41,2025-06-02T19:00:00Z,2025-06-01T11:47:00Z,24990,26620
2025-06-02,42,2025-06-02T19:30:00Z,2025-06-01T11:47:00Z,24429,26059
2025-06-02,43,2025-06-02T20:00:00Z,2025-06-01T11:47:00Z,24024,25654
2025-06-02,44,2025-06-02T20:30:00Z,2025-06-01T11:47:00Z,23082,24712
2025-06-02,45,2025-06-02T21:00:00Z,2025-06-01T11:47:00Z,21753,23383
2025-06-02,46,2025-06-02T21:30:00Z,2025-06-01T11:47:00Z,20296,21926
2025-06-02,47,2025-06-02T22:00:00Z,2025-06-01T11:47:00Z,18873,19373
2025-06-02,48,2025-06-02T22:30:00Z,2025-06-01T11:47:00Z,18200,18700
2025-06-03,1,2025-06-02T23:00:00Z,2025-06-01T11:47:00Z,17750,18250
2025-06-03,2,2025-06-02T23:30:00Z,2025-06-01T11:47:00Z,17310,17810
2025-06-03,3,2025-06-03T00:00:00Z,2025-06-01T11:47:00Z,16850,17350
2025-06-03,4,2025-06-03T00:30:00Z,2025-06-01T11:47:00Z,16750,17250
2025-06-03,5,2025-06-03T01:00:00Z,2025-06-01T11:47:00Z,16422,16922
2025-06-03,6,2025-06-03T01:30:00Z,2025-06-01T11:47:00Z,16055,16555
2025-06-03,7,2025-06-03T02:00:00Z,2025-06-01T11:47:00Z,15844,16344
2025-06-03,8,2025-06-03T02:30:00Z,2025-06-01T11:47:00Z,15732,16232
2025-06-03,9,2025-06-03T03:00:00Z,2025-06-01T11:47:00Z,15493,15993
2025-06-03,10,2025-06-03T03:30:00Z,2025-06-01T11:47:00Z,15170,15670
