settlement_period,ssp,sbp,price_used,asset,action,power_mw,soc,energy_mwh
1,143.13,143.13,0.0,Battery_1,hold,0.0,10.0,2.0
2,136.59,136.59,0.0,Battery_1,hold,0.0,10.0,2.0
3,121.22,121.22,121.22,Battery_1,charge,3.0,16.8,3.35
4,134.07,134.07,134.07,Battery_1,charge,0.52,17.9,3.58
5,131.9,131.9,131.9,Battery_1,charge,3.0,24.7,4.93
6,131.82,131.82,131.82,Battery_1,charge,3.0,31.4,6.28
7,120.12,120.12,120.12,Battery_1,charge,3.0,38.2,7.63
8,159.62,159.62,0.0,Battery_1,hold,0.0,38.2,7.63
9,141.73,141.73,0.0,Battery_1,hold,0.0,38.2,7.63
10,141.64,141.64,0.0,Battery_1,hold,0.0,38.2,7.63
11,160.05,160.05,0.0,Battery_1,hold,0.0,38.2,7.63
12,135.31,135.31,0.0,Battery_1,hold,0.0,38.2,7.63
13,129.34,129.34,129.34,Battery_1,charge,3.0,44.9,8.98
14,177.0,177.0,177.0,Battery_1,discharge,3.0,36.6,7.32
15,177.0,177.0,177.0,Battery_1,discharge,3.0,28.3,5.65
16,123.37,123.37,123.37,Battery_1,charge,3.0,35.0,7.0
17,177.0,177.0,177.0,Battery_1,discharge,3.0,26.7,5.33
18,175.0,175.0,175.0,Battery_1,discharge,3.0,18.3,3.67
19,169.0,169.0,169.0,Battery_1,discharge,3.0,10.0,2.0
20,117.43,117.43,117.43,Battery_1,charge,0.7,11.6,2.32
21,116.97,116.97,116.97,Battery_1,charge,3.0,18.3,3.67
22,168.95,168.95,168.95,Battery_1,discharge,3.0,10.0,2.0
23,116.95,116.95,0.0,Battery_1,hold,0.0,10.0,2.0
24,108.0,108.0,0.0,Battery_1,hold,0.0,10.0,2.0
25,90.0,90.0,0.0,Battery_1,hold,0.0,10.0,2.0
26,90.0,90.0,0.0,Battery_1,hold,0.0,10.0,2.0
27,81.17,81.17,81.17,Battery_1,charge,3.0,16.8,3.35
28,61.97,61.97,61.97,Battery_1,charge,3.0,23.5,4.7
29,14.22,14.22,14.22,Battery_1,charge,3.0,30.2,6.05
