settlement_period,price,asset,action,power_mw,soc,reserved_capacity_pct,market_price,revenue,cost,net_pnl
1,91.83,Battery_1,hold,0.0,50.0,50.0,91.83,0.0,0.0,0.0
1,91.83,Battery_2,hold,0.0,50.0,30.0,91.83,0.0,0.0,0.0
1,91.83,Battery_3,hold,0.0,50.0,30.0,91.83,0.0,0.0,0.0
1,91.83,Battery_4,hold,0.0,50.0,30.0,91.83,0.0,0.0,0.0
1,91.83,Battery_5,hold,0.0,50.0,30.0,91.83,0.0,0.0,0.0
2,88.86,Battery_1,hold,0.0,50.0,50.0,88.86,0.0,0.0,0.0
2,88.86,Battery_2,hold,0.0,50.0,30.0,88.86,0.0,0.0,0.0
2,88.86,Battery_3,hold,0.0,50.0,30.0,88.86,0.0,0.0,0.0
2,88.86,Battery_4,hold,0.0,50.0,30.0,88.86,0.0,0.0,0.0
2,88.86,Battery_5,hold,0.0,50.0,30.0,88.86,0.0,0.0,0.0
3,59.11,Battery_1,hold,0.0,50.0,50.0,59.11,0.0,0.0,0.0
3,59.11,Battery_2,hold,0.0,50.0,30.0,59.11,0.0,0.0,0.0
3,59.11,Battery_3,hold,0.0,50.0,30.0,59.11,0.0,0.0,0.0
3,59.11,Battery_4,hold,0.0,50.0,30.0,59.11,0.0,0.0,0.0
3,59.11,Battery_5,hold,0.0,50.0,30.0,59.11,0.0,0.0,0.0
4,54.33,Battery_1,hold,0.0,50.0,50.0,54.33,0.0,0.0,0.0
4,54.33,Battery_2,hold,0.0,50.0,30.0,54.33,0.0,0.0,0.0
4,54.33,Battery_3,hold,0.0,50.0,30.0,54.33,0.0,0.0,0.0
4,54.33,Battery_4,hold,0.0,50.0,30.0,54.33,0.0,0.0,0.0
4,54.33,Battery_5,hold,0.0,50.0,30.0,54.33,0.0,0.0,0.0
5,55.21,Battery_1,hold,0.0,50.0,50.0,55.21,0.0,0.0,0.0
5,55.21,Battery_2,hold,0.0,50.0,30.0,55.21,0.0,0.0,0.0
5,55.21,Battery_3,hold,0.0,50.0,30.0,55.21,0.0,0.0,0.0
5,55.21,Battery_4,hold,0.0,50.0,30.0,55.21,0.0,0.0,0.0
5,55.21,Battery_5,hold,0.0,50.0,30.0,55.21,0.0,0.0,0.0
6,61.3,Battery_1,hold,0.0,50.0,50.0,61.3,0.0,0.0,0.0
6,61.3,Battery_2,hold,0.0,50.0,30.0,61.3,0.0,0.0,0.0
6,61.3,Battery_3,hold,0.0,50.0,30.0,61.3,0.0,0.0,0.0
6,61.3,Battery_4,hold,0.0,50.0,30.0,61.3,0.0,0.0,0.0
6,61.3,Battery_5,hold,0.0,50.0,30.0,61.3,0.0,0.0,0.0
7,66.05,Battery_1,hold,0.0,50.0,50.0,66.05,0.0,0.0,0.0
7,66.05,Battery_2,hold,0.0,50.0,30.0,66.05,0.0,0.0,0.0
7,66.05,Battery_3,hold,0.0,50.0,30.0,66.05,0.0,0.0,0.0
7,66.05,Battery_4,hold,0.0,50.0,30.0,66.05,0.0,0.0,0.0
7,66.05,Battery_5,hold,0.0,50.0,30.0,66.05,0.0,0.0,0.0
8,63.72,Battery_1,hold,0.0,50.0,50.0,63.72,0.0,0.0,0.0
8,63.72,Battery_2,hold,0.0,50.0,30.0,63.72,0.0,0.0,0.0
8,63.72,Battery_3,hold,0.0,50.0,30.0,63.72,0.0,0.0,0.0
8,63.72,Battery_4,hold,0.0,50.0,30.0,63.72,0.0,0.0,0.0
8,63.72,Battery_5,hold,0.0,50.0,30.0,63.72,0.0,0.0,0.0
9,66.48,Battery_1,hold,0.0,50.0,50.0,66.48,0.0,0.0,0.0
9,66.48,Battery_2,hold,0.0,50.0,30.0,66.48,0.0,0.0,0.0
9,66.48,Battery_3,hold,0.0,50.0,30.0,66.48,0.0,0.0,0.0
9,66.48,Battery_4,hold,0.0,50.0,30.0,66.48,0.0,0.0,0.0
9,66.48,Battery_5,hold,0.0,50.0,30.0,66.48,0.0,0.0,0.0
10,62.11,Battery_1,hold,0.0,50.0,50.0,62.11,0.0,0.0,0.0
10,62.11,Battery_2,hold,0.0,50.0,30.0,62.11,0.0,0.0,0.0
10,62.11,Battery_3,hold,0.0,50.0,30.0,62.11,0.0,0.0,0.0
10,62.11,Battery_4,hold,0.0,50.0,30.0,62.11,0.0,0.0,0.0
10,62.11,Battery_5,hold,0.0,50.0,30.0,62.11,0.0,0.0,0.0
11,78.03,Battery_1,hold,0.0,50.0,50.0,78.03,0.0,0.0,0.0
11,78.03,Battery_2,hold,0.0,50.0,30.0,78.03,0.0,0.0,0.0
11,78.03,Battery_3,hold,0.0,50.0,30.0,78.03,0.0,0.0,0.0
11,78.03,Battery_4,hold,0.0,50.0,30.0,78.03,0.0,0.0,0.0
11,78.03,Battery_5,hold,0.0,50.0,30.0,78.03,0.0,0.0,0.0
12,86.56,Battery_1,hold,0.0,50.0,50.0,86.56,0.0,0.0,0.0
12,86.56,Battery_2,hold,0.0,50.0,30.0,86.56,0.0,0.0,0.0
12,86.56,Battery_3,hold,0.0,50.0,30.0,86.56,0.0,0.0,0.0
12,86.56,Battery_4,hold,0.0,50.0,30.0,86.56,0.0,0.0,0.0
12,86.56,Battery_5,hold,0.0,50.0,30.0,86.56,0.0,0.0,0.0
13,105.82,Battery_1,discharge,5.0,36.1,50.0,105.82,264.54999999999995,0.0,264.54999999999995
13,105.82,Battery_2,discharge,17.5,40.3,30.0,105.82,925.925,0.0,925.925
13,105.82,Battery_3,discharge,35.0,40.3,30.0,105.82,1851.85,0.0,1851.85
13,105.82,Battery_4,discharge,14.0,40.3,30.0,105.82,740.74,0.0,740.74
13,105.82,Battery_5,discharge,28.0,40.3,30.0,105.82,1481.48,0.0,1481.48
14,107.78,Battery_1,discharge,4.7,23.1,50.0,107.78,253.28300000000002,0.0,253.28300000000002
14,107.78,Battery_2,discharge,17.5,30.6,30.0,107.78,943.075,0.0,943.075
14,107.78,Battery_3,discharge,35.0,30.6,30.0,107.78,1886.15,0.0,1886.15
14,107.78,Battery_4,discharge,14.0,30.6,30.0,107.78,754.46,0.0,754.46
14,107.78,Battery_5,discharge,28.0,30.6,30.0,107.78,1508.92,0.0,1508.92
15,98.63,Battery_1,hold,0.0,23.1,50.0,98.63,0.0,0.0,0.0
15,98.63,Battery_2,hold,0.0,30.6,30.0,98.63,0.0,0.0,0.0
15,98.63,Battery_3,hold,0.0,30.6,30.0,98.63,0.0,0.0,0.0
15,98.63,Battery_4,hold,0.0,30.6,30.0,98.63,0.0,0.0,0.0
15,98.63,Battery_5,hold,0.0,30.6,30.0,98.63,0.0,0.0,0.0
16,100.03,Battery_1,hold,0.0,23.1,50.0,100.03,0.0,0.0,0.0
16,100.03,Battery_2,hold,0.0,30.6,30.0,100.03,0.0,0.0,0.0
16,100.03,Battery_3,hold,0.0,30.6,30.0,100.03,0.0,0.0,0.0
16,100.03,Battery_4,hold,0.0,30.6,30.0,100.03,0.0,0.0,0.0
16,100.03,Battery_5,hold,0.0,30.6,30.0,100.03,0.0,0.0,0.0
17,101.01,Battery_1,discharge,2.35,16.5,50.0,101.01,118.68675,0.0,118.68675
17,101.01,Battery_2,discharge,17.5,20.8,30.0,101.01,883.8375000000001,0.0,883.8375000000001
17,101.01,Battery_3,discharge,35.0,20.8,30.0,101.01,1767.6750000000002,0.0,1767.6750000000002
17,101.01,Battery_4,discharge,14.0,20.8,30.0,101.01,707.07,0.0,707.07
17,101.01,Battery_5,discharge,28.0,20.8,30.0,101.01,1414.14,0.0,1414.14
18,97.4,Battery_1,hold,0.0,16.5,50.0,97.4,0.0,0.0,0.0
18,97.4,Battery_2,hold,0.0,20.8,30.0,97.4,0.0,0.0,0.0
18,97.4,Battery_3,hold,0.0,20.8,30.0,97.4,0.0,0.0,0.0
18,97.4,Battery_4,hold,0.0,20.8,30.0,97.4,0.0,0.0,0.0
18,97.4,Battery_5,hold,0.0,20.8,30.0,97.4,0.0,0.0,0.0
19,65.4,Battery_1,hold,0.0,16.5,50.0,65.4,0.0,0.0,0.0
19,65.4,Battery_2,hold,0.0,20.8,30.0,65.4,0.0,0.0,0.0
19,65.4,Battery_3,hold,0.0,20.8,30.0,65.4,0.0,0.0,0.0
19,65.4,Battery_4,hold,0.0,20.8,30.0,65.4,0.0,0.0,0.0
19,65.4,Battery_5,hold,0.0,20.8,30.0,65.4,0.0,0.0,0.0
20,28.73,Battery_1,hold,0.0,16.5,50.0,28.73,0.0,0.0,0.0
20,28.73,Battery_2,hold,0.0,20.8,30.0,28.73,0.0,0.0,0.0
20,28.73,Battery_3,hold,0.0,20.8,30.0,28.73,0.0,0.0,0.0
20,28.73,Battery_4,hold,0.0,20.8,30.0,28.73,0.0,0.0,0.0
20,28.73,Battery_5,hold,0.0,20.8,30.0,28.73,0.0,0.0,0.0
21,17.73,Battery_1,hold,0.0,16.5,50.0,17.73,0.0,0.0,0.0
21,17.73,Battery_2,hold,0.0,20.8,30.0,17.73,0.0,0.0,0.0
21,17.73,Battery_3,hold,0.0,20.8,30.0,17.73,0.0,0.0,0.0
21,17.73,Battery_4,hold,0.0,20.8,30.0,17.73,0.0,0.0,0.0
21,17.73,Battery_5,hold,0.0,20.8,30.0,17.73,0.0,0.0,0.0
22,1.55,Battery_1,hold,0.0,16.5,50.0,1.55,0.0,0.0,0.0
22,1.55,Battery_2,hold,0.0,20.8,30.0,1.55,0.0,0.0,0.0
22,1.55,Battery_3,hold,0.0,20.8,30.0,1.55,0.0,0.0,0.0
22,1.55,Battery_4,hold,0.0,20.8,30.0,1.55,0.0,0.0,0.0
22,1.55,Battery_5,hold,0.0,20.8,30.0,1.55,0.0,0.0,0.0
23,-23.89,Battery_1,charge,5.0,27.8,50.0,-23.89,0.0,-59.725,59.725
23,-23.89,Battery_2,charge,17.5,28.7,30.0,-23.89,0.0,-209.0375,209.0375
23,-23.89,Battery_3,charge,35.0,28.7,30.0,-23.89,0.0,-418.075,418.075
23,-23.89,Battery_4,charge,14.0,28.7,30.0,-23.89,0.0,-167.23000000000002,167.23000000000002
23,-23.89,Battery_5,charge,28.0,28.7,30.0,-23.89,0.0,-334.46000000000004,334.46000000000004
24,-34.45,Battery_1,charge,5.0,39.0,50.0,-34.45,0.0,-86.125,86.125
24,-34.45,Battery_2,charge,17.5,36.6,30.0,-34.45,0.0,-301.4375,301.4375
24,-34.45,Battery_3,charge,35.0,36.6,30.0,-34.45,0.0,-602.875,602.875
24,-34.45,Battery_4,charge,14.0,36.6,30.0,-34.45,0.0,-241.15000000000003,241.15000000000003
24,-34.45,Battery_5,charge,28.0,36.6,30.0,-34.45,0.0,-482.30000000000007,482.30000000000007
25,-45.58,Battery_1,charge,5.0,50.3,50.0,-45.58,0.0,-113.94999999999999,113.94999999999999
25,-45.58,Battery_2,charge,17.5,44.5,30.0,-45.58,0.0,-398.825,398.825
25,-45.58,Battery_3,charge,35.0,44.5,30.0,-45.58,0.0,-797.65,797.65
25,-45.58,Battery_4,charge,14.0,44.5,30.0,-45.58,0.0,-319.06,319.06
25,-45.58,Battery_5,charge,28.0,44.5,30.0,-45.58,0.0,-638.12,638.12
26,-53.64,Battery_1,charge,5.0,61.5,50.0,-53.64,0.0,-134.1,134.1
26,-53.64,Battery_2,charge,17.5,52.3,30.0,-53.64,0.0,-469.35,469.35
26,-53.64,Battery_3,charge,35.0,52.3,30.0,-53.64,0.0,-938.7,938.7
26,-53.64,Battery_4,charge,14.0,52.3,30.0,-53.64,0.0,-375.48,375.48
26,-53.64,Battery_5,charge,28.0,52.3,30.0,-53.64,0.0,-750.96,750.96
27,-57.82,Battery_1,charge,5.0,72.8,50.0,-57.82,0.0,-144.55,144.55
27,-57.82,Battery_2,charge,17.5,60.2,30.0,-57.82,0.0,-505.925,505.925
27,-57.82,Battery_3,charge,35.0,60.2,30.0,-57.82,0.0,-1011.85,1011.85
27,-57.82,Battery_4,charge,14.0,60.2,30.0,-57.82,0.0,-404.74,404.74
27,-57.82,Battery_5,charge,28.0,60.2,30.0,-57.82,0.0,-809.48,809.48
28,-57.32,Battery_1,charge,3.83,81.4,50.0,-57.32,0.0,-109.76780000000001,109.76780000000001
28,-57.32,Battery_2,charge,17.5,68.1,30.0,-57.32,0.0,-501.55,501.55
28,-57.32,Battery_3,charge,35.0,68.1,30.0,-57.32,0.0,-1003.1,1003.1
28,-57.32,Battery_4,charge,14.0,68.1,30.0,-57.32,0.0,-401.24,401.24
28,-57.32,Battery_5,charge,28.0,68.1,30.0,-57.32,0.0,-802.48,802.48
29,-51.58,Battery_1,charge,1.91,85.7,50.0,-51.58,0.0,-49.2589,49.2589
29,-51.58,Battery_2,charge,17.5,76.0,30.0,-51.58,0.0,-451.325,451.325
29,-51.58,Battery_3,charge,35.0,76.0,30.0,-51.58,0.0,-902.65,902.65
29,-51.58,Battery_4,charge,14.0,76.0,30.0,-51.58,0.0,-361.06,361.06
29,-51.58,Battery_5,charge,28.0,76.0,30.0,-51.58,0.0,-722.12,722.12
30,-47.54,Battery_1,charge,0.96,87.8,50.0,-47.54,0.0,-22.8192,22.8192
30,-47.54,Battery_2,charge,17.5,83.8,30.0,-47.54,0.0,-415.97499999999997,415.97499999999997
30,-47.54,Battery_3,charge,35.0,83.8,30.0,-47.54,0.0,-831.9499999999999,831.9499999999999
30,-47.54,Battery_4,charge,14.0,83.8,30.0,-47.54,0.0,-332.78,332.78
30,-47.54,Battery_5,charge,28.0,83.8,30.0,-47.54,0.0,-665.56,665.56
31,-24.86,Battery_1,charge,0.48,88.9,50.0,-24.86,0.0,-5.966399999999999,5.966399999999999
31,-24.86,Battery_2,charge,9.59,88.2,30.0,-24.86,0.0,-119.2037,119.2037
31,-24.86,Battery_3,charge,19.19,88.2,30.0,-24.86,0.0,-238.5317,238.5317
31,-24.86,Battery_4,charge,7.67,88.1,30.0,-24.86,0.0,-95.3381,95.3381
31,-24.86,Battery_5,charge,15.35,88.1,30.0,-24.86,0.0,-190.8005,190.8005
32,-9.26,Battery_1,charge,0.24,89.5,50.0,-9.26,0.0,-1.1112,1.1112
32,-9.26,Battery_2,charge,2.88,89.4,30.0,-9.26,0.0,-13.334399999999999,13.334399999999999
32,-9.26,Battery_3,charge,5.76,89.4,30.0,-9.26,0.0,-26.668799999999997,26.668799999999997
32,-9.26,Battery_4,charge,2.3,89.4,30.0,-9.26,0.0,-10.649,10.649
32,-9.26,Battery_5,charge,4.6,89.4,30.0,-9.26,0.0,-21.298,21.298
33,11.01,Battery_1,hold,0.0,89.5,50.0,11.01,0.0,0.0,0.0
33,11.01,Battery_2,hold,0.0,89.4,30.0,11.01,0.0,0.0,0.0
33,11.01,Battery_3,hold,0.0,89.4,30.0,11.01,0.0,0.0,0.0
33,11.01,Battery_4,hold,0.0,89.4,30.0,11.01,0.0,0.0,0.0
33,11.01,Battery_5,hold,0.0,89.4,30.0,11.01,0.0,0.0,0.0
34,49.66,Battery_1,hold,0.0,89.5,50.0,49.66,0.0,0.0,0.0
34,49.66,Battery_2,hold,0.0,89.4,30.0,49.66,0.0,0.0,0.0
34,49.66,Battery_3,hold,0.0,89.4,30.0,49.66,0.0,0.0,0.0
34,49.66,Battery_4,hold,0.0,89.4,30.0,49.66,0.0,0.0,0.0
34,49.66,Battery_5,hold,0.0,89.4,30.0,49.66,0.0,0.0,0.0
35,77.43,Battery_1,hold,0.0,89.5,50.0,77.43,0.0,0.0,0.0
35,77.43,Battery_2,hold,0.0,89.4,30.0,77.43,0.0,0.0,0.0
35,77.43,Battery_3,hold,0.0,89.4,30.0,77.43,0.0,0.0,0.0
35,77.43,Battery_4,hold,0.0,89.4,30.0,77.43,0.0,0.0,0.0
35,77.43,Battery_5,hold,0.0,89.4,30.0,77.43,0.0,0.0,0.0
36,93.0,Battery_1,hold,0.0,89.5,50.0,93.0,0.0,0.0,0.0
36,93.0,Battery_2,hold,0.0,89.4,30.0,93.0,0.0,0.0,0.0
36,93.0,Battery_3,hold,0.0,89.4,30.0,93.0,0.0,0.0,0.0
36,93.0,Battery_4,hold,0.0,89.4,30.0,93.0,0.0,0.0,0.0
36,93.0,Battery_5,hold,0.0,89.4,30.0,93.0,0.0,0.0,0.0
37,95.49,Battery_1,hold,0.0,89.5,50.0,95.49,0.0,0.0,0.0
37,95.49,Battery_2,hold,0.0,89.4,30.0,95.49,0.0,0.0,0.0
37,95.49,Battery_3,hold,0.0,89.4,30.0,95.49,0.0,0.0,0.0
37,95.49,Battery_4,hold,0.0,89.4,30.0,95.49,0.0,0.0,0.0
37,95.49,Battery_5,hold,0.0,89.4,30.0,95.49,0.0,0.0,0.0
38,104.5,Battery_1,discharge,5.0,75.6,50.0,104.5,261.25,0.0,261.25
38,104.5,Battery_2,discharge,17.5,79.7,30.0,104.5,914.375,0.0,914.375
38,104.5,Battery_3,discharge,35.0,79.7,30.0,104.5,1828.75,0.0,1828.75
38,104.5,Battery_4,discharge,14.0,79.7,30.0,104.5,731.5,0.0,731.5
38,104.5,Battery_5,discharge,28.0,79.7,30.0,104.5,1463.0,0.0,1463.0
39,115.5,Battery_1,discharge,5.0,61.7,50.0,115.5,288.75,0.0,288.75
39,115.5,Battery_2,discharge,17.5,70.0,30.0,115.5,1010.625,0.0,1010.625
39,115.5,Battery_3,discharge,35.0,70.0,30.0,115.5,2021.25,0.0,2021.25
39,115.5,Battery_4,discharge,14.0,70.0,30.0,115.5,808.5,0.0,808.5
39,115.5,Battery_5,discharge,28.0,70.0,30.0,115.5,1617.0,0.0,1617.0
40,121.64,Battery_1,discharge,5.0,47.8,50.0,121.64,304.1,0.0,304.1
40,121.64,Battery_2,discharge,17.5,60.3,30.0,121.64,1064.35,0.0,1064.35
40,121.64,Battery_3,discharge,35.0,60.3,30.0,121.64,2128.7,0.0,2128.7
40,121.64,Battery_4,discharge,14.0,60.3,30.0,121.64,851.48,0.0,851.48
40,121.64,Battery_5,discharge,28.0,60.3,30.0,121.64,1702.96,0.0,1702.96
41,118.36,Battery_1,discharge,5.0,33.9,50.0,118.36,295.9,0.0,295.9
41,118.36,Battery_2,discharge,17.5,50.6,30.0,118.36,1035.65,0.0,1035.65
41,118.36,Battery_3,discharge,35.0,50.6,30.0,118.36,2071.3,0.0,2071.3
41,118.36,Battery_4,discharge,14.0,50.6,30.0,118.36,828.52,0.0,828.52
41,118.36,Battery_5,discharge,28.0,50.6,30.0,118.36,1657.04,0.0,1657.04
42,116.97,Battery_1,discharge,4.3,22.0,50.0,116.97,251.48549999999997,0.0,251.48549999999997
42,116.97,Battery_2,discharge,17.5,40.8,30.0,116.97,1023.4875,0.0,1023.4875
42,116.97,Battery_3,discharge,35.0,40.8,30.0,116.97,2046.975,0.0,2046.975
42,116.97,Battery_4,discharge,14.0,40.8,30.0,116.97,818.79,0.0,818.79
42,116.97,Battery_5,discharge,28.0,40.8,30.0,116.97,1637.58,0.0,1637.58
43,100.87,Battery_1,discharge,2.15,16.0,50.0,100.87,108.43525,0.0,108.43525
43,100.87,Battery_2,discharge,17.5,31.1,30.0,100.87,882.6125000000001,0.0,882.6125000000001
43,100.87,Battery_3,discharge,35.0,31.1,30.0,100.87,1765.2250000000001,0.0,1765.2250000000001
43,100.87,Battery_4,discharge,14.0,31.1,30.0,100.87,706.09,0.0,706.09
43,100.87,Battery_5,discharge,28.0,31.1,30.0,100.87,1412.18,0.0,1412.18
44,99.93,Battery_1,hold,0.0,16.0,50.0,99.93,0.0,0.0,0.0
44,99.93,Battery_2,hold,0.0,31.1,30.0,99.93,0.0,0.0,0.0
44,99.93,Battery_3,hold,0.0,31.1,30.0,99.93,0.0,0.0,0.0
44,99.93,Battery_4,hold,0.0,31.1,30.0,99.93,0.0,0.0,0.0
44,99.93,Battery_5,hold,0.0,31.1,30.0,99.93,0.0,0.0,0.0
45,104.82,Battery_1,discharge,1.08,13.0,50.0,104.82,56.6028,0.0,56.6028
45,104.82,Battery_2,discharge,17.5,21.4,30.0,104.82,917.175,0.0,917.175
45,104.82,Battery_3,discharge,35.0,21.4,30.0,104.82,1834.35,0.0,1834.35
45,104.82,Battery_4,discharge,14.0,21.4,30.0,104.82,733.74,0.0,733.74
45,104.82,Battery_5,discharge,28.0,21.4,30.0,104.82,1467.48,0.0,1467.48
46,93.27,Battery_1,hold,0.0,13.0,50.0,93.27,0.0,0.0,0.0
46,93.27,Battery_2,hold,0.0,21.4,30.0,93.27,0.0,0.0,0.0
46,93.27,Battery_3,hold,0.0,21.4,30.0,93.27,0.0,0.0,0.0
46,93.27,Battery_4,hold,0.0,21.4,30.0,93.27,0.0,0.0,0.0
46,93.27,Battery_5,hold,0.0,21.4,30.0,93.27,0.0,0.0,0.0
47,91.15,Battery_1,hold,0.0,13.0,50.0,91.15,0.0,0.0,0.0
47,91.15,Battery_2,hold,0.0,21.4,30.0,91.15,0.0,0.0,0.0
47,91.15,Battery_3,hold,0.0,21.4,30.0,91.15,0.0,0.0,0.0
47,91.15,Battery_4,hold,0.0,21.4,30.0,91.15,0.0,0.0,0.0
47,91.15,Battery_5,hold,0.0,21.4,30.0,91.15,0.0,0.0,0.0
48,94.66,Battery_1,hold,0.0,13.0,50.0,94.66,0.0,0.0,0.0
48,94.66,Battery_2,hold,0.0,21.4,30.0,94.66,0.0,0.0,0.0
48,94.66,Battery_3,hold,0.0,21.4,30.0,94.66,0.0,0.0,0.0
48,94.66,Battery_4,hold,0.0,21.4,30.0,94.66,0.0,0.0,0.0
48,94.66,Battery_5,hold,0.0,21.4,30.0,94.66,0.0,0.0,0.0
