settlement_period,price,asset,action,power_mw,soc,energy_mwh,settle_price,settle_price_discharge,settle_price_charge
1,104.97348426811692,Battery_1,discharge,4.0,38.9,7.78,-3.26,-8.16,-2.36
2,101.83347086079144,Battery_1,hold,0.0,38.9,7.78,-2.04,-6.94,-1.1400000000000001
3,99.51434196967122,Battery_1,hold,0.0,38.9,7.78,-0.36,-5.260000000000001,0.54
4,99.19870244819931,Battery_1,hold,0.0,38.9,7.78,-2.24,-7.140000000000001,-1.3400000000000003
5,99.12318870913546,Battery_1,hold,0.0,38.9,7.78,-0.25,-5.15,0.65
6,98.87298725696222,Battery_1,hold,0.0,38.9,7.78,-0.2,-5.1000000000000005,0.7
7,90.48988773515612,Battery_1,hold,0.0,38.9,7.78,1.14,-3.7600000000000007,2.04
8,89.12038568006213,Battery_1,hold,0.0,38.9,7.78,2.56,-2.3400000000000003,3.46
9,89.0848610668306,Battery_1,hold,0.0,38.9,7.78,1.06,-3.8400000000000003,1.96
10,90.84743852209706,Battery_1,hold,0.0,38.9,7.78,4.04,-0.8600000000000003,4.94
11,96.95286251671703,Battery_1,hold,0.0,38.9,7.78,2.18,-2.72,3.08
12,103.51167690676077,Battery_1,discharge,4.0,27.8,5.56,3.91,-0.9900000000000002,4.8100000000000005
13,102.45344127337762,Battery_1,discharge,2.4,21.1,4.22,6.78,1.88,7.680000000000001
14,103.3696412742265,Battery_1,discharge,4.0,10.0,2.0,7.12,2.2199999999999998,8.02
15,85.65733396014153,Battery_1,hold,0.0,10.0,2.0,11.09,6.1899999999999995,11.99
16,89.26664833990239,Battery_1,hold,0.0,10.0,2.0,14.49,9.59,15.39
17,57.691916587023584,Battery_1,hold,0.0,10.0,2.0,10.95,6.049999999999999,11.85
18,53.04449468022386,Battery_1,hold,0.0,10.0,2.0,12.51,7.609999999999999,13.41
19,20.873027027613944,Battery_1,hold,0.0,10.0,2.0,8.61,3.709999999999999,9.51
20,7.1098668900143025,Battery_1,hold,0.0,10.0,2.0,5.96,1.0599999999999996,6.86
21,-1.711057731216357,Battery_1,hold,0.0,10.0,2.0,5.52,0.6199999999999992,6.42
22,-9.406612913483315,Battery_1,charge,3.56,18.0,3.6,4.17,-0.7300000000000004,5.07
23,-25.416425494599764,Battery_1,charge,4.0,27.0,5.4,2.99,-1.9100000000000001,3.89
24,-23.40327969050219,Battery_1,charge,4.0,36.0,7.2,0.75,-4.15,1.65
25,-23.334816589006806,Battery_1,charge,4.0,45.0,9.0,1.53,-3.37,2.43
26,-24.56131489801453,Battery_1,charge,4.0,54.0,10.8,0.76,-4.140000000000001,1.6600000000000001
27,-21.666182626337957,Battery_1,charge,4.0,63.0,12.6,-0.1,-5.0,0.8
28,-24.455403638667633,Battery_1,charge,4.0,72.0,14.4,-2.19,-7.09,-1.29
29,-19.174607653229458,Battery_1,charge,4.0,81.0,16.2,-1.47,-6.37,-0.57
30,-13.82923301384696,Battery_1,charge,4.0,90.0,18.0,-1.57,-6.470000000000001,-0.67
31,0.05585946213622606,Battery_1,hold,0.0,90.0,18.0,2.05,-2.8500000000000005,2.9499999999999997
32,15.062776159696341,Battery_1,hold,0.0,90.0,18.0,7.21,2.3099999999999996,8.11
33,42.520825286829606,Battery_1,hold,0.0,90.0,18.0,31.83,26.93,32.73
34,67.68206004381703,Battery_1,hold,0.0,90.0,18.0,49.7,44.800000000000004,50.6
35,114.5715058637011,Battery_1,hold,0.0,90.0,18.0,67.69,62.79,68.59
36,125.52277506863523,Battery_1,discharge,4.0,78.9,15.78,83.52,78.61999999999999,84.42
37,131.79636088222466,Battery_1,discharge,4.0,67.8,13.56,109.09,104.19,109.99000000000001
38,135.373924429889,Battery_1,discharge,4.0,56.7,11.33,121.1,116.19999999999999,122.0
39,141.39899330541073,Battery_1,discharge,4.0,45.6,9.11,129.15,124.25,130.05
40,138.50571284064603,Battery_1,discharge,4.0,34.4,6.89,137.3,132.4,138.20000000000002
41,131.42989136409733,Battery_1,discharge,4.0,23.3,4.67,102.81,97.91,103.71000000000001
42,121.83843249310249,Battery_1,discharge,4.0,12.2,2.44,75.29,70.39,76.19000000000001
43,121.19670796583907,Battery_1,discharge,0.8,10.0,2.0,85.47,80.57,86.37
44,113.48338171913093,Battery_1,hold,0.0,10.0,2.0,49.98,45.08,50.879999999999995
45,112.99497076846612,Battery_1,hold,0.0,10.0,2.0,35.5,30.6,36.4
46,109.3866469385558,Battery_1,hold,0.0,10.0,2.0,32.6,27.700000000000003,33.5
47,105.38010317356694,Battery_1,hold,0.0,10.0,2.0,11.98,7.08,12.88
48,102.19798450081237,Battery_1,hold,0.0,10.0,2.0,7.12,2.2199999999999998,8.02
1,104.97348426811692,Battery_2,discharge,12.5,43.1,43.06,-3.26,-8.16,-2.36
2,101.83347086079144,Battery_2,discharge,12.5,36.1,36.11,-2.04,-6.94,-1.1400000000000001
3,99.51434196967122,Battery_2,discharge,9.5,30.8,30.83,-0.36,-5.260000000000001,0.54
4,99.19870244819931,Battery_2,hold,0.0,30.8,30.83,-2.24,-7.140000000000001,-1.3400000000000003
5,99.12318870913546,Battery_2,hold,0.0,30.8,30.83,-0.25,-5.15,0.65
6,98.87298725696222,Battery_2,hold,0.0,30.8,30.83,-0.2,-5.1000000000000005,0.7
7,90.48988773515612,Battery_2,hold,0.0,30.8,30.83,1.14,-3.7600000000000007,2.04
8,89.12038568006213,Battery_2,hold,0.0,30.8,30.83,2.56,-2.3400000000000003,3.46
9,89.0848610668306,Battery_2,hold,0.0,30.8,30.83,1.06,-3.8400000000000003,1.96
10,90.84743852209706,Battery_2,hold,0.0,30.8,30.83,4.04,-0.8600000000000003,4.94
11,96.95286251671703,Battery_2,hold,0.0,30.8,30.83,2.18,-2.72,3.08
12,103.51167690676077,Battery_2,discharge,12.5,23.9,23.89,3.91,-0.9900000000000002,4.8100000000000005
