settlement_period,ssp,sbp,price_used,asset,action,power_mw,soc,energy_mwh,ssp_settle,sbp_settle
22,-0.87,-0.87,-0.87,Battery_3,charge,15.0,31.2,62.42,-5.7700000000000005,0.030000000000000027
23,-2.86,-2.86,-2.86,Battery_3,charge,15.0,34.6,69.17,-7.76,-1.96
24,-2.81,-2.81,-2.81,Battery_3,charge,15.0,38.0,75.92,-7.710000000000001,-1.9100000000000001
25,-16.21,-16.21,-16.21,Battery_3,charge,15.0,41.3,82.67,-21.11,-15.31
26,-4.52,-4.52,-4.52,Battery_3,charge,15.0,44.7,89.42,-9.42,-3.6199999999999997
27,-19.62,-19.62,-19.62,Battery_3,charge,15.0,48.1,96.17,-24.520000000000003,-18.720000000000002
28,-25.51,-25.51,-25.51,Battery_3,charge,15.0,51.5,102.92,-30.410000000000004,-24.610000000000003
29,-49.9,-49.9,-49.9,Battery_3,charge,15.0,54.8,109.67,-54.8,-49.0
30,-50.0,-50.0,-50.0,Battery_3,charge,15.0,58.2,116.42,-54.9,-49.1
31,-30.84,-30.84,-30.84,Battery_3,charge,15.0,61.6,123.17,-35.74,-29.94
32,-30.0,-30.0,-30.0,Battery_3,charge,15.0,65.0,129.92,-34.9,-29.1
33,-19.03,-19.03,-19.03,Battery_3,charge,15.0,68.3,136.67,-23.93,-18.130000000000003
34,38.19,38.19,38.19,Battery_3,discharge,15.0,64.2,128.33,33.29,39.089999999999996
35,10.0,10.0,0.0,Battery_3,hold,0.0,64.2,128.33,5.1,10.9
36,170.0,170.0,170.0,Battery_3,discharge,15.0,60.0,120.0,165.1,170.9
37,200.0,200.0,200.0,Battery_3,discharge,15.0,55.8,111.67,195.1,200.9
38,210.0,210.0,210.0,Battery_3,discharge,15.0,51.7,103.33,205.1,210.9
39,170.0,170.0,170.0,Battery_3,discharge,15.0,47.5,95.0,165.1,170.9
40,214.57,214.57,214.57,Battery_3,discharge,15.0,43.3,86.67,209.67,215.47
41,225.0,225.0,225.0,Battery_3,discharge,15.0,39.2,78.33,220.1,225.9
42,225.0,225.0,225.0,Battery_3,discharge,15.0,35.0,70.0,220.1,225.9
43,233.0,233.0,233.0,Battery_3,discharge,15.0,30.8,61.67,228.1,233.9
44,233.0,233.0,233.0,Battery_3,discharge,15.0,26.7,53.33,228.1,233.9
45,233.0,233.0,233.0,Battery_3,discharge,15.0,22.5,45.0,228.1,233.9
46,233.0,233.0,233.0,Battery_3,discharge,15.0,18.3,36.67,228.1,233.9
47,132.0,132.0,132.0,Battery_3,discharge,15.0,14.2,28.33,127.1,132.9
48,125.1,125.1,125.1,Battery_3,discharge,15.0,10.0,20.0,120.19999999999999,126.0
1,4.17,4.17,0.0,Battery_4,hold,0.0,10.0,8.0,-0.7300000000000004,5.07
2,1.21,1.21,1.21,Battery_4,charge,6.0,13.4,10.7,-3.6900000000000004,2.11
3,-14.99,-14.99,-14.99,Battery_4,charge,6.0,16.8,13.4,-19.89,-14.09
4,-2.83,-2.83,-2.83,Battery_4,charge,6.0,20.1,16.1,-7.73,-1.9300000000000002
5,-6.92,-6.92,-6.92,Battery_4,charge,6.0,23.5,18.8,-11.82,-6.02
6,0.05,0.05,0.05,Battery_4,charge,6.0,26.9,21.5,-4.8500000000000005,0.9500000000000001
7,-0.63,-0.63,-0.63,Battery_4,charge,6.0,30.2,24.2,-5.53,0.27
8,-0.46,-0.46,-0.46,Battery_4,charge,6.0,33.6,26.9,-5.36,0.44
9,-0.44,-0.44,-0.44,Battery_4,charge,6.0,37.0,29.6,-5.340000000000001,0.46
10,0.61,0.61,0.61,Battery_4,charge,6.0,40.4,32.3,-4.29,1.51
11,33.5,33.5,33.5,Battery_4,discharge,6.0,36.2,28.97,28.6,34.4
12,54.17,54.17,54.17,Battery_4,discharge,6.0,32.0,25.63,49.27,55.07
13,11.61,11.61,11.61,Battery_4,discharge,6.0,27.9,22.3,6.709999999999999,12.51
14,10.56,10.56,10.56,Battery_4,discharge,2.64,26.0,20.83,5.66,11.46
15,7.92,7.92,0.0,Battery_4,hold,0.0,26.0,20.83,3.0199999999999996,8.82
16,9.36,9.36,0.0,Battery_4,hold,0.0,26.0,20.83,4.459999999999999,10.26
17,40.63,40.63,40.63,Battery_4,discharge,6.0,21.9,17.5,35.730000000000004,41.53
18,13.67,13.67,13.67,Battery_4,discharge,6.0,17.7,14.17,8.77,14.57
19,3.07,3.07,3.07,Battery_4,charge,6.0,21.1,16.87,-1.8300000000000005,3.9699999999999998
20,1.12,1.12,1.12,Battery_4,charge,6.0,24.5,19.57,-3.7800000000000002,2.02
21,0.11,0.11,0.11,Battery_4,charge,6.0,27.8,22.27,-4.79,1.01
22,-0.87,-0.87,-0.87,Battery_4,charge,6.0,31.2,24.97,-5.7700000000000005,0.030000000000000027
23,-2.86,-2.86,-2.86,Battery_4,charge,6.0,34.6,27.67,-7.76,-1.96
24,-2.81,-2.81,-2.81,Battery_4,charge,6.0,38.0,30.37,-7.710000000000001,-1.9100000000000001
25,-16.21,-16.21,-16.21,Battery_4,charge,6.0,41.3,33.07,-21.11,-15.31
26,-4.52,-4.52,-4.52,Battery_4,charge,6.0,44.7,35.77,-9.42,-3.6199999999999997
27,-19.62,-19.62,-19.62,Battery_4,charge,6.0,48.1,38.47,-24.520000000000003,-18.720000000000002
28,-25.51,-25.51,-25.51,Battery_4,charge,6.0,51.5,41.17,-30.410000000000004,-24.610000000000003
29,-49.9,-49.9,-49.9,Battery_4,charge,6.0,54.8,43.87,-54.8,-49.0
30,-50.0,-50.0,-50.0,Battery_4,charge,6.0,58.2,46.57,-54.9,-49.1
31,-30.84,-30.84,-30.84,Battery_4,charge,6.0,61.6,49.27,-35.74,-29.94
32,-30.0,-30.0,-30.0,Battery_4,charge,6.0,65.0,51.97,-34.9,-29.1
33,-19.03,-19.03,-19.03,Battery_4,charge,6.0,68.3,54.67,-23.93,-18.130000000000003
34,38.19,38.19,38.19,Battery_4,discharge,6.0,64.2,51.33,33.29,39.089999999999996
35,10.0,10.0,0.0,Battery_4,hold,0.0,64.2,51.33,5.1,10.9
36,170.0,170.0,170.0,Battery_4,discharge,6.0,60.0,48.0,165.1,170.9
37,200.0,200.0,200.0,Battery_4,discharge,6.0,55.8,44.67,195.1,200.9
38,210.0,210.0,210.0,Battery_4,discharge,6.0,51.7,41.33,205.1,210.9
39,170.0,170.0,170.0,Battery_4,discharge,6.0,47.5,38.0,165.1,170.9
40,214.57,214.57,214.57,Battery_4,discharge,6.0,43.3,34.67,209.67,215.47
41,225.0,225.0,225.0,Battery_4,discharge,6.0,39.2,31.33,220.1,225.9
42,225.0,225.0,225.0,Battery_4,discharge,6.0,35.0,28.0,220.1,225.9
43,233.0,233.0,233.0,Battery_4,discharge,6.0,30.8,24.67,228.1,233.9
44,233.0,233.0,233.0,Battery_4,discharge,6.0,26.7,21.33,228.1,233.9
45,233.0,233.0,233.0,Battery_4,discharge,6.0,22.5,18.0,228.1,233.9
46,233.0,233.0,233.0,Battery_4,discharge,6.0,18.3,14.67,228.1,233.9
47,132.0,132.0,132.0,Battery_4,discharge,6.0,14.2,11.33,127.1,132.9
48,125.1,125.1,125.1,Battery_4,discharge,6.0,10.0,8.0,120.19999999999999,126.0
1,4.17,4.17,0.0,Battery_5,hold,0.0,10.0,16.0,-0.7300000000000004,5.07
2,1.21,1.21,1.21,Battery_5,charge,12.0,13.4,21.4,-3.6900000000000004,2.11
3,-14.99,-14.99,-14.99,Battery_5,charge,12.0,16.8,26.8,-19.89,-14.09
4,-2.83,-2.83,-2.83,Battery_5,charge,12.0,20.1,32.2,-7.73,-1.9300000000000002
5,-6.92,-6.92,-6.92,Battery_5,charge,12.0,23.5,37.6,-11.82,-6.02
6,0.05,0.05,0.05,Battery_5,charge,12.0,26.9,43.0,-4.8500000000000005,0.9500000000000001
7,-0.63,-0.63,-0.63,Battery_5,charge,12.0,30.2,48.4,-5.53,0.27
8,-0.46,-0.46,-0.46,Battery_5,charge,12.0,33.6,53.8,-5.36,0.44
9,-0.44,-0.44,-0.44,Battery_5,charge,12.0,37.0,59.2,-5.340000000000001,0.46
10,0.61,0.61,0.61,Battery_5,charge,12.0,40.4,64.6,-4.29,1.51
11,33.5,33.5,33.5,Battery_5,discharge,12.0,36.2,57.93,28.6,34.4
12,54.17,54.17,54.17,Battery_5,discharge,12.0,32.0,51.27,49.27,55.07
13,11.61,11.61,11.61,Battery_5,discharge,12.0,27.9,44.6,6.709999999999999,12.51
14,10.56,10.56,10.56,Battery_5,discharge,5.28,26.0,41.67,5.66,11.46
15,7.92,7.92,0.0,Battery_5,hold,0.0,26.0,41.67,3.0199999999999996,8.82
16,9.36,9.36,0.0,Battery_5,hold,0.0,26.0,41.67,4.459999999999999,10.26
17,40.63,40.63,40.63,Battery_5,discharge,12.0,21.9,35.0,35.730000000000004,41.53
18,13.67,13.67,13.67,Battery_5,discharge,12.0,17.7,28.33,8.77,14.57
19,3.07,3.07,3.07,Battery_5,charge,12.0,21.1,33.73,-1.8300000000000005,3.9699999999999998
20,1.12,1.12,1.12,Battery_5,charge,12.0,24.5,39.13,-3.7800000000000002,2.02
21,0.11,0.11,0.11,Battery_5,charge,12.0,27.8,44.53,-4.79,1.01
22,-0.87,-0.87,-0.87,Battery_5,charge,12.0,31.2,49.93,-5.7700000000000005,0.030000000000000027
23,-2.86,-2.86,-2.86,Battery_5,charge,12.0,34.6,55.33,-7.76,-1.96
24,-2.81,-2.81,-2.81,Battery_5,charge,12.0,38.0,60.73,-7.710000000000001,-1.9100000000000001
25,-16.21,-16.21,-16.21,Battery_5,charge,12.0,41.3,66.13,-21.11,-15.31
26,-4.52,-4.52,-4.52,Battery_5,charge,12.0,44.7,71.53,-9.42,-3.6199999999999997
27,-19.62,-19.62,-19.62,Battery_5,charge,12.0,48.1,76.93,-24.520000000000003,-18.720000000000002
28,-25.51,-25.51,-25.51,Battery_5,charge,12.0,51.5,82.33,-30.410000000000004,-24.610000000000003
29,-49.9,-49.9,-49.9,Battery_5,charge,12.0,54.8,87.73,-54.8,-49.0
30,-50.0,-50.0,-50.0,Battery_5,charge,12.0,58.2,93.13,-54.9,-49.1
31,-30.84,-30.84,-30.84,Battery_5,charge,12.0,61.6,98.53,-35.74,-29.94
32,-30.0,-30.0,-30.0,Battery_5,charge,12.0,65.0,103.93,-34.9,-29.1
33,-19.03,-19.03,-19.03,Battery_5,charge,12.0,68.3,109.33,-23.93,-18.130000000000003
34,38.19,38.19,38.19,Battery_5,discharge,12.0,64.2,102.67,33.29,39.089999999999996
35,10.0,10.0,0.0,Battery_5,hold,0.0,64.2,102.67,5.1,10.9
36,170.0,170.0,170.0,Battery_5,discharge,12.0,60.0,96.0,165.1,170.9
37,200.0,200.0,200.0,Battery_5,discharge,12.0,55.8,89.33,195.1,200.9
38,210.0,210.0,210.0,Battery_5,discharge,12.0,51.7,82.67,205.1,210.9
39,170.0,170.0,170.0,Battery_5,discharge,12.0,47.5,76.0,165.1,170.9
40,214.57,214.57,214.57,Battery_5,discharge,12.0,43.3,69.33,209.67,215.47
41,225.0,225.0,225.0,Battery_5,discharge,12.0,39.2,62.67,220.1,225.9
42,225.0,225.0,225.0,Battery_5,discharge,12.0,35.0,56.0,220.1,225.9
43,233.0,233.0,233.0,Battery_5,discharge,12.0,30.8,49.33,228.1,233.9
44,233.0,233.0,233.0,Battery_5,discharge,12.0,26.7,42.67,228.1,233.9
45,233.0,233.0,233.0,Battery_5,discharge,12.0,22.5,36.0,228.1,233.9
46,233.0,233.0,233.0,Battery_5,discharge,12.0,18.3,29.33,228.1,233.9
47,132.0,132.0,132.0,Battery_5,discharge,12.0,14.2,22.67,127.1,132.9
48,125.1,125.1,125.1,Battery_5,discharge,12.0,10.0,16.0,120.19999999999999,126.0
