settlement_period,ssp,sbp,price_used,asset,action,power_mw,soc,energy_mwh
1,92.46,92.46,92.46,Battery_1,charge,3.0,16.8,3.35
2,131.0,131.0,131.0,Battery_1,discharge,2.43,10.0,2.0
3,126.0,126.0,0.0,Battery_1,hold,0.0,10.0,2.0
4,126.38,126.38,0.0,Battery_1,hold,0.0,10.0,2.0
5,121.22,121.22,0.0,Battery_1,hold,0.0,10.0,2.0
6,126.0,126.0,0.0,Battery_1,hold,0.0,10.0,2.0
7,125.12,125.12,0.0,Battery_1,hold,0.0,10.0,2.0
8,125.5,125.5,0.0,Battery_1,hold,0.0,10.0,2.0
9,130.0,130.0,0.0,Battery_1,hold,0.0,10.0,2.0
10,130.0,130.0,0.0,Battery_1,hold,0.0,10.0,2.0
11,130.0,130.0,0.0,Battery_1,hold,0.0,10.0,2.0
12,129.0,129.0,0.0,Battery_1,hold,0.0,10.0,2.0
13,66.31,66.31,0.0,Battery_1,hold,0.0,10.0,2.0
14,61.67,61.67,0.0,Battery_1,hold,0.0,10.0,2.0
15,64.23,64.23,0.0,Battery_1,hold,0.0,10.0,2.0
16,46.13,46.13,0.0,Battery_1,hold,0.0,10.0,2.0
17,0.85,0.85,0.85,Battery_1,charge,3.0,16.8,3.35
18,0.85,0.85,0.85,Battery_1,charge,3.0,23.5,4.7
19,0.85,0.85,0.85,Battery_1,charge,3.0,30.2,6.05
20,16.11,16.11,16.11,Battery_1,charge,2.56,36.0,7.2
21,0.0,0.0,0.0,Battery_1,charge,3.0,42.8,8.55
22,-10.02,-10.02,-10.02,Battery_1,charge,3.0,49.5,9.9
23,-14.2,-14.2,-14.2,Battery_1,charge,3.0,56.2,11.25
24,-14.2,-14.2,-14.2,Battery_1,charge,3.0,63.0,12.6
25,-14.2,-14.2,-14.2,Battery_1,charge,3.0,69.8,13.95
26,-14.2,-14.2,-14.2,Battery_1,charge,3.0,76.5,15.3
27,-28.7,-28.7,-28.7,Battery_1,charge,3.0,83.2,16.65
28,-14.2,-14.2,-14.2,Battery_1,charge,3.0,90.0,18.0
29,55.82,55.82,55.82,Battery_1,discharge,3.0,81.7,16.33
30,67.54,67.54,67.54,Battery_1,discharge,3.0,73.3,14.67
31,-14.2,-14.2,-14.2,Battery_1,charge,3.0,80.1,16.02
32,-12.27,-12.27,-12.27,Battery_1,charge,3.0,86.8,17.37
33,19.71,19.71,19.71,Battery_1,charge,1.41,90.0,18.0
34,114.12,114.12,114.12,Battery_1,discharge,3.0,81.7,16.33
35,126.57,126.57,126.57,Battery_1,discharge,3.0,73.3,14.67
36,35.01,35.01,35.01,Battery_1,charge,3.0,80.1,16.02
37,83.87,83.87,0.0,Battery_1,hold,0.0,80.1,16.02
38,88.38,88.38,88.38,Battery_1,discharge,3.0,71.8,14.35
39,105.37,105.37,105.37,Battery_1,discharge,3.0,63.4,12.68
40,80.0,80.0,0.0,Battery_1,hold,0.0,63.4,12.68
41,70.65,70.65,70.65,Battery_1,charge,2.19,68.3,13.67
42,110.6,110.6,110.6,Battery_1,discharge,3.0,60.0,12.0
43,135.0,135.0,135.0,Battery_1,discharge,3.0,51.7,10.33
44,135.0,135.0,135.0,Battery_1,discharge,3.0,43.3,8.67
45,135.0,135.0,135.0,Battery_1,discharge,3.0,35.0,7.0
46,131.45,131.45,131.45,Battery_1,discharge,3.0,26.7,5.33
47,129.25,129.25,129.25,Battery_1,discharge,3.0,18.3,3.67
48,126.0,126.0,126.0,Battery_1,discharge,3.0,10.0,2.0
1,92.46,92.46,92.46,Battery_2,charge,7.5,13.4,13.38
2,131.0,131.0,131.0,Battery_2,discharge,6.08,10.0,10.0
3,126.0,126.0,0.0,Battery_2,hold,0.0,10.0,10.0
4,126.38,126.38,0.0,Battery_2,hold,0.0,10.0,10.0
5,121.22,121.22,0.0,Battery_2,hold,0.0,10.0,10.0
