settlement_period,price,asset,action,power_mw,soc,energy_mwh
1,139.27,Battery_1,hold,0.0,50.0,10.0
2,139.46,Battery_1,hold,0.0,50.0,10.0
3,141.89,Battery_1,hold,0.0,50.0,10.0
4,143.25,Battery_1,hold,0.0,50.0,10.0
5,143.55,Battery_1,hold,0.0,50.0,10.0
6,143.52,Battery_1,hold,0.0,50.0,10.0
7,134.45,Battery_1,hold,0.0,50.0,10.0
8,132.29,Battery_1,hold,0.0,50.0,10.0
9,133.1,Battery_1,hold,0.0,50.0,10.0
10,135.53,Battery_1,hold,0.0,50.0,10.0
11,147.0,Battery_1,hold,0.0,50.0,10.0
12,151.83,Battery_1,hold,0.0,50.0,10.0
13,157.46,Battery_1,discharge,2.4,43.3,8.67
14,159.84,Battery_1,discharge,4.0,32.2,6.44
15,160.01,Battery_1,discharge,4.0,21.1,4.22
16,157.67,Battery_1,discharge,4.0,10.0,2.0
17,140.43,Battery_1,hold,0.0,10.0,2.0
18,132.22,Battery_1,hold,0.0,10.0,2.0
19,102.38,Battery_1,hold,0.0,10.0,2.0
20,80.45,Battery_1,charge,4.0,19.0,3.8
21,78.23,Battery_1,charge,4.0,28.0,5.6
22,61.61,Battery_1,charge,4.0,37.0,7.4
23,57.52,Battery_1,charge,4.0,46.0,9.2
24,60.2,Battery_1,charge,4.0,55.0,11.0
25,63.59,Battery_1,charge,4.0,64.0,12.8
26,68.91,Battery_1,charge,4.0,73.0,14.6
27,77.69,Battery_1,charge,4.0,82.0,16.4
28,91.48,Battery_1,charge,3.56,90.0,18.0
29,97.92,Battery_1,hold,0.0,90.0,18.0
30,103.31,Battery_1,hold,0.0,90.0,18.0
31,135.39,Battery_1,hold,0.0,90.0,18.0
32,134.91,Battery_1,hold,0.0,90.0,18.0
33,141.57,Battery_1,hold,0.0,90.0,18.0
34,139.7,Battery_1,hold,0.0,90.0,18.0
35,144.05,Battery_1,hold,0.0,90.0,18.0
36,156.64,Battery_1,discharge,0.8,87.8,17.56
37,171.65,Battery_1,discharge,4.0,76.7,15.33
38,169.14,Battery_1,discharge,4.0,65.6,13.11
39,178.75,Battery_1,discharge,4.0,54.4,10.89
40,180.88,Battery_1,discharge,4.0,43.3,8.67
41,178.37,Battery_1,discharge,4.0,32.2,6.44
42,175.22,Battery_1,discharge,4.0,21.1,4.22
43,160.02,Battery_1,discharge,4.0,10.0,2.0
44,145.81,Battery_1,hold,0.0,10.0,2.0
45,153.69,Battery_1,hold,0.0,10.0,2.0
46,141.42,Battery_1,hold,0.0,10.0,2.0
47,156.43,Battery_1,hold,0.0,10.0,2.0
48,150.47,Battery_1,hold,0.0,10.0,2.0
1,139.27,Battery_2,hold,0.0,50.0,50.0
2,139.46,Battery_2,hold,0.0,50.0,50.0
3,141.89,Battery_2,hold,0.0,50.0,50.0
4,143.25,Battery_2,hold,0.0,50.0,50.0
5,143.55,Battery_2,hold,0.0,50.0,50.0
6,143.52,Battery_2,hold,0.0,50.0,50.0
7,134.45,Battery_2,hold,0.0,50.0,50.0
8,132.29,Battery_2,hold,0.0,50.0,50.0
9,133.1,Battery_2,hold,0.0,50.0,50.0
10,135.53,Battery_2,hold,0.0,50.0,50.0
11,147.0,Battery_2,hold,0.0,50.0,50.0
12,151.83,Battery_2,discharge,12.5,43.1,43.06
13,157.46,Battery_2,discharge,12.5,36.1,36.11
14,159.84,Battery_2,discharge,12.5,29.2,29.17
15,160.01,Battery_2,discharge,12.5,22.2,22.22
16,157.67,Battery_2,discharge,12.5,15.3,15.28
17,140.43,Battery_2,hold,0.0,15.3,15.28
18,132.22,Battery_2,hold,0.0,15.3,15.28
19,102.38,Battery_2,charge,12.5,20.9,20.9
20,80.45,Battery_2,charge,12.5,26.5,26.53
21,78.23,Battery_2,charge,12.5,32.2,32.15
22,61.61,Battery_2,charge,12.5,37.8,37.78
23,57.52,Battery_2,charge,12.5,43.4,43.4
24,60.2,Battery_2,charge,12.5,49.0,49.03
25,63.59,Battery_2,charge,12.5,54.7,54.65
26,68.91,Battery_2,charge,12.5,60.3,60.28
27,77.69,Battery_2,charge,12.5,65.9,65.9
28,91.48,Battery_2,charge,12.5,71.5,71.53
29,97.92,Battery_2,charge,12.5,77.2,77.15
30,103.31,Battery_2,charge,12.5,82.8,82.78
31,135.39,Battery_2,hold,0.0,82.8,82.78
32,134.91,Battery_2,hold,0.0,82.8,82.78
33,141.57,Battery_2,hold,0.0,82.8,82.78
34,139.7,Battery_2,hold,0.0,82.8,82.78
35,144.05,Battery_2,hold,0.0,82.8,82.78
36,156.64,Battery_2,discharge,12.5,75.8,75.83
37,171.65,Battery_2,discharge,12.5,68.9,68.89
38,169.14,Battery_2,discharge,12.5,61.9,61.94
39,178.75,Battery_2,discharge,12.5,55.0,55.0
40,180.88,Battery_2,discharge,12.5,48.1,48.06
41,178.37,Battery_2,discharge,12.5,41.1,41.11
42,175.22,Battery_2,discharge,12.5,34.2,34.17
43,160.02,Battery_2,discharge,12.5,27.2,27.22
44,145.81,Battery_2,hold,0.0,27.2,27.22
45,153.69,Battery_2,discharge,12.5,20.3,20.28
46,141.42,Battery_2,hold,0.0,20.3,20.28
47,156.43,Battery_2,discharge,12.5,13.3,13.33
48,150.47,Battery_2,discharge,6.0,10.0,10.0
1,139.27,Battery_3,hold,0.0,50.0,100.0
2,139.46,Battery_3,hold,0.0,50.0,100.0
3,141.89,Battery_3,hold,0.0,50.0,100.0
4,143.25,Battery_3,hold,0.0,50.0,100.0
5,143.55,Battery_3,hold,0.0,50.0,100.0
6,143.52,Battery_3,hold,0.0,50.0,100.0
7,134.45,Battery_3,hold,0.0,50.0,100.0
8,132.29,Battery_3,hold,0.0,50.0,100.0
9,133.1,Battery_3,hold,0.0,50.0,100.0
10,135.53,Battery_3,hold,0.0,50.0,100.0
11,147.0,Battery_3,hold,0.0,50.0,100.0
12,151.83,Battery_3,discharge,25.0,43.1,86.11
13,157.46,Battery_3,discharge,25.0,36.1,72.22
14,159.84,Battery_3,discharge,25.0,29.2,58.33
15,160.01,Battery_3,discharge,25.0,22.2,44.44
16,157.67,Battery_3,discharge,25.0,15.3,30.56
17,140.43,Battery_3,hold,0.0,15.3,30.56
18,132.22,Battery_3,hold,0.0,15.3,30.56
19,102.38,Battery_3,charge,25.0,20.9,41.81
20,80.45,Battery_3,charge,25.0,26.5,53.06
21,78.23,Battery_3,charge,25.0,32.2,64.31
22,61.61,Battery_3,charge,25.0,37.8,75.56
