settlement_period,price,asset,action,power_mw,soc,energy_mwh
1,113.1,Battery_1,hold,0.0,50.0,10.0
2,113.77,Battery_1,hold,0.0,50.0,10.0
3,123.34,Battery_1,hold,0.0,50.0,10.0
4,127.38,Battery_1,discharge,4.0,38.9,7.78
5,125.82,Battery_1,discharge,4.0,27.8,5.56
6,123.35,Battery_1,discharge,2.4,21.1,4.22
7,122.23,Battery_1,hold,0.0,21.1,4.22
8,120.52,Battery_1,hold,0.0,21.1,4.22
9,125.48,Battery_1,discharge,4.0,10.0,2.0
10,118.3,Battery_1,hold,0.0,10.0,2.0
11,118.89,Battery_1,hold,0.0,10.0,2.0
12,110.36,Battery_1,hold,0.0,10.0,2.0
13,98.23,Battery_1,hold,0.0,10.0,2.0
14,100.2,Battery_1,hold,0.0,10.0,2.0
15,97.18,Battery_1,hold,0.0,10.0,2.0
16,101.34,Battery_1,hold,0.0,10.0,2.0
17,99.13,Battery_1,hold,0.0,10.0,2.0
18,107.86,Battery_1,hold,0.0,10.0,2.0
19,48.4,Battery_1,charge,4.0,19.0,3.8
20,64.49,Battery_1,discharge,3.24,10.0,2.0
21,55.51,Battery_1,hold,0.0,10.0,2.0
22,37.39,Battery_1,hold,0.0,10.0,2.0
23,26.78,Battery_1,hold,0.0,10.0,2.0
24,20.94,Battery_1,hold,0.0,10.0,2.0
25,15.27,Battery_1,hold,0.0,10.0,2.0
26,12.0,Battery_1,charge,4.0,19.0,3.8
27,11.91,Battery_1,charge,4.0,28.0,5.6
28,10.79,Battery_1,charge,4.0,37.0,7.4
29,9.21,Battery_1,charge,4.0,46.0,9.2
30,3.83,Battery_1,charge,4.0,55.0,11.0
31,5.62,Battery_1,charge,4.0,64.0,12.8
32,2.84,Battery_1,charge,4.0,73.0,14.6
33,7.15,Battery_1,charge,4.0,82.0,16.4
34,12.07,Battery_1,charge,3.56,90.0,18.0
35,75.45,Battery_1,hold,0.0,90.0,18.0
36,78.65,Battery_1,hold,0.0,90.0,18.0
37,101.52,Battery_1,hold,0.0,90.0,18.0
38,110.73,Battery_1,hold,0.0,90.0,18.0
39,124.9,Battery_1,discharge,4.0,78.9,15.78
40,127.61,Battery_1,discharge,4.0,67.8,13.56
41,129.01,Battery_1,discharge,4.0,56.7,11.33
42,126.51,Battery_1,discharge,4.0,45.6,9.11
43,129.82,Battery_1,discharge,4.0,34.4,6.89
44,130.92,Battery_1,discharge,4.0,23.3,4.67
45,130.76,Battery_1,discharge,4.0,12.2,2.44
46,124.1,Battery_1,discharge,0.8,10.0,2.0
47,118.93,Battery_1,hold,0.0,10.0,2.0
48,115.69,Battery_1,hold,0.0,10.0,2.0
1,113.1,Battery_2,hold,0.0,50.0,50.0
2,113.77,Battery_2,hold,0.0,50.0,50.0
3,123.34,Battery_2,discharge,12.5,43.1,43.06
4,127.38,Battery_2,discharge,12.5,36.1,36.11
5,125.82,Battery_2,discharge,12.5,29.2,29.17
6,123.35,Battery_2,discharge,12.5,22.2,22.22
7,122.23,Battery_2,discharge,9.5,16.9,16.94
8,120.52,Battery_2,hold,0.0,16.9,16.94
9,125.48,Battery_2,discharge,12.5,10.0,10.0
10,118.3,Battery_2,hold,0.0,10.0,10.0
11,118.89,Battery_2,hold,0.0,10.0,10.0
12,110.36,Battery_2,hold,0.0,10.0,10.0
13,98.23,Battery_2,hold,0.0,10.0,10.0
14,100.2,Battery_2,hold,0.0,10.0,10.0
15,97.18,Battery_2,hold,0.0,10.0,10.0
16,101.34,Battery_2,hold,0.0,10.0,10.0
17,99.13,Battery_2,hold,0.0,10.0,10.0
18,107.86,Battery_2,hold,0.0,10.0,10.0
19,48.4,Battery_2,charge,12.5,15.6,15.62
20,64.49,Battery_2,hold,0.0,15.6,15.62
21,55.51,Battery_2,charge,2.78,16.9,16.88
