settlementDate,settlementPeriod,startTime,publishTime,nationalDemand,transmissionSystemDemand
2024-08-31,1,2024-08-30T23:00:00Z,2024-08-30T11:47:00Z,21070,21725
2024-08-31,2,2024-08-30T23:30:00Z,2024-08-30T11:47:00Z,20618,21139
2024-08-31,3,2024-08-31T00:00:00Z,2024-08-30T11:47:00Z,20275,20775
2024-08-31,4,2024-08-31T00:30:00Z,2024-08-30T11:47:00Z,19820,20320
2024-08-31,5,2024-08-31T01:00:00Z,2024-08-30T11:47:00Z,19397,19897
2024-08-31,6,2024-08-31T01:30:00Z,2024-08-30T11:47:00Z,18792,19292
2024-08-31,7,2024-08-31T02:00:00Z,2024-08-30T11:47:00Z,18135,18635
2024-08-31,8,2024-08-31T02:30:00Z,2024-08-30T11:47:00Z,18075,18575
2024-08-31,9,2024-08-31T03:00:00Z,2024-08-30T11:47:00Z,17866,18366
2024-08-31,10,2024-08-31T03:30:00Z,2024-08-30T11:47:00Z,17760,18260
2024-08-31,11,2024-08-31T04:00:00Z,2024-08-30T11:47:00Z,17906,18427
2024-08-31,12,2024-08-31T04:30:00Z,2024-08-30T11:47:00Z,17835,18356
2024-08-31,13,2024-08-31T05:00:00Z,2024-08-30T11:47:00Z,18411,18911
2024-08-31,14,2024-08-31T05:30:00Z,2024-08-30T11:47:00Z,19009,19509
2024-08-31,15,2024-08-31T06:00:00Z,2024-08-30T11:47:00Z,19743,20243
2024-08-31,16,2024-08-31T06:30:00Z,2024-08-30T11:47:00Z,20030,20530
2024-08-31,17,2024-08-31T07:00:00Z,2024-08-30T11:47:00Z,21250,21750
2024-08-31,18,2024-08-31T07:30:00Z,2024-08-30T11:47:00Z,21185,21685
2024-08-31,19,2024-08-31T08:00:00Z,2024-08-30T11:47:00Z,21011,21511
2024-08-31,20,2024-08-31T08:30:00Z,2024-08-30T11:47:00Z,20338,20838
2024-08-31,21,2024-08-31T09:00:00Z,2024-08-30T11:47:00Z,19697,20197
2024-08-31,22,2024-08-31T09:30:00Z,2024-08-30T11:47:00Z,19466,19966
2024-08-31,23,2024-08-31T10:00:00Z,2024-08-30T11:47:00Z,19517,20527
2024-08-31,24,2024-08-31T10:30:00Z,2024-08-30T11:47:00Z,19360,20403
2024-08-31,25,2024-08-31T11:00:00Z,2024-08-30T11:47:00Z,19410,20453
2024-08-31,26,2024-08-31T11:30:00Z,2024-08-30T11:47:00Z,19264,20305
2024-08-31,27,2024-08-31T12:00:00Z,2024-08-30T11:47:00Z,19155,20194
2024-08-31,28,2024-08-31T12:30:00Z,2024-08-30T11:47:00Z,18901,19939
2024-08-31,29,2024-08-31T13:00:00Z,2024-08-30T11:47:00Z,18670,19706
2024-08-31,30,2024-08-31T13:30:00Z,2024-08-30T11:47:00Z,18800,19825
2024-08-31,31,2024-08-31T14:00:00Z,2024-08-30T11:47:00Z,19055,20095
2024-08-31,32,2024-08-31T14:30:00Z,2024-08-30T11:47:00Z,19451,20487
2024-08-31,33,2024-08-31T15:00:00Z,2024-08-30T11:47:00Z,20441,21137
2024-08-31,34,2024-08-31T15:30:00Z,2024-08-30T11:47:00Z,21410,22106
2024-08-31,35,2024-08-31T16:00:00Z,2024-08-30T11:47:00Z,22801,23301
2024-08-31,36,2024-08-31T16:30:00Z,2024-08-30T11:47:00Z,24102,24602
2024-08-31,37,2024-08-31T17:00:00Z,2024-08-30T11:47:00Z,24682,25807
2024-08-31,38,2024-08-31T17:30:00Z,2024-08-30T11:47:00Z,25400,26525
2024-08-31,39,2024-08-31T18:00:00Z,2024-08-30T11:47:00Z,25480,26299
2024-08-31,40,2024-08-31T18:30:00Z,2024-08-30T11:47:00Z,25350,26169
2024-08-31,41,2024-08-31T19:00:00Z,2024-08-30T11:47:00Z,24844,25344
2024-08-31,42,2024-08-31T19:30:00Z,2024-08-30T11:47:00Z,24974,25474
2024-08-31,43,2024-08-31T20:00:00Z,2024-08-30T11:47:00Z,24825,25325
2024-08-31,44,2024-08-31T20:30:00Z,2024-08-30T11:47:00Z,24144,24644
2024-08-31,45,2024-08-31T21:00:00Z,2024-08-30T11:47:00Z,23328,23838
2024-08-31,46,2024-08-31T21:30:00Z,2024-08-30T11:47:00Z,22113,22623
2024-08-31,47,2024-08-31T22:00:00Z,2024-08-30T11:47:00Z,21089,21767
2024-08-31,48,2024-08-31T22:30:00Z,2024-08-30T11:47:00Z,19840,20518
2024-09-01,1,2024-08-31T23:00:00Z,2024-08-30T11:47:00Z,19200,19878
2024-09-01,2,2024-08-31T23:30:00Z,2024-08-30T11:47:00Z,18749,19426
2024-09-01,3,2024-09-01T00:00:00Z,2024-08-30T11:47:00Z,18272,18949
2024-09-01,4,2024-09-01T00:30:00Z,2024-08-30T11:47:00Z,18090,18767
2024-09-01,5,2024-09-01T01:00:00Z,2024-08-30T11:47:00Z,17763,18440
2024-09-01,6,2024-09-01T01:30:00Z,2024-08-30T11:47:00Z,17416,18093
2024-09-01,7,2024-09-01T02:00:00Z,2024-08-30T11:47:00Z,16974,17650
2024-09-01,8,2024-09-01T02:30:00Z,2024-08-30T11:47:00Z,16615,17291
2024-09-01,9,2024-09-01T03:00:00Z,2024-08-30T11:47:00Z,16312,16988
2024-09-01,10,2024-09-01T03:30:00Z,2024-08-30T11:47:00Z,16270,16946
