startTime,dataProvider,settlementDate,settlementPeriod,price,volume
2025-02-19T00:00:00Z,APXMIDP,2025-02-19,1,57.89,2241.3
2025-02-19T00:30:00Z,APXMIDP,2025-02-19,2,80.16,1871.95
2025-02-19T01:00:00Z,APXMIDP,2025-02-19,3,84.58,1959.85
2025-02-19T01:30:00Z,APXMIDP,2025-02-19,4,76.52,2021.55
2025-02-19T02:00:00Z,APXMIDP,2025-02-19,5,69.22,2045.05
2025-02-19T02:30:00Z,APXMIDP,2025-02-19,6,74.78,2226.65
2025-02-19T03:00:00Z,APXMIDP,2025-02-19,7,78.6,2072.35
2025-02-19T03:30:00Z,APXMIDP,2025-02-19,8,72.04,1893.5
2025-02-19T04:00:00Z,APXMIDP,2025-02-19,9,76.48,1803.05
2025-02-19T04:30:00Z,APXMIDP,2025-02-19,10,71.05,2113.6
2025-02-19T05:00:00Z,APXMIDP,2025-02-19,11,90.15,2165.3
2025-02-19T05:30:00Z,APXMIDP,2025-02-19,12,86.92,2119.0
2025-02-19T06:00:00Z,APXMIDP,2025-02-19,13,100.05,2722.05
2025-02-19T06:30:00Z,APXMIDP,2025-02-19,14,114.79,2614.85
2025-02-19T07:00:00Z,APXMIDP,2025-02-19,15,104.57,3938.1
2025-02-19T07:30:00Z,APXMIDP,2025-02-19,16,117.78,3740.15
2025-02-19T08:00:00Z,APXMIDP,2025-02-19,17,105.26,3119.1
2025-02-19T08:30:00Z,APXMIDP,2025-02-19,18,116.09,3538.4
2025-02-19T09:00:00Z,APXMIDP,2025-02-19,19,107.09,3340.2
2025-02-19T09:30:00Z,APXMIDP,2025-02-19,20,105.76,3106.75
2025-02-19T10:00:00Z,APXMIDP,2025-02-19,21,101.89,3356.1
2025-02-19T10:30:00Z,APXMIDP,2025-02-19,22,101.13,3526.2
2025-02-19T11:00:00Z,APXMIDP,2025-02-19,23,97.82,3349.1
2025-02-19T11:30:00Z,APXMIDP,2025-02-19,24,104.48,3352.0
2025-02-19T12:00:00Z,APXMIDP,2025-02-19,25,109.42,3240.55
2025-02-19T12:30:00Z,APXMIDP,2025-02-19,26,109.6,3154.4
2025-02-19T13:00:00Z,APXMIDP,2025-02-19,27,114.38,3799.75
2025-02-19T13:30:00Z,APXMIDP,2025-02-19,28,111.79,3600.35
2025-02-19T14:00:00Z,APXMIDP,2025-02-19,29,112.09,4384.15
2025-02-19T14:30:00Z,APXMIDP,2025-02-19,30,105.56,4581.3
2025-02-19T15:00:00Z,APXMIDP,2025-02-19,31,117.55,4079.9
2025-02-19T15:30:00Z,APXMIDP,2025-02-19,32,116.69,4479.95
2025-02-19T16:00:00Z,APXMIDP,2025-02-19,33,124.66,4053.85
2025-02-19T16:30:00Z,APXMIDP,2025-02-19,34,122.85,4301.65
2025-02-19T17:00:00Z,APXMIDP,2025-02-19,35,130.87,3747.75
2025-02-19T17:30:00Z,APXMIDP,2025-02-19,36,133.49,3659.9
2025-02-19T18:00:00Z,APXMIDP,2025-02-19,37,135.29,3801.1
2025-02-19T18:30:00Z,APXMIDP,2025-02-19,38,134.91,3688.95
2025-02-19T19:00:00Z,APXMIDP,2025-02-19,39,114.35,3744.65
2025-02-19T19:30:00Z,APXMIDP,2025-02-19,40,102.02,3924.35
2025-02-19T20:00:00Z,APXMIDP,2025-02-19,41,102.86,3780.45
2025-02-19T20:30:00Z,APXMIDP,2025-02-19,42,100.83,3326.6
2025-02-19T21:00:00Z,APXMIDP,2025-02-19,43,96.94,2576.45
2025-02-19T21:30:00Z,APXMIDP,2025-02-19,44,98.26,2432.6
2025-02-19T22:00:00Z,APXMIDP,2025-02-19,45,100.28,2108.3
2025-02-19T22:30:00Z,APXMIDP,2025-02-19,46,92.03,2454.2
2025-02-19T23:00:00Z,APXMIDP,2025-02-19,47,68.79,1270.85
2025-02-19T23:30:00Z,APXMIDP,2025-02-19,48,72.48,1645.55
