startTime,dataProvider,settlementDate,settlementPeriod,price,volume
2025-09-22T23:00:00Z,APXMIDP,2025-09-23,1,86.4,1625.45
2025-09-22T23:30:00Z,APXMIDP,2025-09-23,2,85.67,1618.85
2025-09-22T00:00:00Z,APXMIDP,2025-09-22,3,71.73,995.4
2025-09-22T00:30:00Z,APXMIDP,2025-09-22,4,69.85,1031.85
2025-09-22T01:00:00Z,APXMIDP,2025-09-22,5,71.39,1267.65
2025-09-22T01:30:00Z,APXMIDP,2025-09-22,6,72.02,1236.05
2025-09-22T02:00:00Z,APXMIDP,2025-09-22,7,72.23,1223.4
2025-09-22T02:30:00Z,APXMIDP,2025-09-22,8,71.83,1333.4
2025-09-22T03:00:00Z,APXMIDP,2025-09-22,9,67.93,1420.85
2025-09-22T03:30:00Z,APXMIDP,2025-09-22,10,66.02,1850.7
2025-09-22T04:00:00Z,APXMIDP,2025-09-22,11,60.64,1724.75
2025-09-22T04:30:00Z,APXMIDP,2025-09-22,12,68.33,2024.2
2025-09-22T05:00:00Z,APXMIDP,2025-09-22,13,85.36,1938.6
2025-09-22T05:30:00Z,APXMIDP,2025-09-22,14,89.69,2120.1
2025-09-22T06:00:00Z,APXMIDP,2025-09-22,15,94.54,2381.0
2025-09-22T06:30:00Z,APXMIDP,2025-09-22,16,98.1,2562.4
2025-09-22T07:00:00Z,APXMIDP,2025-09-22,17,97.65,2187.5
2025-09-22T07:30:00Z,APXMIDP,2025-09-22,18,95.99,2256.1
2025-09-22T08:00:00Z,APXMIDP,2025-09-22,19,85.4,1881.05
2025-09-22T08:30:00Z,APXMIDP,2025-09-22,20,80.08,1988.0
2025-09-22T09:00:00Z,APXMIDP,2025-09-22,21,78.54,2628.5
2025-09-22T09:30:00Z,APXMIDP,2025-09-22,22,75.73,2505.75
2025-09-22T10:00:00Z,APXMIDP,2025-09-22,23,68.72,2616.1
2025-09-22T10:30:00Z,APXMIDP,2025-09-22,24,62.97,2943.8
2025-09-22T11:00:00Z,APXMIDP,2025-09-22,25,58.13,2690.0
2025-09-22T11:30:00Z,APXMIDP,2025-09-22,26,56.77,3527.95
2025-09-22T12:00:00Z,APXMIDP,2025-09-22,27,63.93,3445.9
2025-09-22T12:30:00Z,APXMIDP,2025-09-22,28,62.73,3475.45
2025-09-22T13:00:00Z,APXMIDP,2025-09-22,29,63.8,3405.3
2025-09-22T13:30:00Z,APXMIDP,2025-09-22,30,61.35,3270.7
2025-09-22T14:00:00Z,APXMIDP,2025-09-22,31,63.87,2173.55
2025-09-22T14:30:00Z,APXMIDP,2025-09-22,32,68.06,2262.6
2025-09-22T15:00:00Z,APXMIDP,2025-09-22,33,65.51,2548.4
2025-09-22T15:30:00Z,APXMIDP,2025-09-22,34,62.53,3024.15
2025-09-22T16:00:00Z,APXMIDP,2025-09-22,35,75.75,2897.05
2025-09-22T16:30:00Z,APXMIDP,2025-09-22,36,83.46,3096.0
2025-09-22T17:00:00Z,APXMIDP,2025-09-22,37,98.38,3386.0
2025-09-22T17:30:00Z,APXMIDP,2025-09-22,38,104.57,3125.5
2025-09-22T18:00:00Z,APXMIDP,2025-09-22,39,102.47,3551.4
2025-09-22T18:30:00Z,APXMIDP,2025-09-22,40,103.96,3416.0
2025-09-22T19:00:00Z,APXMIDP,2025-09-22,41,95.73,2697.95
2025-09-22T19:30:00Z,APXMIDP,2025-09-22,42,88.37,2639.2
2025-09-22T20:00:00Z,APXMIDP,2025-09-22,43,82.64,2287.1
2025-09-22T20:30:00Z,APXMIDP,2025-09-22,44,81.24,2445.95
2025-09-22T21:00:00Z,APXMIDP,2025-09-22,45,79.64,2544.55
2025-09-22T21:30:00Z,APXMIDP,2025-09-22,46,79.6,2636.95
2025-09-22T22:00:00Z,APXMIDP,2025-09-22,47,86.51,1548.55
2025-09-22T22:30:00Z,APXMIDP,2025-09-22,48,83.91,1600.5
