startTime,dataProvider,settlementDate,settlementPeriod,price,volume
2026-03-12T00:00:00Z,APXMIDP,2026-03-12,1,77.87,2005.65
2026-03-12T00:30:00Z,APXMIDP,2026-03-12,2,80.53,1934.1
2026-03-12T01:00:00Z,APXMIDP,2026-03-12,3,73.64,2571.25
2026-03-12T01:30:00Z,APXMIDP,2026-03-12,4,68.3,2004.15
2026-03-12T02:00:00Z,APXMIDP,2026-03-12,5,69.91,2287.35
2026-03-12T02:30:00Z,APXMIDP,2026-03-12,6,61.46,2141.9
2026-03-12T03:00:00Z,APXMIDP,2026-03-12,7,60.87,2011.45
2026-03-12T03:30:00Z,APXMIDP,2026-03-12,8,56.96,2081.25
2026-03-12T04:00:00Z,APXMIDP,2026-03-12,9,62.65,2046.35
2026-03-12T04:30:00Z,APXMIDP,2026-03-12,10,62.8,1927.85
2026-03-12T05:00:00Z,APXMIDP,2026-03-12,11,75.2,1660.0
2026-03-12T05:30:00Z,APXMIDP,2026-03-12,12,83.95,2056.75
2026-03-12T06:00:00Z,APXMIDP,2026-03-12,13,84.69,2412.1
2026-03-12T06:30:00Z,APXMIDP,2026-03-12,14,98.37,2607.9
2026-03-12T07:00:00Z,APXMIDP,2026-03-12,15,80.61,2776.6
2026-03-12T07:30:00Z,APXMIDP,2026-03-12,16,93.24,3138.45
2026-03-12T08:00:00Z,APXMIDP,2026-03-12,17,63.63,2489.85
2026-03-12T08:30:00Z,APXMIDP,2026-03-12,18,63.25,2705.75
2026-03-12T09:00:00Z,APXMIDP,2026-03-12,19,65.58,2350.2
2026-03-12T09:30:00Z,APXMIDP,2026-03-12,20,67.88,2274.75
2026-03-12T10:00:00Z,APXMIDP,2026-03-12,21,80.35,2759.1
2026-03-12T10:30:00Z,APXMIDP,2026-03-12,22,85.28,3027.9
2026-03-12T11:00:00Z,APXMIDP,2026-03-12,23,88.96,3127.55
2026-03-12T11:30:00Z,APXMIDP,2026-03-12,24,90.36,3328.35
2026-03-12T12:00:00Z,APXMIDP,2026-03-12,25,90.17,3903.25
2026-03-12T12:30:00Z,APXMIDP,2026-03-12,26,95.09,3467.15
2026-03-12T13:00:00Z,APXMIDP,2026-03-12,27,100.38,4031.0
2026-03-12T13:30:00Z,APXMIDP,2026-03-12,28,101.7,4267.85
2026-03-12T14:00:00Z,APXMIDP,2026-03-12,29,97.35,4490.1
2026-03-12T14:30:00Z,APXMIDP,2026-03-12,30,103.8,4949.45
2026-03-12T15:00:00Z,APXMIDP,2026-03-12,31,105.92,3478.15
2026-03-12T15:30:00Z,APXMIDP,2026-03-12,32,114.86,3184.55
2026-03-12T16:00:00Z,APXMIDP,2026-03-12,33,120.31,3644.9
2026-03-12T16:30:00Z,APXMIDP,2026-03-12,34,123.31,3371.1
2026-03-12T17:00:00Z,APXMIDP,2026-03-12,35,128.73,3969.95
2026-03-12T17:30:00Z,APXMIDP,2026-03-12,36,133.66,4290.15
2026-03-12T18:00:00Z,APXMIDP,2026-03-12,37,134.37,4230.9
2026-03-12T18:30:00Z,APXMIDP,2026-03-12,38,136.39,4178.25
2026-03-12T19:00:00Z,APXMIDP,2026-03-12,39,139.93,4134.35
2026-03-12T19:30:00Z,APXMIDP,2026-03-12,40,137.87,4059.9
2026-03-12T20:00:00Z,APXMIDP,2026-03-12,41,128.04,3629.55
2026-03-12T20:30:00Z,APXMIDP,2026-03-12,42,109.59,3717.4
2026-03-12T21:00:00Z,APXMIDP,2026-03-12,43,90.01,4426.75
2026-03-12T21:30:00Z,APXMIDP,2026-03-12,44,59.96,4308.2
2026-03-12T22:00:00Z,APXMIDP,2026-03-12,45,46.54,4708.95
2026-03-12T22:30:00Z,APXMIDP,2026-03-12,46,17.32,4603.1
2026-03-12T23:00:00Z,APXMIDP,2026-03-12,47,6.29,2683.4
2026-03-12T23:30:00Z,APXMIDP,2026-03-12,48,-1.06,2649.2
