startTime,dataProvider,settlementDate,settlementPeriod,price,volume
2026-09-09T23:00:00Z,APXMIDP,2026-09-10,1,163.94,1353.2
2026-09-09T23:30:00Z,APXMIDP,2026-09-10,2,163.8,1353.25
2026-09-09T00:00:00Z,APXMIDP,2026-09-09,3,106.89,1999.05
2026-09-09T00:30:00Z,APXMIDP,2026-09-09,4,113.6,2389.5
2026-09-09T01:00:00Z,APXMIDP,2026-09-09,5,111.89,2436.55
2026-09-09T01:30:00Z,APXMIDP,2026-09-09,6,114.01,2556.2
2026-09-09T02:00:00Z,APXMIDP,2026-09-09,7,115.29,2410.75
2026-09-09T02:30:00Z,APXMIDP,2026-09-09,8,112.72,2392.4
2026-09-09T03:00:00Z,APXMIDP,2026-09-09,9,112.74,2945.9
2026-09-09T03:30:00Z,APXMIDP,2026-09-09,10,101.49,3264.1
2026-09-09T04:00:00Z,APXMIDP,2026-09-09,11,110.69,2406.8
2026-09-09T04:30:00Z,APXMIDP,2026-09-09,12,143.38,2728.25
2026-09-09T05:00:00Z,APXMIDP,2026-09-09,13,131.29,2701.9
2026-09-09T05:30:00Z,APXMIDP,2026-09-09,14,165.86,2446.35
2026-09-09T06:00:00Z,APXMIDP,2026-09-09,15,163.84,2797.45
2026-09-09T06:30:00Z,APXMIDP,2026-09-09,16,178.16,3046.65
2026-09-09T07:00:00Z,APXMIDP,2026-09-09,17,180.15,2785.5
2026-09-09T07:30:00Z,APXMIDP,2026-09-09,18,177.87,2607.1
2026-09-09T08:00:00Z,APXMIDP,2026-09-09,19,179.12,2551.25
2026-09-09T08:30:00Z,APXMIDP,2026-09-09,20,169.55,3045.15
2026-09-09T09:00:00Z,APXMIDP,2026-09-09,21,175.43,2953.15
2026-09-09T09:30:00Z,APXMIDP,2026-09-09,22,171.72,3263.2
2026-09-09T10:00:00Z,APXMIDP,2026-09-09,23,163.67,2903.7
2026-09-09T10:30:00Z,APXMIDP,2026-09-09,24,167.06,3486.95
2026-09-09T11:00:00Z,APXMIDP,2026-09-09,25,173.63,3457.85
2026-09-09T11:30:00Z,APXMIDP,2026-09-09,26,174.42,3339.45
2026-09-09T12:00:00Z,APXMIDP,2026-09-09,27,177.35,4292.65
2026-09-09T12:30:00Z,APXMIDP,2026-09-09,28,169.24,4861.05
2026-09-09T13:00:00Z,APXMIDP,2026-09-09,29,161.51,4122.05
2026-09-09T13:30:00Z,APXMIDP,2026-09-09,30,152.79,4987.1
2026-09-09T14:00:00Z,APXMIDP,2026-09-09,31,150.74,3892.1
2026-09-09T14:30:00Z,APXMIDP,2026-09-09,32,152.18,3796.3
2026-09-09T15:00:00Z,APXMIDP,2026-09-09,33,166.06,3645.1
2026-09-09T15:30:00Z,APXMIDP,2026-09-09,34,192.24,3724.65
2026-09-09T16:00:00Z,APXMIDP,2026-09-09,35,207.52,3007.45
2026-09-09T16:30:00Z,APXMIDP,2026-09-09,36,214.88,3642.3
2026-09-09T17:00:00Z,APXMIDP,2026-09-09,37,211.08,3474.6
2026-09-09T17:30:00Z,APXMIDP,2026-09-09,38,214.09,4134.5
2026-09-09T18:00:00Z,APXMIDP,2026-09-09,39,197.61,4008.05
2026-09-09T18:30:00Z,APXMIDP,2026-09-09,40,197.94,3702.0
2026-09-09T19:00:00Z,APXMIDP,2026-09-09,41,199.46,3858.75
2026-09-09T19:30:00Z,APXMIDP,2026-09-09,42,194.18,4016.6
2026-09-09T20:00:00Z,APXMIDP,2026-09-09,43,188.12,3064.85
2026-09-09T20:30:00Z,APXMIDP,2026-09-09,44,171.05,2613.55
2026-09-09T21:00:00Z,APXMIDP,2026-09-09,45,156.49,2375.9
2026-09-09T21:30:00Z,APXMIDP,2026-09-09,46,149.25,2712.25
2026-09-09T22:00:00Z,APXMIDP,2026-09-09,47,168.49,1513.75
2026-09-09T22:30:00Z,APXMIDP,2026-09-09,48,161.58,1396.05
