startTime,dataProvider,settlementDate,settlementPeriod,price,volume
2024-10-13T23:00:00Z,APXMIDP,2024-10-14,1,71.95,1079.95
2024-10-13T23:30:00Z,APXMIDP,2024-10-14,2,69.15,1105.55
2024-10-13T00:00:00Z,APXMIDP,2024-10-13,3,4.64,1496.15
2024-10-13T00:30:00Z,APXMIDP,2024-10-13,4,7.51,1625.45
2024-10-13T01:00:00Z,APXMIDP,2024-10-13,5,1.59,1640.7
2024-10-13T01:30:00Z,APXMIDP,2024-10-13,6,9.18,1974.15
2024-10-13T02:00:00Z,APXMIDP,2024-10-13,7,15.73,1770.8
2024-10-13T02:30:00Z,APXMIDP,2024-10-13,8,8.09,1934.45
2024-10-13T03:00:00Z,APXMIDP,2024-10-13,9,5.57,1687.1
2024-10-13T03:30:00Z,APXMIDP,2024-10-13,10,9.93,1830.7
2024-10-13T04:00:00Z,APXMIDP,2024-10-13,11,1.09,1902.8
2024-10-13T04:30:00Z,APXMIDP,2024-10-13,12,4.35,1899.05
2024-10-13T05:00:00Z,APXMIDP,2024-10-13,13,-4.65,1633.75
2024-10-13T05:30:00Z,APXMIDP,2024-10-13,14,17.88,1688.8
2024-10-13T06:00:00Z,APXMIDP,2024-10-13,15,41.2,1780.2
2024-10-13T06:30:00Z,APXMIDP,2024-10-13,16,49.35,2168.85
2024-10-13T07:00:00Z,APXMIDP,2024-10-13,17,80.59,1780.25
2024-10-13T07:30:00Z,APXMIDP,2024-10-13,18,92.66,1656.35
2024-10-13T08:00:00Z,APXMIDP,2024-10-13,19,94.62,1615.1
2024-10-13T08:30:00Z,APXMIDP,2024-10-13,20,92.63,1619.05
2024-10-13T09:00:00Z,APXMIDP,2024-10-13,21,99.82,1908.95
2024-10-13T09:30:00Z,APXMIDP,2024-10-13,22,102.1,1452.95
2024-10-13T10:00:00Z,APXMIDP,2024-10-13,23,108.45,1930.35
2024-10-13T10:30:00Z,APXMIDP,2024-10-13,24,109.81,2155.05
2024-10-13T11:00:00Z,APXMIDP,2024-10-13,25,108.74,1950.65
2024-10-13T11:30:00Z,APXMIDP,2024-10-13,26,101.45,1955.5
2024-10-13T12:00:00Z,APXMIDP,2024-10-13,27,96.31,2533.2
2024-10-13T12:30:00Z,APXMIDP,2024-10-13,28,98.01,2483.6
2024-10-13T13:00:00Z,APXMIDP,2024-10-13,29,101.15,2323.95
2024-10-13T13:30:00Z,APXMIDP,2024-10-13,30,104.83,2213.2
2024-10-13T14:00:00Z,APXMIDP,2024-10-13,31,129.21,2480.0
2024-10-13T14:30:00Z,APXMIDP,2024-10-13,32,125.2,2671.9
2024-10-13T15:00:00Z,APXMIDP,2024-10-13,33,134.5,2961.4
2024-10-13T15:30:00Z,APXMIDP,2024-10-13,34,142.4,2724.65
2024-10-13T16:00:00Z,APXMIDP,2024-10-13,35,152.29,2398.2
2024-10-13T16:30:00Z,APXMIDP,2024-10-13,36,155.78,2455.65
2024-10-13T17:00:00Z,APXMIDP,2024-10-13,37,162.26,2680.6
2024-10-13T17:30:00Z,APXMIDP,2024-10-13,38,168.52,2759.4
2024-10-13T18:00:00Z,APXMIDP,2024-10-13,39,150.78,2692.05
2024-10-13T18:30:00Z,APXMIDP,2024-10-13,40,133.07,2673.75
2024-10-13T19:00:00Z,APXMIDP,2024-10-13,41,126.59,2539.1
2024-10-13T19:30:00Z,APXMIDP,2024-10-13,42,116.03,2148.05
2024-10-13T20:00:00Z,APXMIDP,2024-10-13,43,91.46,1954.45
2024-10-13T20:30:00Z,APXMIDP,2024-10-13,44,82.33,2420.9
2024-10-13T21:00:00Z,APXMIDP,2024-10-13,45,95.33,2116.7
2024-10-13T21:30:00Z,APXMIDP,2024-10-13,46,84.27,2024.3
2024-10-13T22:00:00Z,APXMIDP,2024-10-13,47,81.37,965.6
2024-10-13T22:30:00Z,APXMIDP,2024-10-13,48,73.51,846.0
