startTime,dataProvider,settlementDate,settlementPeriod,price,volume
2025-06-26T23:00:00Z,APXMIDP,2025-06-27,1,88.24,2583.9
2025-06-26T23:30:00Z,APXMIDP,2025-06-27,2,88.44,2362.7
2025-06-26T00:00:00Z,APXMIDP,2025-06-26,3,78.91,3155.95
2025-06-26T00:30:00Z,APXMIDP,2025-06-26,4,79.1,3474.5
2025-06-26T01:00:00Z,APXMIDP,2025-06-26,5,71.07,2651.45
2025-06-26T01:30:00Z,APXMIDP,2025-06-26,6,73.69,2983.25
2025-06-26T02:00:00Z,APXMIDP,2025-06-26,7,73.47,2332.95
2025-06-26T02:30:00Z,APXMIDP,2025-06-26,8,71.18,2410.45
2025-06-26T03:00:00Z,APXMIDP,2025-06-26,9,67.02,2196.05
2025-06-26T03:30:00Z,APXMIDP,2025-06-26,10,68.12,2545.15
2025-06-26T04:00:00Z,APXMIDP,2025-06-26,11,71.05,2771.85
2025-06-26T04:30:00Z,APXMIDP,2025-06-26,12,70.83,2315.4
2025-06-26T05:00:00Z,APXMIDP,2025-06-26,13,81.16,2882.05
2025-06-26T05:30:00Z,APXMIDP,2025-06-26,14,87.99,3408.2
2025-06-26T06:00:00Z,APXMIDP,2025-06-26,15,82.78,3067.3
2025-06-26T06:30:00Z,APXMIDP,2025-06-26,16,95.22,3058.55
2025-06-26T07:00:00Z,APXMIDP,2025-06-26,17,93.16,3129.2
2025-06-26T07:30:00Z,APXMIDP,2025-06-26,18,90.9,3137.7
2025-06-26T08:00:00Z,APXMIDP,2025-06-26,19,70.71,3464.7
2025-06-26T08:30:00Z,APXMIDP,2025-06-26,20,72.39,3279.35
2025-06-26T09:00:00Z,APXMIDP,2025-06-26,21,72.51,3667.8
2025-06-26T09:30:00Z,APXMIDP,2025-06-26,22,66.65,4639.0
2025-06-26T10:00:00Z,APXMIDP,2025-06-26,23,45.89,5053.3
2025-06-26T10:30:00Z,APXMIDP,2025-06-26,24,31.52,5315.1
2025-06-26T11:00:00Z,APXMIDP,2025-06-26,25,23.23,5599.9
2025-06-26T11:30:00Z,APXMIDP,2025-06-26,26,19.23,5333.55
2025-06-26T12:00:00Z,APXMIDP,2025-06-26,27,2.19,4548.45
2025-06-26T12:30:00Z,APXMIDP,2025-06-26,28,-2.18,4333.9
2025-06-26T13:00:00Z,APXMIDP,2025-06-26,29,-4.05,4391.65
2025-06-26T13:30:00Z,APXMIDP,2025-06-26,30,-7.57,4442.2
2025-06-26T14:00:00Z,APXMIDP,2025-06-26,31,-16.53,4266.4
2025-06-26T14:30:00Z,APXMIDP,2025-06-26,32,-7.95,4647.75
2025-06-26T15:00:00Z,APXMIDP,2025-06-26,33,0.62,3883.45
2025-06-26T15:30:00Z,APXMIDP,2025-06-26,34,20.18,4886.7
2025-06-26T16:00:00Z,APXMIDP,2025-06-26,35,40.66,3851.6
2025-06-26T16:30:00Z,APXMIDP,2025-06-26,36,59.84,3648.5
2025-06-26T17:00:00Z,APXMIDP,2025-06-26,37,53.13,3587.1
2025-06-26T17:30:00Z,APXMIDP,2025-06-26,38,55.58,3912.85
2025-06-26T18:00:00Z,APXMIDP,2025-06-26,39,69.09,3566.65
2025-06-26T18:30:00Z,APXMIDP,2025-06-26,40,78.96,3136.7
2025-06-26T19:00:00Z,APXMIDP,2025-06-26,41,79.33,3485.25
2025-06-26T19:30:00Z,APXMIDP,2025-06-26,42,81.72,3248.3
2025-06-26T20:00:00Z,APXMIDP,2025-06-26,43,89.76,3061.6
2025-06-26T20:30:00Z,APXMIDP,2025-06-26,44,90.27,3244.65
2025-06-26T21:00:00Z,APXMIDP,2025-06-26,45,89.78,3247.9
2025-06-26T21:30:00Z,APXMIDP,2025-06-26,46,89.4,2946.3
2025-06-26T22:00:00Z,APXMIDP,2025-06-26,47,93.17,2512.45
2025-06-26T22:30:00Z,APXMIDP,2025-06-26,48,85.04,3407.9
