settlementDate,settlementPeriod,solar_mw,wind_offshore_mw,wind_onshore_mw,wind_total_mw,renewable_total_mw
2026-06-21,1,0.0,4115.0,1171.0,5286.0,5286.0
2026-06-21,2,0.0,4142.0,1182.0,5324.0,5324.0
2026-06-21,3,0.0,2188.0,1700.0,3888.0,3888.0
2026-06-21,4,0.0,2154.0,1695.0,3849.0,3849.0
2026-06-21,5,0.0,2087.0,1677.0,3764.0,3764.0
2026-06-21,6,0.0,2000.0,1652.0,3652.0,3652.0
2026-06-21,7,0.0,1883.0,1619.0,3502.0,3502.0
2026-06-21,8,0.0,1723.0,1576.0,3299.0,3299.0
2026-06-21,9,9.0,1608.0,1531.0,3139.0,3148.0
2026-06-21,10,77.0,1542.0,1482.0,3024.0,3101.0
2026-06-21,11,178.0,1509.0,1419.0,2928.0,3106.0
2026-06-21,12,640.0,1503.0,1343.0,2846.0,3486.0
2026-06-21,13,1422.0,1519.0,1262.0,2781.0,4203.0
2026-06-21,14,2424.0,1550.0,1184.0,2734.0,5158.0
2026-06-21,15,3381.0,1594.0,1143.0,2737.0,6118.0
2026-06-21,16,4461.0,1649.0,1139.0,2788.0,7249.0
2026-06-21,17,5635.0,1716.0,1137.0,2853.0,8488.0
2026-06-21,18,7005.0,1789.0,1128.0,2917.0,9922.0
2026-06-21,19,8300.0,1847.0,1120.0,2967.0,11267.0
2026-06-21,20,9302.0,1892.0,1112.0,3004.0,12306.0
2026-06-21,21,10249.0,1926.0,1094.0,3020.0,13269.0
2026-06-21,22,10901.0,1956.0,1073.0,3029.0,13930.0
2026-06-21,23,11446.0,1958.0,1055.0,3013.0,14459.0
2026-06-21,24,11686.0,1951.0,1035.0,2986.0,14672.0
2026-06-21,25,11853.0,1962.0,1015.0,2977.0,14830.0
2026-06-21,26,11877.0,1962.0,996.0,2958.0,14835.0
2026-06-21,27,11853.0,1951.0,980.0,2931.0,14784.0
2026-06-21,28,11708.0,1930.0,967.0,2897.0,14605.0
2026-06-21,29,11506.0,1930.0,956.0,2886.0,14392.0
2026-06-21,30,11158.0,1956.0,948.0,2904.0,14062.0
2026-06-21,31,10697.0,2001.0,944.0,2945.0,13642.0
2026-06-21,32,10085.0,2075.0,945.0,3020.0,13105.0
2026-06-21,33,9384.0,2176.0,949.0,3125.0,12509.0
2026-06-21,34,8560.0,2330.0,958.0,3288.0,11848.0
2026-06-21,35,7579.0,2497.0,970.0,3467.0,11046.0
2026-06-21,36,6408.0,2670.0,984.0,3654.0,10062.0
2026-06-21,37,5194.0,3136.0,992.0,4128.0,9322.0
2026-06-21,38,4130.0,3306.0,995.0,4301.0,8431.0
2026-06-21,39,3303.0,3474.0,997.0,4471.0,7774.0
2026-06-21,40,2289.0,3614.0,994.0,4608.0,6897.0
2026-06-21,41,1414.0,3728.0,1008.0,4736.0,6150.0
2026-06-21,42,631.0,3808.0,1043.0,4851.0,5482.0
2026-06-21,43,208.0,3877.0,1087.0,4964.0,5172.0
2026-06-21,44,71.0,3939.0,1134.0,5073.0,5144.0
2026-06-21,45,1.0,3986.0,1163.0,5149.0,5150.0
2026-06-21,46,0.0,4028.0,1166.0,5194.0,5194.0
2026-06-21,47,0.0,4062.0,1169.0,5231.0,5231.0
2026-06-21,48,0.0,4085.0,1163.0,5248.0,5248.0
