settlementDate,settlementPeriod,solar_mw,wind_offshore_mw,wind_onshore_mw,wind_total_mw,renewable_total_mw
2026-06-29,1,0.0,3737.0,2140.0,5877.0,5877.0
2026-06-29,2,0.0,3546.0,2185.0,5731.0,5731.0
2026-06-29,3,0.0,7445.0,5738.0,13183.0,13183.0
2026-06-29,4,0.0,7366.0,5784.0,13150.0,13150.0
2026-06-29,5,0.0,7258.0,5808.0,13066.0,13066.0
2026-06-29,6,0.0,7123.0,5810.0,12933.0,12933.0
2026-06-29,7,0.0,6997.0,5770.0,12767.0,12767.0
2026-06-29,8,0.0,6888.0,5690.0,12578.0,12578.0
2026-06-29,9,6.0,6772.0,5607.0,12379.0,12385.0
2026-06-29,10,68.0,6642.0,5520.0,12162.0,12230.0
2026-06-29,11,177.0,6486.0,5419.0,11905.0,12082.0
2026-06-29,12,676.0,6283.0,5304.0,11587.0,12263.0
2026-06-29,13,1492.0,6043.0,5212.0,11255.0,12747.0
2026-06-29,14,2531.0,5760.0,5152.0,10912.0,13443.0
2026-06-29,15,3517.0,5488.0,5223.0,10711.0,14228.0
2026-06-29,16,4502.0,5232.0,5433.0,10665.0,15167.0
2026-06-29,17,5560.0,4954.0,5557.0,10511.0,16071.0
2026-06-29,18,6623.0,4663.0,5588.0,10251.0,16874.0
2026-06-29,19,7485.0,4390.0,5575.0,9965.0,17450.0
2026-06-29,20,8053.0,4131.0,5522.0,9653.0,17706.0
2026-06-29,21,8627.0,3911.0,5423.0,9334.0,17961.0
2026-06-29,22,9105.0,3726.0,5336.0,9062.0,18167.0
2026-06-29,23,9507.0,3583.0,5200.0,8783.0,18290.0
2026-06-29,24,9791.0,3487.0,5080.0,8567.0,18358.0
2026-06-29,25,10021.0,3408.0,4966.0,8374.0,18395.0
2026-06-29,26,10129.0,3350.0,4861.0,8211.0,18340.0
2026-06-29,27,10188.0,3307.0,4754.0,8061.0,18249.0
2026-06-29,28,10125.0,3289.0,4643.0,7932.0,18057.0
2026-06-29,29,10020.0,3218.0,4512.0,7730.0,17750.0
2026-06-29,30,9811.0,3091.0,4363.0,7454.0,17265.0
2026-06-29,31,9506.0,2977.0,4199.0,7176.0,16682.0
2026-06-29,32,8978.0,2867.0,4023.0,6890.0,15868.0
2026-06-29,33,8389.0,2809.0,3837.0,6646.0,15035.0
2026-06-29,34,7596.0,2810.0,3647.0,6457.0,14053.0
2026-06-29,35,6708.0,2820.0,3449.0,6269.0,12977.0
2026-06-29,36,5663.0,2834.0,3225.0,6059.0,11722.0
2026-06-29,37,4533.0,2887.0,2999.0,5886.0,10419.0
2026-06-29,38,3640.0,3008.0,2775.0,5783.0,9423.0
2026-06-29,39,2909.0,3190.0,2554.0,5744.0,8653.0
2026-06-29,40,2033.0,3387.0,2351.0,5738.0,7771.0
2026-06-29,41,1225.0,3612.0,2180.0,5792.0,7017.0
2026-06-29,42,537.0,3855.0,2046.0,5901.0,6438.0
2026-06-29,43,193.0,4045.0,1996.0,6041.0,6234.0
2026-06-29,44,67.0,4176.0,2016.0,6192.0,6259.0
2026-06-29,45,1.0,4232.0,2040.0,6272.0,6273.0
2026-06-29,46,0.0,4206.0,2059.0,6265.0,6265.0
2026-06-29,47,0.0,4111.0,2082.0,6193.0,6193.0
2026-06-29,48,0.0,3926.0,2106.0,6032.0,6032.0
