settlementDate,settlementPeriod,solar_mw,wind_offshore_mw,wind_onshore_mw,wind_total_mw,renewable_total_mw
2025-01-04,1,0.0,1552.742,1066.557,2619.299,2619.299
2025-01-04,2,0.0,1552.742,1066.557,2619.299,2619.299
2025-01-04,3,0.0,1479.259,1171.07,2650.3289999999997,2650.3289999999997
2025-01-04,4,0.0,1479.259,1171.07,2650.3289999999997,2650.3289999999997
2025-01-04,5,0.0,1311.125,1285.697,2596.822,2596.822
2025-01-04,6,0.0,1311.125,1285.697,2596.822,2596.822
2025-01-04,7,0.0,1271.545,1363.204,2634.749,2634.749
2025-01-04,8,0.0,1271.545,1363.204,2634.749,2634.749
2025-01-04,9,0.0,1350.286,1415.605,2765.891,2765.891
2025-01-04,10,0.0,1350.286,1415.605,2765.891,2765.891
2025-01-04,11,0.0,1491.876,1418.728,2910.6040000000003,2910.6040000000003
2025-01-04,12,0.0,1491.876,1418.728,2910.6040000000003,2910.6040000000003
2025-01-04,13,0.0,1658.511,1499.648,3158.1589999999997,3158.1589999999997
2025-01-04,14,0.0,1658.511,1499.648,3158.1589999999997,3158.1589999999997
2025-01-04,15,0.0,1931.159,1545.41,3476.5690000000004,3476.5690000000004
2025-01-04,16,0.0,1931.159,1545.41,3476.5690000000004,3476.5690000000004
2025-01-04,17,30.0,2046.546,1638.669,3685.215,3715.215
2025-01-04,18,168.0,2046.546,1638.669,3685.215,3853.215
2025-01-04,19,477.0,2507.682,1787.8,4295.482,4772.482
2025-01-04,20,865.0,2507.682,1787.8,4295.482,5160.482
2025-01-04,21,1217.0,2560.914,1864.082,4424.996,5641.996
2025-01-04,22,1507.0,2560.914,1864.082,4424.996,5931.996
2025-01-04,23,1727.0,2558.935,1811.404,4370.339,6097.339
2025-01-04,24,1825.0,2558.935,1811.404,4370.339,6195.339
2025-01-04,25,1760.0,2407.488,1777.934,4185.422,5945.422
2025-01-04,26,1557.0,2407.488,1777.934,4185.422,5742.422
2025-01-04,27,1259.0,2223.488,1738.297,3961.785,5220.785
2025-01-04,28,917.0,2223.488,1738.297,3961.785,4878.785
2025-01-04,29,585.0,2157.94,1798.466,3956.406,4541.406
2025-01-04,30,307.0,2157.94,1798.466,3956.406,4263.406
2025-01-04,31,118.0,2152.306,1999.28,4151.586,4269.586
2025-01-04,32,18.0,2152.306,1999.28,4151.586,4169.586
2025-01-04,33,0.0,2458.537,2253.582,4712.119,4712.119
2025-01-04,34,0.0,2458.537,2253.582,4712.119,4712.119
2025-01-04,35,0.0,2946.943,2483.302,5430.245000000001,5430.245000000001
2025-01-04,36,0.0,2946.943,2483.302,5430.245000000001,5430.245000000001
2025-01-04,37,0.0,3493.124,2627.225,6120.349,6120.349
2025-01-04,38,0.0,3493.124,2627.225,6120.349,6120.349
2025-01-04,39,0.0,4084.313,2755.907,6840.22,6840.22
2025-01-04,40,0.0,4084.313,2755.907,6840.22,6840.22
2025-01-04,41,0.0,4668.007,2865.196,7533.2029999999995,7533.2029999999995
2025-01-04,42,0.0,4668.007,2865.196,7533.2029999999995,7533.2029999999995
2025-01-04,43,0.0,5123.324,2918.999,8042.322999999999,8042.322999999999
2025-01-04,44,0.0,5123.324,2918.999,8042.322999999999,8042.322999999999
2025-01-04,45,0.0,5632.142,2995.877,8628.019,8628.019
2025-01-04,46,0.0,5632.142,2995.877,8628.019,8628.019
2025-01-04,47,0.0,6197.709,3035.902,9233.611,9233.611
2025-01-04,48,0.0,6197.709,3035.902,9233.611,9233.611
